id;po_code;prsnumber;product_code;department_code;sub_total;created_by;created_date;updated_by;updated_date;is_active
1;48188;203211;64160;7048;17500.000000;JEFFRY;2014-07-19 09:56:27.843;NULL;NULL;Y
2;48188;203211;64161;7048;22500.000000;JEFFRY;2014-07-19 09:56:27.843;NULL;NULL;Y
3;48188;203211;61853;7048;37500.000000;JEFFRY;2014-07-19 09:56:27.843;NULL;NULL;Y
4;48188;203211;64163;7048;37500.000000;JEFFRY;2014-07-19 09:56:27.843;NULL;NULL;Y
5;48188;203211;60362;7048;15000.000000;JEFFRY;2014-07-19 09:56:27.843;NULL;NULL;Y
6;48797;203219;62015;7046;710000.000000;JEFFRY;2014-07-19 09:56:27.843;NULL;NULL;Y
7;47857;203222;00574;7048;1229000.000000;ERNI;2014-07-19 09:56:27.843;NULL;NULL;Y
8;47862;203225;01705;7044;1041666.670000;ERNI;2014-07-19 09:56:27.843;NULL;NULL;Y
9;48078;203228;60831;7046;277.000000;JEFFRY;2014-07-19 09:56:27.843;NULL;NULL;Y
10;48078;203228;60830;7046;81.000000;JEFFRY;2014-07-19 09:56:27.843;NULL;NULL;Y
11;48078;203228;60827;7046;42.000000;JEFFRY;2014-07-19 09:56:27.843;NULL;NULL;Y
12;48079;203228;61785;7046;103.000000;JEFFRY;2014-07-19 09:56:27.843;NULL;NULL;Y
13;48079;203228;62305;7046;56.000000;JEFFRY;2014-07-19 09:56:27.843;NULL;NULL;Y
14;48079;203228;62311;7046;111.000000;JEFFRY;2014-07-19 09:56:27.843;NULL;NULL;Y
15;48079;203228;63471;7046;3.000000;JEFFRY;2014-07-19 09:56:27.843;NULL;NULL;Y
16;48186;203231;64181;7048;22500.000000;JEFFRY;2014-07-19 09:56:27.843;NULL;NULL;Y
17;48186;203231;64182;7048;37500.000000;JEFFRY;2014-07-19 09:56:27.843;NULL;NULL;Y
18;48186;203231;64183;7048;22500.000000;JEFFRY;2014-07-19 09:56:27.843;NULL;NULL;Y
19;48186;203231;64184;7048;22500.000000;JEFFRY;2014-07-19 09:56:27.843;NULL;NULL;Y
20;47919;203235;51222;7033;335000.000000;ERNI;2014-07-19 09:56:27.843;NULL;NULL;Y
21;47919;203235;50015;7033;125000.000000;ERNI;2014-07-19 09:56:27.843;NULL;NULL;Y
22;47919;203235;60544;7033;12500.000000;ERNI;2014-07-19 09:56:27.843;NULL;NULL;Y
23;47919;203235;61008;7033;20000.000000;ERNI;2014-07-19 09:56:27.843;NULL;NULL;Y
24;48173;203242;64123;7046;135000.000000;JEFFRY;2014-07-19 09:56:27.843;NULL;NULL;Y
25;48173;203242;60691;7046;390000.000000;JEFFRY;2014-07-19 09:56:27.843;NULL;NULL;Y
26;47876;203248;69768;7033;850000.000000;JEFFRY;2014-07-19 09:56:27.843;NULL;NULL;Y
27;47924;203251;62847;7033;8000000.000000;JEFFRY;2014-07-19 09:56:27.843;NULL;NULL;Y
28;48078;203253;62419;7046;174.000000;JEFFRY;2014-07-19 09:56:27.843;NULL;NULL;Y
29;48186;203255;63094;7037;27500.000000;JEFFRY;2014-07-19 09:56:27.843;NULL;NULL;Y
30;48440;203258;61064;7033C;85.250000;JEFFRY;2014-07-19 09:56:27.843;NULL;NULL;Y
31;48440;203258;61070;7033C;85.250000;JEFFRY;2014-07-19 09:56:27.843;NULL;NULL;Y
32;48269;203260;91140;7048;2195000.000000;MERLIN;2014-07-19 09:56:27.843;NULL;NULL;Y
33;47951;203264;91141;7033;3674000.000000;MERLIN;2014-07-19 09:56:27.843;NULL;NULL;Y
34;48188;203267;61609;7033;6500.000000;JEFFRY;2014-07-19 09:56:27.843;NULL;NULL;Y
35;47948;203281;90886;7046;25000.000000;MERLIN;2014-07-19 09:56:27.843;NULL;NULL;Y
36;48046;203283;63154;7046;130000.000000;ERNI;2014-07-19 09:56:27.843;NULL;NULL;Y
37;48012;203283;62534;7046;25000.000000;ERNI;2014-07-19 09:56:27.843;NULL;NULL;Y
38;48012;203283;50007;7046;335000.000000;ERNI;2014-07-19 09:56:27.843;NULL;NULL;Y
39;48012;203283;50015;7046;125000.000000;ERNI;2014-07-19 09:56:27.843;NULL;NULL;Y
40;48012;203283;60545;7046;12500.000000;ERNI;2014-07-19 09:56:27.843;NULL;NULL;Y
41;48568;203297;50078;7046;940000.000000;MERLIN;2014-07-19 09:56:27.843;NULL;NULL;Y
42;48047;203308;63455;7046;750000.000000;ERNI;2014-07-19 09:56:27.843;NULL;NULL;Y
43;47966;203319;60942;7033;85000.000000;JEFFRY;2014-07-19 09:56:27.843;NULL;NULL;Y
44;47956;203320;63740;7033;279306.950000;ERNI;2014-07-19 09:56:27.843;NULL;NULL;Y
45;47956;203320;63741;7033;22583.850000;JEFFRY;2014-07-19 09:56:27.843;NULL;NULL;Y
46;47956;203320;63742;7033;6525.750000;JEFFRY;2014-07-19 09:56:27.843;NULL;NULL;Y
47;47956;203320;63743;7033;22880.150000;JEFFRY;2014-07-19 09:56:27.843;NULL;NULL;Y
48;47956;203320;63744;7033;7796.250000;JEFFRY;2014-07-19 09:56:27.843;NULL;NULL;Y
49;47956;203320;63745;7033;3771.250000;JEFFRY;2014-07-19 09:56:27.843;NULL;NULL;Y
50;47956;203320;63759;7033;24321.300000;JEFFRY;2014-07-19 09:56:27.843;NULL;NULL;Y
51;47956;203320;63746;7033;8431.500000;JEFFRY;2014-07-19 09:56:27.843;NULL;NULL;Y
52;47956;203321;63747;7033;6652.450000;JEFFRY;2014-07-19 09:56:27.843;NULL;NULL;Y
53;47957;203321;63748;7033;61648.950000;JEFFRY;2014-07-19 09:56:27.843;NULL;NULL;Y
54;47957;203321;63750;7033;6186.750000;JEFFRY;2014-07-19 09:56:27.843;NULL;NULL;Y
55;47957;203321;63751;7033;4322.450000;JEFFRY;2014-07-19 09:56:27.843;NULL;NULL;Y
56;47957;203321;63752;7033;16990.900000;JEFFRY;2014-07-19 09:56:27.843;NULL;NULL;Y
57;47957;203321;63753;7033;21942.150000;JEFFRY;2014-07-19 09:56:27.843;NULL;NULL;Y
58;47957;203321;63754;7033;25973.500000;JEFFRY;2014-07-19 09:56:27.843;NULL;NULL;Y
59;47957;203321;63755;7033;80504.150000;JEFFRY;2014-07-19 09:56:27.843;NULL;NULL;Y
60;47957;203322;63756;7033;35713.150000;JEFFRY;2014-07-19 09:56:27.843;NULL;NULL;Y
61;47957;203322;63757;7033;51395.850000;JEFFRY;2014-07-19 09:56:27.843;NULL;NULL;Y
62;47957;203322;63758;7033;7543.200000;JEFFRY;2014-07-19 09:56:27.843;NULL;NULL;Y
63;48131;203324;60439;7032;203453.000000;MERLIN;2014-07-19 09:56:27.843;NULL;NULL;Y
64;48131;203324;60440;7032;288864.000000;MERLIN;2014-07-19 09:56:27.843;NULL;NULL;Y
65;48131;203324;62404;0;61383.000000;MERLIN;2014-07-19 09:56:27.843;NULL;NULL;Y
66;47978;203328;62190;7033;125000.000000;JEFFRY;2014-07-19 09:56:27.843;NULL;NULL;Y
67;43482;203331;01722;7033;10000000.000000;ERNI;2014-07-19 09:56:27.843;NULL;NULL;Y
68;48386;203333;69915;7033;550000.000000;JEFFRY;2014-07-19 09:56:27.843;NULL;NULL;Y
69;48386;203333;65822;7033;37500.000000;JEFFRY;2014-07-19 09:56:27.843;NULL;NULL;Y
70;48214;203335;01131;7033C;4750000.000000;JEFFRY;2014-07-19 09:56:27.843;NULL;NULL;Y
71;48026;203336;01724;7061;11200000.000000;ERNI;2014-07-19 09:56:27.843;NULL;NULL;Y
72;48173;203340;63300;7033;225000.000000;JEFFRY;2014-07-19 09:56:27.843;NULL;NULL;Y
73;48258;203342;63477;7044;850000.000000;JEFFRY;2014-07-19 09:56:27.843;NULL;NULL;Y
74;48053;203344;61531;7046;17250000.000000;ERNI;2014-07-19 09:56:27.843;NULL;NULL;Y
75;48009;100047;90003;7052;2600000.000000;MERLIN;2014-07-19 09:56:27.843;NULL;NULL;Y
76;47992;203345;60373;7033;250000.000000;ERNI;2014-07-19 09:56:27.843;NULL;NULL;Y
77;48106;203350;63988;7046;450000.000000;JEFFRY;2014-07-19 09:56:27.843;NULL;NULL;Y
78;48362;203351;61027;7061;83400.000000;JEFFRY;2014-07-19 09:56:27.843;NULL;NULL;Y
79;48362;203351;60685;7061;420.000000;JEFFRY;2014-07-19 09:56:27.843;NULL;NULL;Y
80;48362;203351;61028;7061;870.000000;JEFFRY;2014-07-19 09:56:27.843;NULL;NULL;Y
81;48207;203362;01730;7033;1150000.000000;ERNI;2014-07-19 09:56:27.843;NULL;NULL;Y
82;48632;203366;63767;7033;80000.000000;JEFFRY;2014-07-19 09:56:27.843;NULL;NULL;Y
83;48314;203371;60790;7033;48000.000000;JEFFRY;2014-07-19 09:56:27.843;NULL;NULL;Y
84;48148;203377;63771;7046;95000.000000;JEFFRY;2014-07-19 09:56:27.843;NULL;NULL;Y
85;48148;203377;63153;7046;17500.000000;JEFFRY;2014-07-19 09:56:27.843;NULL;NULL;Y
86;48148;203377;63768;7046;22500.000000;JEFFRY;2014-07-19 09:56:27.843;NULL;NULL;Y
87;48148;203377;63769;7046;30000.000000;JEFFRY;2014-07-19 09:56:27.843;NULL;NULL;Y
88;48148;203377;63770;7046;160000.000000;JEFFRY;2014-07-19 09:56:27.843;NULL;NULL;Y
89;48075;203379;80001;7046;10250.000000;JEFFRY;2014-07-19 09:56:27.843;NULL;NULL;Y
90;49058;203381;01695;7042;27182173.000000;ERNI;2014-07-19 09:56:27.843;NULL;NULL;Y
91;49059;203382;60712;7042;100000.000000;ERNI;2014-07-19 09:56:27.843;NULL;NULL;Y
92;49059;203382;52427;7042;60000.000000;ERNI;2014-07-19 09:56:27.843;NULL;NULL;Y
93;49059;203382;52428;7042;65000.000000;ERNI;2014-07-19 09:56:27.843;NULL;NULL;Y
94;49059;203382;60147;7042;250000.000000;ERNI;2014-07-19 09:56:27.843;NULL;NULL;Y
95;49059;203382;60064;7042;56000.000000;ERNI;2014-07-19 09:56:27.843;NULL;NULL;Y
96;49191;203382;62932;7042;90000.000000;ERNI;2014-07-19 09:56:27.843;NULL;NULL;Y
97;49059;203382;62476;7042;17500.000000;ERNI;2014-07-19 09:56:27.843;NULL;NULL;Y
98;49059;203382;50818;7042;175000.000000;ERNI;2014-07-19 09:56:27.843;NULL;NULL;Y
99;49059;203382;60544;7042;7500.000000;ERNI;2014-07-19 09:56:27.843;NULL;NULL;Y
100;48101;203383;01732;7061;425000.000000;ERNI;2014-07-19 09:56:27.843;NULL;NULL;Y
101;48101;203384;63772;7061;0.000000;ERNI;2014-07-19 09:56:27.843;NULL;NULL;Y
102;48252;203385;01733;7061;3750000.000000;ERNI;2014-07-19 09:56:27.843;NULL;NULL;Y
103;48115;203387;01734;7033;950000.000000;ERNI;2014-07-19 09:56:27.843;NULL;NULL;Y
104;48580;203389;63983;7033C;100000.000000;ERNI;2014-07-19 09:56:27.843;NULL;NULL;Y
105;48074;203390;80001;7029;10250.000000;JEFFRY;2014-07-19 09:56:27.843;NULL;NULL;Y
106;48253;203396;01735;7033;1250000.000000;ERNI;2014-07-19 09:56:27.843;NULL;NULL;Y
107;48095;203401;00231;7033;550000.000000;ERNI;2014-07-19 09:56:27.843;NULL;NULL;Y
108;48312;203403;69915;7033C;825000.000000;JEFFRY;2014-07-19 09:56:27.843;NULL;NULL;Y
109;48288;203403;64404;7033C;50000.000000;JEFFRY;2014-07-19 09:56:27.843;NULL;NULL;Y
110;48297;203404;63492;7033C;143600.000000;ERNI;2014-07-19 09:56:27.843;NULL;NULL;Y
111;49281;203405;63493;7033;792000.000000;ERNI;2014-07-19 09:56:27.843;NULL;NULL;Y
112;48438;203407;01737;7033;6605000.000000;ERNI;2014-07-19 09:56:27.843;NULL;NULL;Y
113;48103;203412;01738;7037;800000.000000;ERNI;2014-07-19 09:56:27.843;NULL;NULL;Y
114;48249;203418;01742;7033;6000000.000000;ERNI;2014-07-19 09:56:27.843;NULL;NULL;Y
115;48334;203424;63495;7046;1070000.000000;JEFFRY;2014-07-19 09:56:27.843;NULL;NULL;Y
116;48335;203424;61729;7046;45000.000000;JEFFRY;2014-07-19 09:56:27.843;NULL;NULL;Y
117;48335;203424;60082;7046;575000.000000;JEFFRY;2014-07-19 09:56:27.843;NULL;NULL;Y
118;48606;203425;01743;7033;22000.000000;ERNI;2014-07-19 09:56:27.843;NULL;NULL;Y
119;48143;203425;64195;7033;2325.000000;JEFFRY;2014-07-19 09:56:27.843;NULL;NULL;Y
120;48211;203426;60714;7033;1000.000000;JEFFRY;2014-07-19 09:56:27.843;NULL;NULL;Y
121;48164;203432;63781;7033C;225000.000000;JEFFRY;2014-07-19 09:56:27.843;NULL;NULL;Y
122;48164;203433;63094;7037;37500.000000;JEFFRY;2014-07-19 09:56:27.843;NULL;NULL;Y
123;48164;203433;66353;7037;22500.000000;JEFFRY;2014-07-19 09:56:27.843;NULL;NULL;Y
124;48164;203434;60139;7046;6500.000000;JEFFRY;2014-07-19 09:56:27.843;NULL;NULL;Y
125;48175;203435;01744;7033;3870500.000000;ERNI;2014-07-19 09:56:27.843;NULL;NULL;Y
126;48362;203436;60151;7061;7230.000000;JEFFRY;2014-07-19 09:56:27.843;NULL;NULL;Y
127;48362;203436;60679;7061;55200.000000;JEFFRY;2014-07-19 09:56:27.843;NULL;NULL;Y
128;48362;203436;60678;7061;33500.000000;JEFFRY;2014-07-19 09:56:27.843;NULL;NULL;Y
129;48362;203436;61029;7061;135.000000;JEFFRY;2014-07-19 09:56:27.843;NULL;NULL;Y
130;48362;203436;63299;7061;4840.000000;JEFFRY;2014-07-19 09:56:27.843;NULL;NULL;Y
131;48362;203436;63001;7061;4280.000000;JEFFRY;2014-07-19 09:56:27.843;NULL;NULL;Y
132;48363;203437;63298;7061;1800.000000;JEFFRY;2014-07-19 09:56:27.843;NULL;NULL;Y
133;48363;203437;63218;7061;5320.000000;JEFFRY;2014-07-19 09:56:27.843;NULL;NULL;Y
134;48363;203437;63297;7061;5320.000000;JEFFRY;2014-07-19 09:56:27.843;NULL;NULL;Y
135;48363;203437;60677;7061;60840.000000;JEFFRY;2014-07-19 09:56:27.843;NULL;NULL;Y
136;48363;203437;61032;7061;300.000000;JEFFRY;2014-07-19 09:56:27.843;NULL;NULL;Y
137;48363;203437;61033;7061;160.000000;JEFFRY;2014-07-19 09:56:27.843;NULL;NULL;Y
138;48363;203438;61020;7061;4600.000000;JEFFRY;2014-07-19 09:56:27.843;NULL;NULL;Y
139;48363;203438;61023;7061;180.000000;JEFFRY;2014-07-19 09:56:27.843;NULL;NULL;Y
140;48363;203438;61055;7061;180.000000;JEFFRY;2014-07-19 09:56:27.843;NULL;NULL;Y
141;48258;203446;63786;7061;700000.000000;JEFFRY;2014-07-19 09:56:27.843;NULL;NULL;Y
142;48258;203446;63787;7061;150000.000000;JEFFRY;2014-07-19 09:56:27.843;NULL;NULL;Y
143;48388;203448;69893;7042;371000.000000;JEFFRY;2014-07-19 09:56:27.843;NULL;NULL;Y
144;48388;203448;63989;7042;955000.000000;JEFFRY;2014-07-19 09:56:27.843;NULL;NULL;Y
145;48273;203454;60207;7062;250000.000000;JEFFRY;2014-07-19 09:56:27.843;NULL;NULL;Y
146;48261;203456;60288;7037;16000.000000;JEFFRY;2014-07-19 09:56:27.843;NULL;NULL;Y
147;48350;203457;63791;7040;254800.000000;MERLIN;2014-07-19 09:56:27.843;NULL;NULL;Y
148;48369;203458;01745;7033;1302083.330000;ERNI;2014-07-19 09:56:27.843;NULL;NULL;Y
149;48173;203460;63398;7046;485000.000000;JEFFRY;2014-07-19 09:56:27.843;NULL;NULL;Y
150;48187;203461;67199;7037;400000.000000;JEFFRY;2014-07-19 09:56:27.843;NULL;NULL;Y
151;48187;203461;63275;7037;700000.000000;JEFFRY;2014-07-19 09:56:27.843;NULL;NULL;Y
152;48187;203461;63569;7037;300000.000000;JEFFRY;2014-07-19 09:56:27.843;NULL;NULL;Y
153;48187;203461;69878;7037;75000.000000;JEFFRY;2014-07-19 09:56:27.843;NULL;NULL;Y
154;48173;203462;60733;7046;40000.000000;JEFFRY;2014-07-19 09:56:27.843;NULL;NULL;Y
155;48261;203465;60353;7033C;90000.000000;JEFFRY;2014-07-19 09:56:27.843;NULL;NULL;Y
156;48506;203468;01747;7033;13000000.000000;ERNI;2014-07-19 09:56:27.843;NULL;NULL;Y
157;48265;203469;65896;7033;0.000000;ERNI;2014-07-19 09:56:27.843;NULL;NULL;Y
158;48265;203469;60213;7033;0.000000;ERNI;2014-07-19 09:56:27.843;NULL;NULL;Y
159;48314;203472;61238;7033C;215000.000000;JEFFRY;2014-07-19 09:56:27.843;NULL;NULL;Y
160;48314;203472;61239;7033C;215000.000000;JEFFRY;2014-07-19 09:56:27.843;NULL;NULL;Y
161;48265;203473;61337;7033C;0.000000;JEFFRY;2014-07-19 09:56:27.843;NULL;NULL;Y
162;48290;203475;01748;7061;4930000.000000;ERNI;2014-07-19 09:56:27.843;NULL;NULL;Y
163;48267;203477;01749;7033;2800000.000000;ERNI;2014-07-19 09:56:27.843;NULL;NULL;Y
164;48305;203478;01750;7033;285000.000000;ERNI;2014-07-19 09:56:27.843;NULL;NULL;Y
165;48306;203479;01751;7033;735000.000000;ERNI;2014-07-19 09:56:27.843;NULL;NULL;Y
166;48307;203480;01752;7033;1600000.000000;ERNI;2014-07-19 09:56:27.843;NULL;NULL;Y
167;50781;203483;01754;7033;4000000.000000;ERNI;2014-07-19 09:56:27.843;NULL;NULL;Y
168;50737;203484;63474;7033;1950000.000000;JEFFRY;2014-07-19 09:56:27.843;NULL;NULL;Y
169;50737;203484;63498;7033;1030000.000000;JEFFRY;2014-07-19 09:56:27.843;NULL;NULL;Y
170;50737;203484;61337;7033;95000.000000;JEFFRY;2014-07-19 09:56:27.843;NULL;NULL;Y
171;50737;203484;60733;7033;75000.000000;JEFFRY;2014-07-19 09:56:27.843;NULL;NULL;Y
172;50737;203484;60213;7033;10000.000000;JEFFRY;2014-07-19 09:56:27.843;NULL;NULL;Y
173;48350;203485;63031;7039;43400.000000;MERLIN;2014-07-19 09:56:27.843;NULL;NULL;Y
174;48350;203485;63030;7039;46200.000000;MERLIN;2014-07-19 09:56:27.843;NULL;NULL;Y
175;48279;100048;52714;7052;1500000.000000;MERLIN;2014-07-19 09:56:27.843;NULL;NULL;Y
176;48345;203491;63594;7062;45500.000000;MERLIN;2014-07-19 09:56:27.843;NULL;NULL;Y
177;48345;203491;63596;7062;32981.000000;MERLIN;2014-07-19 09:56:27.843;NULL;NULL;Y
178;48251;203492;63061;7033;15000.000000;JEFFRY;2014-07-19 09:56:27.843;NULL;NULL;Y
179;48336;203494;63987;7037;680000.000000;JEFFRY;2014-07-19 09:56:27.843;NULL;NULL;Y
180;48911;203497;60064;7033;60000.000000;ERNI;2014-07-19 09:56:27.843;NULL;NULL;Y
181;48481;203500;01755;7033;8000000.000000;ERNI;2014-07-19 09:56:27.843;NULL;NULL;Y
182;48355;203501;62094;7046;1400.000000;JEFFRY;2014-07-19 09:56:27.843;NULL;NULL;Y
183;48355;203501;63175;7046;2000.000000;JEFFRY;2014-07-19 09:56:27.843;NULL;NULL;Y
184;48355;203501;64508;7046;8000.000000;JEFFRY;2014-07-19 09:56:27.843;NULL;NULL;Y
185;48356;203502;61754;7046;6578000.000000;ERNI;2014-07-19 09:56:27.843;NULL;NULL;Y
186;48280;100049;90705;7052;300000.000000;MERLIN;2014-07-19 09:56:27.843;NULL;NULL;Y
187;48440;203503;60967;7033C;2770.000000;JEFFRY;2014-07-19 09:56:27.843;NULL;NULL;Y
188;48317;203504;01726;7048;4000000.000000;ERNI;2014-07-19 09:56:27.843;NULL;NULL;Y
189;48387;203505;63803;7033;1515000.000000;JEFFRY;2014-07-19 09:56:27.843;NULL;NULL;Y
190;48342;203507;61620;7033;475000.000000;ERNI;2014-07-19 09:56:27.843;NULL;NULL;Y
191;48378;203509;63814;7046;60000.000000;JEFFRY;2014-07-19 09:56:27.843;NULL;NULL;Y
192;48355;203512;63815;7042;169000.000000;JEFFRY;2014-07-19 09:56:27.843;NULL;NULL;Y
193;48355;203512;63816;7042;205000.000000;JEFFRY;2014-07-19 09:56:27.843;NULL;NULL;Y
194;48355;203512;63817;7042;30000.000000;JEFFRY;2014-07-19 09:56:27.843;NULL;NULL;Y
195;48355;203512;63818;7042;55000.000000;JEFFRY;2014-07-19 09:56:27.843;NULL;NULL;Y
196;48440;203513;63819;7033C;0.000000;JEFFRY;2014-07-19 09:56:27.843;NULL;NULL;Y
197;48440;203516;62129;7033C;995.000000;JEFFRY;2014-07-19 09:56:27.843;NULL;NULL;Y
198;48336;203518;63064;7044;300000.000000;JEFFRY;2014-07-19 09:56:27.843;NULL;NULL;Y
199;48349;203520;63820;7046;385000.000000;JEFFRY;2014-07-19 09:56:27.843;NULL;NULL;Y
200;48170;203523;01757;7033;2860000.000000;ERNI;2014-07-19 09:56:27.843;NULL;NULL;Y
201;48414;203525;61343;7033C;60.000000;JEFFRY;2014-07-19 09:56:27.843;NULL;NULL;Y
202;48414;203525;61344;7033C;60.000000;JEFFRY;2014-07-19 09:56:27.843;NULL;NULL;Y
203;48414;203525;64353;7033C;95.000000;JEFFRY;2014-07-19 09:56:27.843;NULL;NULL;Y
204;48414;203525;64354;7033C;95.000000;JEFFRY;2014-07-19 09:56:27.843;NULL;NULL;Y
205;48540;203528;61768;7037;400000.000000;JEFFRY;2014-07-19 09:56:27.843;NULL;NULL;Y
206;48381;203529;62860;7042;23500.000000;MERLIN;2014-07-19 09:56:27.843;NULL;NULL;Y
207;48178;203530;01758;7033C;1375000.000000;JEFFRY;2014-07-19 09:56:27.843;NULL;NULL;Y
208;48374;203531;63496;7033;950000.000000;ERNI;2014-07-19 09:56:27.843;NULL;NULL;Y
209;48463;203532;60064;7033;56000.000000;JEFFRY;2014-07-19 09:56:27.843;NULL;NULL;Y
210;48362;203534;69959;7046;2452000.000000;JEFFRY;2014-07-19 09:56:27.843;NULL;NULL;Y
211;48413;203539;63823;7044;555000.000000;JEFFRY;2014-07-19 09:56:27.843;NULL;NULL;Y
212;48413;203539;63824;7044;675000.000000;JEFFRY;2014-07-19 09:56:27.843;NULL;NULL;Y
213;48413;203539;63825;7044;75000.000000;JEFFRY;2014-07-19 09:56:27.843;NULL;NULL;Y
214;48413;203539;63826;7044;355000.000000;JEFFRY;2014-07-19 09:56:27.843;NULL;NULL;Y
215;48177;203540;01760;7044;7250000.000000;JEFFRY;2014-07-19 09:56:27.843;NULL;NULL;Y
216;44382;203543;63836;7033;325000.000000;ERNI;2014-07-19 09:56:27.843;NULL;NULL;Y
217;48471;203544;63838;7033;1640000.000000;JEFFRY;2014-07-19 09:56:27.843;NULL;NULL;Y
218;48471;203544;63925;7033;2050000.000000;JEFFRY;2014-07-19 09:56:27.843;NULL;NULL;Y
219;48471;203544;63843;7033;700000.000000;JEFFRY;2014-07-19 09:56:27.843;NULL;NULL;Y
220;48471;203544;63844;7033;975000.000000;JEFFRY;2014-07-19 09:56:27.843;NULL;NULL;Y
221;48176;203548;62702;7033;1850000.000000;ERNI;2014-07-19 09:56:27.843;NULL;NULL;Y
222;48367;203549;63846;7033;1720000.000000;ERNI;2014-07-19 09:56:27.843;NULL;NULL;Y
223;48179;203550;63847;7033;675000.000000;ERNI;2014-07-19 09:56:27.843;NULL;NULL;Y
224;48179;203550;63848;7033;650000.000000;ERNI;2014-07-19 09:56:27.843;NULL;NULL;Y
225;48439;203551;63857;7033C;1020.000000;JEFFRY;2014-07-19 09:56:27.843;NULL;NULL;Y
226;48439;203551;63858;7033C;134.900000;JEFFRY;2014-07-19 09:56:27.843;NULL;NULL;Y
227;48439;203551;63859;7033C;228.000000;JEFFRY;2014-07-19 09:56:27.843;NULL;NULL;Y
228;48439;203551;63860;7033C;195.000000;JEFFRY;2014-07-19 09:56:27.843;NULL;NULL;Y
229;48439;203551;63861;7033C;298.000000;JEFFRY;2014-07-19 09:56:27.843;NULL;NULL;Y
230;48439;203551;63862;7033C;46.450000;JEFFRY;2014-07-19 09:56:27.843;NULL;NULL;Y
231;48570;203553;01762;7033;765000.000000;ERNI;2014-07-19 09:56:27.843;NULL;NULL;Y
232;48367;203554;63805;7033;1005000.000000;ERNI;2014-07-19 09:56:27.843;NULL;NULL;Y
233;48543;203555;01763;7033C;2300000.000000;JEFFRY;2014-07-19 09:56:27.843;NULL;NULL;Y
234;48543;203555;01764;7033C;1500000.000000;JEFFRY;2014-07-19 09:56:27.843;NULL;NULL;Y
235;48543;203555;01765;7033C;1500000.000000;JEFFRY;2014-07-19 09:56:27.843;NULL;NULL;Y
236;48373;100050;99969;7052;175000.000000;MERLIN;2014-07-19 09:56:27.843;NULL;NULL;Y
237;48373;100051;99970;7052;155000.000000;MERLIN;2014-07-19 09:56:27.843;NULL;NULL;Y
238;48406;203557;90097;7046;125000.000000;MERLIN;2014-07-19 09:56:27.843;NULL;NULL;Y
239;48392;203559;60712;7033;450000.000000;ERNI;2014-07-19 09:56:27.843;NULL;NULL;Y
240;48389;203561;63601;7046;1238960.000000;MERLIN;2014-07-19 09:56:27.843;NULL;NULL;Y
241;48411;203563;01578;7048;1390000.000000;ERNI;2014-07-19 09:56:27.843;NULL;NULL;Y
242;48437;203564;51222;7033;335000.000000;JEFFRY;2014-07-19 09:56:27.843;NULL;NULL;Y
243;48437;203564;50015;7033;125000.000000;JEFFRY;2014-07-19 09:56:27.843;NULL;NULL;Y
244;48435;203565;60522;7046;15000.000000;JEFFRY;2014-07-19 09:56:27.843;NULL;NULL;Y
245;48525;203567;01767;7046;1012500.000000;MERLIN;2014-07-19 09:56:27.843;NULL;NULL;Y
246;48407;203569;61771;7046;625000.000000;MERLIN;2014-07-19 09:56:27.843;NULL;NULL;Y
247;48403;203570;63292;7061;45000.000000;ERNI;2014-07-19 09:56:27.843;NULL;NULL;Y
248;48437;203571;50818;7061;335000.000000;JEFFRY;2014-07-19 09:56:27.843;NULL;NULL;Y
249;48437;203571;51223;7061;18000.000000;JEFFRY;2014-07-19 09:56:27.843;NULL;NULL;Y
250;48192;203574;91082;7048;22500.000000;JEFFRY;2014-07-19 09:56:27.843;NULL;NULL;Y
251;48192;203574;52427;7048;75000.000000;JEFFRY;2014-07-19 09:56:27.843;NULL;NULL;Y
252;48192;203574;52428;7048;70000.000000;JEFFRY;2014-07-19 09:56:27.843;NULL;NULL;Y
253;48192;203574;60064;7048;56000.000000;JEFFRY;2014-07-19 09:56:27.843;NULL;NULL;Y
254;48192;203574;52378;7048;60000.000000;JEFFRY;2014-07-19 09:56:27.843;NULL;NULL;Y
255;48192;203574;62661;7048;75000.000000;JEFFRY;2014-07-19 09:56:27.843;NULL;NULL;Y
256;48192;203574;64152;7048;20000.000000;JEFFRY;2014-07-19 09:56:27.843;NULL;NULL;Y
257;48192;203574;60602;7048;75000.000000;JEFFRY;2014-07-19 09:56:27.843;NULL;NULL;Y
258;48193;203575;63856;7048;55000.000000;JEFFRY;2014-07-19 09:56:27.843;NULL;NULL;Y
259;48193;203575;63668;7048;24500.000000;JEFFRY;2014-07-19 09:56:27.843;NULL;NULL;Y
260;48193;203575;63380;7048;25000.000000;JEFFRY;2014-07-19 09:56:27.843;NULL;NULL;Y
261;48193;203575;63864;7048;23000.000000;JEFFRY;2014-07-19 09:56:27.843;NULL;NULL;Y
262;48193;203575;50459;7048;75000.000000;JEFFRY;2014-07-19 09:56:27.843;NULL;NULL;Y
263;48193;203575;50015;7048;90000.000000;JEFFRY;2014-07-19 09:56:27.843;NULL;NULL;Y
264;48193;203575;60545;7048;13000.000000;JEFFRY;2014-07-19 09:56:27.843;NULL;NULL;Y
265;48193;203575;63865;7048;75000.000000;JEFFRY;2014-07-19 09:56:27.843;NULL;NULL;Y
