Id;GroupCode;AccountingCode;Major;Grouping
653;"7032 ";"3040 ";B;"2.3.2    "
654;"7032 ";"3001 ";B;"2.3.2    "
655;"7032 ";"3004 ";B;"2.3.2    "
656;"7032 ";"3034 ";B;"2.3.2    "
657;"7032 ";"3214 ";B;"2.3.2    "
658;"7032 ";"3109 ";B;"2.3.2    "
659;"7032 ";"5002 ";B;"2.3.2    "
660;"7032 ";"3068 ";B;"2.3.2    "
661;"7033 ";"2023 ";B;"2.3.2    "
662;"7033 ";"2000 ";B;"2.3.2    "
663;"7033 ";"3018 ";B;"2.3.2    "
664;"7033 ";"3019 ";B;"2.3.2    "
665;"7033 ";"3127 ";B;"2.3.2    "
666;"7033 ";"3130 ";B;"2.3.2    "
667;"7033 ";"3155 ";B;"2.3.2    "
668;"7033 ";"3132 ";B;"2.3.2    "
669;"7033 ";"3129 ";B;"2.3.2    "
670;"7033 ";"3128 ";B;"2.3.2    "
671;"7033 ";"3144 ";B;"2.3.2    "
672;"7033 ";"3150 ";B;"2.3.2    "
673;"7033 ";"3054 ";B;"2.3.2    "
674;"7033 ";"3050 ";B;"2.3.2    "
675;"7033 ";"5002 ";B;"2.3.2    "
676;"7060 ";"3200 ";B;"2.3.2    "
677;"7060 ";"3201 ";B;"2.3.2    "
678;"7060 ";"3202 ";B;"2.3.2    "
679;"7060 ";"3206 ";B;"2.3.2    "
680;"7060 ";"3207 ";B;"2.3.2    "
681;"7060 ";"3213 ";B;"2.3.2    "
682;"7060 ";"3203 ";B;"2.3.2    "
683;"7060 ";"3210 ";B;"2.3.2    "
684;"7060 ";"3204 ";B;"2.3.2    "
685;"7060 ";"3015 ";B;"2.3.2    "
686;"7060 ";"3041 ";B;"2.3.2    "
687;"7060 ";"3043 ";B;"2.3.2    "
688;"7060 ";"3047 ";B;"2.3.2    "
689;"7060 ";"3048 ";B;"2.3.2    "
690;"7060 ";"3050 ";B;"2.3.2    "
691;"7060 ";"3054 ";B;"2.3.2    "
692;"7060 ";"3060 ";B;"2.3.2    "
693;"7060 ";"3062 ";B;"2.3.2    "
694;"7060 ";"3063 ";B;"2.3.2    "
695;"7060 ";"3069 ";B;"2.3.2    "
696;"7060 ";"3070 ";B;"2.3.2    "
697;"7060 ";"3072 ";B;"2.3.2    "
698;"7060 ";"3075 ";B;"2.3.2    "
699;"7060 ";"3080 ";B;"2.3.2    "
700;"7060 ";"3040 ";B;"2.3.2    "
1277;7030;3139;B;"2.3.2    "
1280;7038;3139;B;"2.3.2    "
1281;7040;3139;B;"2.3.2    "
1282;7042;3139;B;"2.3.2    "
1283;7044;3139;B;"2.3.2    "
1284;7046;3139;B;"2.3.2    "
1285;7062;3139;B;"2.3.2    "
1286;7064;3139;B;"2.3.2    "
1287;7066;3139;B;"2.3.2    "
1288;7029;3140;B;"2.3.2    "
1289;7031;3140;B;"2.3.2    "
1290;7033;3140;B;"2.3.2    "
1291;7037;3140;B;"2.3.2    "
1292;7039;3140;B;"2.3.2    "
1293;7061;3140;B;"2.3.2    "
1294;7065;3140;B;"2.3.2    "
1295;7063;3140;B;"2.3.2    "
736;"7056 ";"5002 ";B;"2.3.2    "
737;"7056 ";"3037 ";B;"2.3.2    "
738;"7056 ";"3005 ";B;"2.3.2    "
739;"7056 ";"3061 ";B;"2.3.2    "
740;"7056 ";"3109 ";B;"2.3.2    "
741;"7056 ";"3034 ";B;"2.3.2    "
742;"7056 ";"3004 ";B;"2.3.2    "
743;"7056 ";"3001 ";B;"2.3.2    "
744;"7056 ";"3040 ";B;"2.3.2    "
745;"7056 ";"3080 ";B;"2.3.2    "
746;"7056 ";"3075 ";B;"2.3.2    "
747;"7056 ";"3072 ";B;"2.3.2    "
748;"7056 ";"3070 ";B;"2.3.2    "
749;"7056 ";"3069 ";B;"2.3.2    "
750;"7056 ";"3211 ";B;"2.3.2    "
751;"7056 ";"3063 ";B;"2.3.2    "
752;"7056 ";"3062 ";B;"2.3.2    "
753;"7056 ";"3060 ";B;"2.3.2    "
754;"7056 ";"3054 ";B;"2.3.2    "
755;"7056 ";"3048 ";B;"2.3.2    "
756;"7056 ";"3047 ";B;"2.3.2    "
757;"7056 ";"3043 ";B;"2.3.2    "
758;"7056 ";"3041 ";B;"2.3.2    "
759;"7056 ";"3015 ";B;"2.3.2    "
760;"7056 ";"3201 ";B;"2.3.2    "
761;"7056 ";"3204 ";B;"2.3.2    "
762;"7056 ";"3210 ";B;"2.3.2    "
763;"7056 ";"3203 ";B;"2.3.2    "
764;"7056 ";"3213 ";B;"2.3.2    "
765;"7056 ";"3207 ";B;"2.3.2    "
766;"7056 ";"3206 ";B;"2.3.2    "
767;"7056 ";"3205 ";B;"2.3.2    "
768;"7056 ";"3202 ";B;"2.3.2    "
769;"7056 ";"3200 ";B;"2.3.2    "
770;"7054 ";"3200 ";B;"2.3.2    "
771;"7054 ";"3201 ";B;"2.3.2    "
772;"7054 ";"3202 ";B;"2.3.2    "
773;"7054 ";"3205 ";B;"2.3.2    "
774;"7054 ";"3206 ";B;"2.3.2    "
775;"7054 ";"3207 ";B;"2.3.2    "
776;"7054 ";"3213 ";B;"2.3.2    "
777;"7054 ";"3203 ";B;"2.3.2    "
778;"7054 ";"3210 ";B;"2.3.2    "
779;"7054 ";"3204 ";B;"2.3.2    "
780;"7054 ";"3015 ";B;"2.3.2    "
781;"7054 ";"3041 ";B;"2.3.2    "
782;"7054 ";"3043 ";B;"2.3.2    "
783;"7054 ";"3047 ";B;"2.3.2    "
784;"7054 ";"3048 ";B;"2.3.2    "
785;"7054 ";"3060 ";B;"2.3.2    "
786;"7054 ";"3054 ";B;"2.3.2    "
787;"7054 ";"3062 ";B;"2.3.2    "
788;"7054 ";"3063 ";B;"2.3.2    "
789;"7054 ";"3211 ";B;"2.3.2    "
790;"7054 ";"3069 ";B;"2.3.2    "
791;"7054 ";"3070 ";B;"2.3.2    "
792;"7054 ";"3072 ";B;"2.3.2    "
793;"7054 ";"3075 ";B;"2.3.2    "
794;"7054 ";"3080 ";B;"2.3.2    "
795;"7054 ";"3040 ";B;"2.3.2    "
796;"7054 ";"3001 ";B;"2.3.2    "
797;"7054 ";"3004 ";B;"2.3.2    "
798;"7054 ";"3034 ";B;"2.3.2    "
799;"7054 ";"3109 ";B;"2.3.2    "
800;"7054 ";"3061 ";B;"2.3.2    "
801;"7054 ";"3005 ";B;"2.3.2    "
802;"7054 ";"3037 ";B;"2.3.2    "
803;"7054 ";"5002 ";B;"2.3.2    "
804;"7052 ";"3200 ";B;"2.3.2    "
805;"7052 ";"3201 ";B;"2.3.2    "
806;"7052 ";"3202 ";B;"2.3.2    "
807;"7052 ";"3205 ";B;"2.3.2    "
808;"7052 ";"3206 ";B;"2.3.2    "
809;"7052 ";"3207 ";B;"2.3.2    "
810;"7052 ";"3213 ";B;"2.3.2    "
811;"7052 ";"3210 ";B;"2.3.2    "
812;"7052 ";"3204 ";B;"2.3.2    "
813;"7052 ";"3015 ";B;"2.3.2    "
814;"7052 ";"3041 ";B;"2.3.2    "
815;"7052 ";"3043 ";B;"2.3.2    "
816;"7052 ";"3047 ";B;"2.3.2    "
817;"7052 ";"3048 ";B;"2.3.2    "
818;"7052 ";"3054 ";B;"2.3.2    "
819;"7052 ";"3060 ";B;"2.3.2    "
820;"7052 ";"3062 ";B;"2.3.2    "
821;"7052 ";"3063 ";B;"2.3.2    "
822;"7052 ";"3211 ";B;"2.3.2    "
823;"7052 ";"3069 ";B;"2.3.2    "
824;"7052 ";"3070 ";B;"2.3.2    "
825;"7052 ";"3072 ";B;"2.3.2    "
826;"7052 ";"3075 ";B;"2.3.2    "
827;"7052 ";"3080 ";B;"2.3.2    "
828;"7052 ";"3040 ";B;"2.3.2    "
829;"7052 ";"3068 ";B;"2.3.2    "
830;"7052 ";"3001 ";B;"2.3.2    "
831;"7052 ";"3004 ";B;"2.3.2    "
832;"7052 ";"3034 ";B;"2.3.2    "
833;"7052 ";"3109 ";B;"2.3.2    "
834;"7052 ";"3061 ";B;"2.3.2    "
835;"7052 ";"3006 ";B;"2.3.2    "
836;"7052 ";"3005 ";B;"2.3.2    "
837;"7052 ";"3216 ";B;"2.3.2    "
838;"7052 ";"5002 ";B;"2.3.2    "
839;"7050 ";"3054 ";B;"2.3.2    "
840;"7050 ";"3060 ";B;"2.3.2    "
841;"7050 ";"3062 ";B;"2.3.2    "
842;"7050 ";"3063 ";B;"2.3.2    "
843;"7050 ";"3211 ";B;"2.3.2    "
844;"7050 ";"3069 ";B;"2.3.2    "
845;"7050 ";"3070 ";B;"2.3.2    "
846;"7050 ";"3072 ";B;"2.3.2    "
847;"7050 ";"3075 ";B;"2.3.2    "
848;"7050 ";"3080 ";B;"2.3.2    "
849;"7050 ";"3040 ";B;"2.3.2    "
850;"7050 ";"3001 ";B;"2.3.2    "
851;"7050 ";"3004 ";B;"2.3.2    "
852;"7050 ";"3034 ";B;"2.3.2    "
853;"7050 ";"3109 ";B;"2.3.2    "
854;"7050 ";"3214 ";B;"2.3.2    "
855;"7050 ";"3216 ";B;"2.3.2    "
856;"7050 ";"5002 ";B;"2.3.2    "
857;"7050 ";"3201 ";B;"2.3.2    "
858;"7050 ";"3202 ";B;"2.3.2    "
859;"7050 ";"3205 ";B;"2.3.2    "
860;"7050 ";"3206 ";B;"2.3.2    "
861;"7050 ";"3207 ";B;"2.3.2    "
862;"7050 ";"3213 ";B;"2.3.2    "
863;"7050 ";"3203 ";B;"2.3.2    "
864;"7050 ";"3210 ";B;"2.3.2    "
865;"7050 ";"3204 ";B;"2.3.2    "
866;"7050 ";"3015 ";B;"2.3.2    "
867;"7050 ";"3041 ";B;"2.3.2    "
868;"7050 ";"3043 ";B;"2.3.2    "
869;"7050 ";"3047 ";B;"2.3.2    "
870;"7050 ";"3048 ";B;"2.3.2    "
871;"7050 ";"3050 ";B;"2.3.2    "
872;"7048 ";"3054 ";B;"2.3.2    "
873;"7048 ";"3060 ";B;"2.3.2    "
874;"7048 ";"3062 ";B;"2.3.2    "
875;"7048 ";"3063 ";B;"2.3.2    "
876;"7048 ";"3211 ";B;"2.3.2    "
877;"7048 ";"3069 ";B;"2.3.2    "
878;"7048 ";"3070 ";B;"2.3.2    "
879;"7048 ";"3072 ";B;"2.3.2    "
880;"7048 ";"3075 ";B;"2.3.2    "
881;"7048 ";"3080 ";B;"2.3.2    "
882;"7048 ";"3040 ";B;"2.3.2    "
883;"7048 ";"3001 ";B;"2.3.2    "
884;"7048 ";"3004 ";B;"2.3.2    "
885;"7048 ";"3034 ";B;"2.3.2    "
886;"7048 ";"3109 ";B;"2.3.2    "
887;"7048 ";"3214 ";B;"2.3.2    "
888;"7048 ";"3216 ";B;"2.3.2    "
889;"7048 ";"5002 ";B;"2.3.2    "
890;"7048 ";"3201 ";B;"2.3.2    "
891;"7048 ";"3202 ";B;"2.3.2    "
892;"7048 ";"3205 ";B;"2.3.2    "
893;"7048 ";"3206 ";B;"2.3.2    "
894;"7048 ";"3207 ";B;"2.3.2    "
895;"7048 ";"3213 ";B;"2.3.2    "
896;"7048 ";"3203 ";B;"2.3.2    "
897;"7048 ";"3210 ";B;"2.3.2    "
898;"7048 ";"3204 ";B;"2.3.2    "
899;"7048 ";"3015 ";B;"2.3.2    "
900;"7048 ";"3036 ";B;"2.3.2    "
901;"7048 ";"3041 ";B;"2.3.2    "
902;"7048 ";"3043 ";B;"2.3.2    "
903;"7048 ";"3047 ";B;"2.3.2    "
904;"7048 ";"3048 ";B;"2.3.2    "
905;"7048 ";"3050 ";B;"2.3.2    "
906;"7036 ";"3060 ";B;"2.3.2    "
907;"7036 ";"3062 ";B;"2.3.2    "
908;"7036 ";"3063 ";B;"2.3.2    "
909;"7036 ";"3069 ";B;"2.3.2    "
910;"7036 ";"3070 ";B;"2.3.2    "
911;"7036 ";"3072 ";B;"2.3.2    "
912;"7036 ";"3075 ";B;"2.3.2    "
913;"7036 ";"3080 ";B;"2.3.2    "
914;"7036 ";"3040 ";B;"2.3.2    "
915;"7036 ";"3001 ";B;"2.3.2    "
916;"7036 ";"3004 ";B;"2.3.2    "
917;"7036 ";"3034 ";B;"2.3.2    "
918;"7036 ";"3109 ";B;"2.3.2    "
919;"7036 ";"3214 ";B;"2.3.2    "
920;"7036 ";"5002 ";B;"2.3.2    "
921;"7036 ";"3201 ";B;"2.3.2    "
922;"7036 ";"3202 ";B;"2.3.2    "
923;"7036 ";"3205 ";B;"2.3.2    "
924;"7036 ";"3206 ";B;"2.3.2    "
925;"7036 ";"3207 ";B;"2.3.2    "
926;"7036 ";"3213 ";B;"2.3.2    "
927;"7036 ";"3203 ";B;"2.3.2    "
928;"7036 ";"3210 ";B;"2.3.2    "
929;"7036 ";"3204 ";B;"2.3.2    "
930;"7036 ";"3015 ";B;"2.3.2    "
931;"7036 ";"3036 ";B;"2.3.2    "
932;"7036 ";"3041 ";B;"2.3.2    "
933;"7036 ";"3043 ";B;"2.3.2    "
934;"7036 ";"3047 ";B;"2.3.2    "
935;"7036 ";"3048 ";B;"2.3.2    "
936;"7036 ";"3050 ";B;"2.3.2    "
937;"7036 ";"3067 ";B;"2.3.2    "
938;"7034 ";"3001 ";B;"2.3.2    "
939;"7034 ";"3004 ";B;"2.3.2    "
940;"7034 ";"3014 ";B;"2.3.2    "
941;"7034 ";"3015 ";B;"2.3.2    "
942;"7034 ";"3022 ";B;"2.3.2    "
943;"7034 ";"3023 ";B;"2.3.2    "
944;"7034 ";"3034 ";B;"2.3.2    "
945;"7034 ";"3036 ";B;"2.3.2    "
946;"7034 ";"3040 ";B;"2.3.2    "
947;"7034 ";"3041 ";B;"2.3.2    "
948;"7034 ";"3043 ";B;"2.3.2    "
949;"7034 ";"3047 ";B;"2.3.2    "
950;"7034 ";"3048 ";B;"2.3.2    "
951;"7034 ";"3050 ";B;"2.3.2    "
952;"7034 ";"3054 ";B;"2.3.2    "
953;"7034 ";"3060 ";B;"2.3.2    "
954;"7034 ";"3062 ";B;"2.3.2    "
955;"7034 ";"3063 ";B;"2.3.2    "
956;"7034 ";"3068 ";B;"2.3.2    "
957;"7034 ";"3069 ";B;"2.3.2    "
958;"7034 ";"3070 ";B;"2.3.2    "
959;"7034 ";"3072 ";B;"2.3.2    "
960;"7034 ";"3075 ";B;"2.3.2    "
961;"7034 ";"3080 ";B;"2.3.2    "
962;"7034 ";"3109 ";B;"2.3.2    "
963;"7034 ";"3133 ";B;"2.3.2    "
964;"7034 ";"3134 ";B;"2.3.2    "
965;"7034 ";"3135 ";B;"2.3.2    "
966;"7034 ";"3136 ";B;"2.3.2    "
967;"7034 ";"3137 ";B;"2.3.2    "
968;"7034 ";"3138 ";B;"2.3.2    "
969;"7034 ";"3146 ";B;"2.3.2    "
970;"7034 ";"3152 ";B;"2.3.2    "
971;"7062 ";"3214 ";B;"2.3.2    "
972;"7034 ";"5002 ";B;"2.3.2    "
973;"7038 ";"3001 ";B;"2.3.2    "
974;"7038 ";"3004 ";B;"2.3.2    "
975;"7038 ";"3014 ";B;"2.3.2    "
976;"7038 ";"3015 ";B;"2.3.2    "
977;"7038 ";"3022 ";B;"2.3.2    "
978;"7038 ";"3023 ";B;"2.3.2    "
979;"7038 ";"3034 ";B;"2.3.2    "
980;"7038 ";"3036 ";B;"2.3.2    "
981;"7038 ";"3040 ";B;"2.3.2    "
982;"7038 ";"3041 ";B;"2.3.2    "
983;"7038 ";"3043 ";B;"2.3.2    "
984;"7038 ";"3047 ";B;"2.3.2    "
985;"7038 ";"3048 ";B;"2.3.2    "
986;"7038 ";"3050 ";B;"2.3.2    "
987;"7038 ";"3054 ";B;"2.3.2    "
988;"7038 ";"3060 ";B;"2.3.2    "
989;"7038 ";"3062 ";B;"2.3.2    "
990;"7038 ";"3063 ";B;"2.3.2    "
991;"7038 ";"3072 ";B;"2.3.2    "
992;"7038 ";"3075 ";B;"2.3.2    "
993;"7038 ";"3080 ";B;"2.3.2    "
994;"7038 ";"3109 ";B;"2.3.2    "
995;"7038 ";"3133 ";B;"2.3.2    "
996;"7038 ";"3134 ";B;"2.3.2    "
997;"7038 ";"3135 ";B;"2.3.2    "
998;"7038 ";"3136 ";B;"2.3.2    "
999;"7038 ";"3137 ";B;"2.3.2    "
1000;"7038 ";"3138 ";B;"2.3.2    "
1001;"7038 ";"3146 ";B;"2.3.2    "
1002;"7038 ";"3152 ";B;"2.3.2    "
1003;"7038 ";"3214 ";B;"2.3.2    "
1004;"7038 ";"5002 ";B;"2.3.2    "
1005;"7040 ";"3001 ";B;"2.3.2    "
1006;"7040 ";"3004 ";B;"2.3.2    "
1007;"7040 ";"3014 ";B;"2.3.2    "
1008;"7040 ";"3015 ";B;"2.3.2    "
1009;"7040 ";"3022 ";B;"2.3.2    "
1010;"7040 ";"3023 ";B;"2.3.2    "
1011;"7040 ";"3034 ";B;"2.3.2    "
1012;"7040 ";"3036 ";B;"2.3.2    "
1013;"7040 ";"3040 ";B;"2.3.2    "
1014;"7040 ";"3041 ";B;"2.3.2    "
1015;"7040 ";"3043 ";B;"2.3.2    "
1016;"7040 ";"3047 ";B;"2.3.2    "
1017;"7040 ";"3048 ";B;"2.3.2    "
1018;"7040 ";"3050 ";B;"2.3.2    "
1019;"7040 ";"3054 ";B;"2.3.2    "
1020;"7040 ";"3060 ";B;"2.3.2    "
1021;"7040 ";"3062 ";B;"2.3.2    "
1022;"7040 ";"3063 ";B;"2.3.2    "
1023;"7040 ";"3072 ";B;"2.3.2    "
1024;"7040 ";"3075 ";B;"2.3.2    "
1025;"7040 ";"3080 ";B;"2.3.2    "
1026;"7040 ";"3109 ";B;"2.3.2    "
1027;"7040 ";"3133 ";B;"2.3.2    "
1028;"7040 ";"3134 ";B;"2.3.2    "
1029;"7040 ";"3135 ";B;"2.3.2    "
1030;"7040 ";"3136 ";B;"2.3.2    "
1031;"7040 ";"3137 ";B;"2.3.2    "
1032;"7040 ";"3138 ";B;"2.3.2    "
1033;"7040 ";"3146 ";B;"2.3.2    "
1034;"7040 ";"3152 ";B;"2.3.2    "
1035;"7040 ";"3214 ";B;"2.3.2    "
1036;"7040 ";"5002 ";B;"2.3.2    "
1037;"7042 ";"3001 ";B;"2.3.2    "
1038;"7042 ";"3004 ";B;"2.3.2    "
1039;"7042 ";"3014 ";B;"2.3.2    "
1040;"7042 ";"3015 ";B;"2.3.2    "
1041;"7042 ";"3022 ";B;"2.3.2    "
1042;"7042 ";"3023 ";B;"2.3.2    "
1043;"7042 ";"3034 ";B;"2.3.2    "
1044;"7042 ";"3036 ";B;"2.3.2    "
1045;"7042 ";"3040 ";B;"2.3.2    "
1046;"7042 ";"3041 ";B;"2.3.2    "
1047;"7042 ";"3043 ";B;"2.3.2    "
1048;"7042 ";"3047 ";B;"2.3.2    "
1049;"7042 ";"3048 ";B;"2.3.2    "
1050;"7042 ";"3050 ";B;"2.3.2    "
1051;"7042 ";"3054 ";B;"2.3.2    "
1052;"7042 ";"3060 ";B;"2.3.2    "
1053;"7042 ";"3062 ";B;"2.3.2    "
1054;"7042 ";"3063 ";B;"2.3.2    "
1055;"7042 ";"3069 ";B;"2.3.2    "
1056;"7042 ";"3070 ";B;"2.3.2    "
1057;"7042 ";"3072 ";B;"2.3.2    "
1058;"7042 ";"3075 ";B;"2.3.2    "
1059;"7042 ";"3080 ";B;"2.3.2    "
1060;"7042 ";"3109 ";B;"2.3.2    "
1061;"7042 ";"3133 ";B;"2.3.2    "
1062;"7042 ";"3134 ";B;"2.3.2    "
1063;"7042 ";"3135 ";B;"2.3.2    "
1064;"7042 ";"3136 ";B;"2.3.2    "
1065;"7042 ";"3137 ";B;"2.3.2    "
1066;"7042 ";"3138 ";B;"2.3.2    "
1067;"7042 ";"3146 ";B;"2.3.2    "
1068;"7042 ";"3152 ";B;"2.3.2    "
1069;"7042 ";"3214 ";B;"2.3.2    "
1070;"7042 ";"5002 ";B;"2.3.2    "
1071;"7044 ";"3001 ";B;"2.3.2    "
1072;"7044 ";"3004 ";B;"2.3.2    "
1073;"7044 ";"3015 ";B;"2.3.2    "
1074;"7044 ";"3022 ";B;"2.3.2    "
1075;"7044 ";"3023 ";B;"2.3.2    "
1076;"7044 ";"3034 ";B;"2.3.2    "
1077;"7044 ";"3036 ";B;"2.3.2    "
1078;"7044 ";"3040 ";B;"2.3.2    "
1079;"7044 ";"3041 ";B;"2.3.2    "
1080;"7044 ";"3043 ";B;"2.3.2    "
1081;"7044 ";"3047 ";B;"2.3.2    "
1082;"7044 ";"3048 ";B;"2.3.2    "
1083;"7044 ";"3050 ";B;"2.3.2    "
1084;"7044 ";"3054 ";B;"2.3.2    "
1085;"7044 ";"3060 ";B;"2.3.2    "
1086;"7044 ";"3062 ";B;"2.3.2    "
1087;"7044 ";"3063 ";B;"2.3.2    "
1088;"7044 ";"3068 ";B;"2.3.2    "
1089;"7044 ";"3069 ";B;"2.3.2    "
1090;"7044 ";"3070 ";B;"2.3.2    "
1091;"7044 ";"3072 ";B;"2.3.2    "
1092;"7044 ";"3075 ";B;"2.3.2    "
1093;"7044 ";"3080 ";B;"2.3.2    "
1094;"7044 ";"3109 ";B;"2.3.2    "
1095;"7044 ";"3133 ";B;"2.3.2    "
1096;"7044 ";"3134 ";B;"2.3.2    "
1097;"7044 ";"3135 ";B;"2.3.2    "
1098;"7044 ";"3136 ";B;"2.3.2    "
1099;"7044 ";"3137 ";B;"2.3.2    "
1100;"7044 ";"3138 ";B;"2.3.2    "
1101;"7044 ";"3146 ";B;"2.3.2    "
1102;"7044 ";"3152 ";B;"2.3.2    "
1103;"7044 ";"3214 ";B;"2.3.2    "
1104;"7044 ";"5002 ";B;"2.3.2    "
1105;"7046 ";"3001 ";B;"2.3.2    "
1106;"7046 ";"3004 ";B;"2.3.2    "
1107;"7046 ";"3014 ";B;"2.3.2    "
1108;"7046 ";"3015 ";B;"2.3.2    "
1109;"7046 ";"3022 ";B;"2.3.2    "
1110;"7046 ";"3023 ";B;"2.3.2    "
1111;"7046 ";"3034 ";B;"2.3.2    "
1112;"7046 ";"3036 ";B;"2.3.2    "
1113;"7046 ";"3040 ";B;"2.3.2    "
1114;"7046 ";"3041 ";B;"2.3.2    "
1115;"7046 ";"3043 ";B;"2.3.2    "
1116;"7046 ";"3047 ";B;"2.3.2    "
1117;"7046 ";"3048 ";B;"2.3.2    "
1118;"7046 ";"3050 ";B;"2.3.2    "
1119;"7046 ";"3054 ";B;"2.3.2    "
1120;"7046 ";"3060 ";B;"2.3.2    "
1121;"7046 ";"3062 ";B;"2.3.2    "
1122;"7046 ";"3063 ";B;"2.3.2    "
1123;"7046 ";"3069 ";B;"2.3.2    "
1124;"7046 ";"3070 ";B;"2.3.2    "
1125;"7046 ";"3072 ";B;"2.3.2    "
1126;"7046 ";"3075 ";B;"2.3.2    "
1127;"7046 ";"3080 ";B;"2.3.2    "
1128;"7046 ";"3109 ";B;"2.3.2    "
1129;"7046 ";"3133 ";B;"2.3.2    "
1130;"7046 ";"3134 ";B;"2.3.2    "
1131;"7046 ";"3135 ";B;"2.3.2    "
1132;"7046 ";"3136 ";B;"2.3.2    "
1133;"7046 ";"3137 ";B;"2.3.2    "
1134;"7046 ";"3138 ";B;"2.3.2    "
1135;"7046 ";"3146 ";B;"2.3.2    "
1136;"7046 ";"3152 ";B;"2.3.2    "
1137;"7046 ";"3214 ";B;"2.3.2    "
1138;"7046 ";"5002 ";B;"2.3.2    "
1139;"7035 ";"3111 ";B;"2.3.2    "
1140;"7035 ";"3029 ";B;"2.3.2    "
1141;"7035 ";"3112 ";B;"2.3.2    "
1142;"7035 ";"3098 ";B;"2.3.2    "
1143;"7035 ";"3605 ";B;"2.3.2    "
1144;"7035 ";"3068 ";B;"2.3.2    "
1145;"7035 ";"3036 ";B;"2.3.2    "
1146;"7035 ";"3114 ";B;"2.3.2    "
1147;"7035 ";"3218 ";B;"2.3.2    "
1148;"7035 ";"3099 ";B;"2.3.2    "
1149;"7035 ";"5002 ";B;"2.3.2    "
1150;"7037 ";"3018 ";B;"2.3.2    "
1151;"7037 ";"3019 ";B;"2.3.2    "
1152;"7037 ";"3127 ";B;"2.3.2    "
1153;"7037 ";"3130 ";B;"2.3.2    "
1154;"7037 ";"3155 ";B;"2.3.2    "
1155;"7037 ";"3132 ";B;"2.3.2    "
1156;"7037 ";"3129 ";B;"2.3.2    "
1157;"7037 ";"3131 ";B;"2.3.2    "
1158;"7037 ";"3128 ";B;"2.3.2    "
1159;"7037 ";"3144 ";B;"2.3.2    "
1160;"7037 ";"3150 ";B;"2.3.2    "
1161;"7037 ";"3054 ";B;"2.3.2    "
1162;"7037 ";"3050 ";B;"2.3.2    "
1163;"7037 ";"3000 ";B;"2.3.2    "
1164;"7037 ";"5002 ";B;"2.3.2    "
1165;"7039 ";"3018 ";B;"2.3.2    "
1166;"7039 ";"3019 ";B;"2.3.2    "
1167;"7039 ";"3127 ";B;"2.3.2    "
1168;"7039 ";"3130 ";B;"2.3.2    "
1169;"7039 ";"3155 ";B;"2.3.2    "
1170;"7039 ";"3132 ";B;"2.3.2    "
1171;"7039 ";"3129 ";B;"2.3.2    "
1172;"7039 ";"3131 ";B;"2.3.2    "
1173;"7039 ";"3128 ";B;"2.3.2    "
1174;"7039 ";"3150 ";B;"2.3.2    "
1175;"7039 ";"3144 ";B;"2.3.2    "
1176;"7039 ";"3054 ";B;"2.3.2    "
1177;"7039 ";"3050 ";B;"2.3.2    "
1178;"7039 ";"3052 ";B;"2.3.2    "
1179;"7039 ";"3031 ";B;"2.3.2    "
1180;"7039 ";"5002 ";B;"2.3.2    "
1182;7000;1109;B;2.3.2
1188;"1003 ";120;A;1.3.2
1196;7033;3057;B;2.3.2
1191;1013;229;B;1.1.4.1
1194;"1005 ";745;A;1.4.2
1231;7058;3200;B;"2.3.2    "
1232;7058;3208;B;"2.3.2    "
1233;7058;3215;B;"2.3.2    "
1234;7058;3064;B;"2.3.2    "
1235;7058;3071;B;"2.3.2    "
1236;7058;3217;B;"2.3.2    "
1237;7058;3059;B;"2.3.2    "
1238;7058;3219;B;"2.3.2    "
1239;7058;3046;B;"2.3.2    "
1240;7058;3052;B;"2.3.2    "
1241;7058;3054;B;"2.3.2    "
1242;7058;3060;B;"2.3.2    "
1243;7058;3062;B;"2.3.2    "
1244;7058;3063;B;"2.3.2    "
1245;7058;3211;B;"2.3.2    "
1246;7058;3069;B;"2.3.2    "
1247;7058;3070;B;"2.3.2    "
1248;7058;3072;B;"2.3.2    "
1249;7058;3075;B;"2.3.2    "
1250;7058;3080;B;"2.3.2    "
1251;7058;3040;B;"2.3.2    "
1344;7065;3039;B;2.3.2
1348;1018;304;B;2.1.2
1254;7058;3034;B;"2.3.2    "
1255;7058;3109;B;"2.3.2    "
1256;7058;3214;B;"2.3.2    "
1257;7058;3216;B;"2.3.2    "
1259;7058;3201;B;"2.3.2    "
1260;7058;3202;B;"2.3.2    "
1261;7058;3205;B;"2.3.2    "
1262;7058;3206;B;"2.3.2    "
1263;7058;3207;B;"2.3.2    "
1264;7058;3213;B;"2.3.2    "
1265;7058;3203;B;"2.3.2    "
1266;7058;3210;B;"2.3.2    "
1267;7058;3204;B;"2.3.2    "
1268;7058;3015;B;"2.3.2    "
1269;7058;3036;B;"2.3.2    "
1270;7058;3041;B;"2.3.2    "
1271;7058;3043;B;"2.3.2    "
1272;7058;3047;B;"2.3.2    "
1273;7058;3048;B;"2.3.2    "
1274;7058;3050;B;"2.3.2    "
1197;7037;3057;B;2.3.2
1278;7032;3139;B;"2.3.2    "
1296;7048;3220;B;2.3.2
1297;7058;3220;B;2.3.2
