id;prsnumber;productcode;supplier_code;unit_price;top;top_desc;tod;wp;is_selected;created_by;created_date;updated_by;updated_date;is_active
20133;70440012966;59638;877;1300000.000000;Credit;"1 MONTH / AS PER CONTRACT";;1900-01-01;Y;"Erni Ending";"2020-09-29 13:21:55.437";"Erni Ending";"2020-09-29 13:24:17.733";Y
20134;70460013013;68857;355;625000.000000;Credit;"2 WEEKS AFTER THE GOODS RECEIVED BY  PT SPFI";;1900-01-01;Y;"Jeffry Lantang";"2020-09-30 09:40:52.127";"Jeffry Lantang";"2020-09-30 09:43:14.480";Y
20135;70460013009;60257;285;75000.000000;Credit;"2 WEEKS AFTER THE GOODS RECEIVED BY PT SPFI";;1900-01-01;Y;"Jeffry Lantang";"2020-09-30 09:53:25.040";"Jeffry Lantang";"2020-09-30 09:54:46.693";Y
20136;70460013009;60767;285;45000.000000;Credit;"2 WEEKS AFTER THE GOODS RECEIVED BY PT SPFI";;1900-01-01;Y;"Jeffry Lantang";"2020-09-30 09:53:39.347";"Jeffry Lantang";"2020-09-30 09:54:46.693";Y
20137;70460013008;69052;545;3840000.000000;Cash;"CASH / TRANSFER";;1900-01-01;Y;"Jeffry Lantang";"2020-09-30 10:07:16.550";"Jeffry Lantang";"2020-09-30 10:16:18.807";Y
20138;70460013008;63228;545;6200000.000000;Cash;"CASH / TRANSFER";;1900-01-01;Y;"Jeffry Lantang";"2020-09-30 10:07:32.873";"Jeffry Lantang";"2020-09-30 10:16:18.807";Y
20139;70460013016;02878;423;18000000.000000;Credit;"2 MINGGU SETELAH SELESAI PEKERJAAN";;1900-01-01;Y;"Erni Ending";"2020-09-30 14:08:06.340";"Erni Ending";"2020-09-30 14:18:42.493";Y
20140;70460013014;62852;173;195000.000000;Credit;"2 WEEKS AFTER RECEIVED THE GOODS";;1900-01-01;Y;"Erni Ending";"2020-09-30 14:54:18.353";"Erni Ending";"2020-09-30 14:56:38.153";Y
20141;70460013014;62647;173;47500.000000;Credit;"2 WEEKS AFTER RECEIVED THE GOODS";;1900-01-01;Y;"Erni Ending";"2020-09-30 14:55:53.117";"Erni Ending";"2020-09-30 14:56:38.153";Y
20142;70460013018;02356;173;2500000.000000;Credit;"1 MONTH AFTER THE GOODS RECEIVED BY PT SPFI";;1900-01-01;Y;"Jeffry Lantang";"2020-10-01 10:34:49.667";"Jeffry Lantang";"2020-10-01 10:38:34.630";Y
20143;70320013017;51789;867;18000.000000;Credit;"SETELAH INVOICE DITERIMA DENGAN BAIK DI PT SPFI";;1900-01-01;Y;"Jeffry Lantang";"2020-10-01 11:08:28.167";"Jeffry Lantang";"2020-10-01 11:09:16.297";Y
20144;70460013000;67438;642;5530000.000000;Credit;"2 WEEKS AFTER THE GOODS RECEIVED BY PT SPFI";;1900-01-01;Y;"Jeffry Lantang";"2020-10-01 11:27:33.227";"Jeffry Lantang";"2020-10-01 11:28:46.843";Y
20145;70460013014;62592;233;22500.000000;Credit;"1 MONTH AFTER RECEIVED THE GOODS";;1900-01-01;Y;"Erni Ending";"2020-10-01 14:24:17.673";"Erni Ending";"2020-10-01 14:26:24.233";Y
20146;70460013014;61250;542;307500.000000;Cash;"PO CASH";;1900-01-01;Y;"Erni Ending";"2020-10-01 14:24:29.970";"Erni Ending";"2020-10-01 14:25:08.660";Y
20147;70460013014;65911;542;NULL;NULL;NULL;NULL;NULL;NULL;"Erni Ending";"2020-10-01 14:24:41.013";NULL;NULL;Y
20148;70460013014;65911;233;35000.000000;Credit;"1 MONTH AFTER RECEIVED THE GOODS";;1900-01-01;Y;"Erni Ending";"2020-10-01 14:25:36.110";"Erni Ending";"2020-10-01 14:26:24.233";Y
20149;70420013024;10120;745;1.770000;Cash;"30 DAYS AFTER DELIVERY";;1900-01-01;Y;"Erni Ending";"2020-10-02 15:48:05.210";"Erni Ending";"2020-10-06 11:28:52.603";Y
20150;70440012996;90663;335;75000.000000;Credit;"2 WEEKS AFTER RECEIVED THE GOODS";;1900-01-01;Y;"Erni Ending";"2020-10-05 11:15:18.860";"Erni Ending";"2020-10-05 11:15:50.190";Y
20151;70420013023;55400;619;26500.000000;Credit;"30 DAYS AFTER DELIVERY";;1900-01-01;Y;"Erni Ending";"2020-10-05 13:57:01.753";"Erni Ending";"2020-10-05 13:58:49.610";Y
20152;70420013021;30587;781;2400.000000;Credit;"1 MONTH AFTER RECEIVED THE GOODS";;1900-01-01;Y;"Erni Ending";"2020-10-05 13:57:15.243";"Erni Ending";"2020-10-05 13:59:35.170";Y
20153;70420013021;30331;781;2400.000000;Credit;"1 MONTH AFTER RECEIVED THE GOODS";;1900-01-01;Y;"Erni Ending";"2020-10-05 13:57:26.070";"Erni Ending";"2020-10-05 13:59:35.170";Y
20154;70420013021;31522;781;3625.000000;Credit;"1 MONTH AFTER RECEIVED THE GOODS";;1900-01-01;Y;"Erni Ending";"2020-10-05 13:57:36.537";"Erni Ending";"2020-10-05 13:59:35.170";Y
20155;70420013020;21058;538;.164500;Credit;"TT 90 DAYS AFTER B/L DATE";;1900-01-01;Y;"Erni Ending";"2020-10-05 13:58:00.830";"Erni Ending";"2020-10-05 14:29:44.553";Y
20156;70420013020;21300;538;.164500;Credit;"TT 90 DAYS AFTER B/L DATE";;1900-01-01;Y;"Erni Ending";"2020-10-05 13:58:13.270";"Erni Ending";"2020-10-05 14:27:57.013";Y
20157;70420013020;21300;873;.168000;Credit;"TT 90 DAYS AFTER B/L DATE";;1900-01-01;Y;"Erni Ending";"2020-10-05 14:35:41.693";"Erni Ending";"2020-10-06 09:40:00.520";Y
20158;70420013020;21058;873;.168000;Credit;"TT 90 DAYS AFTER B/L DATE";;1900-01-01;Y;"Erni Ending";"2020-10-05 14:36:06.060";"Erni Ending";"2020-10-06 09:39:50.700";Y
20159;70460013009;68963;878;NULL;NULL;NULL;NULL;NULL;NULL;"Jeffry Lantang";"2020-10-05 14:42:51.593";"Jeffry Lantang";"2020-10-06 15:24:17.273";N
20160;70420013022;43120;781;175.000000;Credit;"1 MONTH AFTER RECEIVED THE GOODS";;1900-01-01;Y;"Erni Ending";"2020-10-06 08:59:00.427";"Erni Ending";"2020-10-06 09:00:22.317";Y
20161;70420013022;30588;781;175.000000;Credit;"1 MONTH AFTER RECEIVED THE GOODS";;1900-01-01;Y;"Erni Ending";"2020-10-06 08:59:17.893";"Erni Ending";"2020-10-06 09:00:22.317";Y
20162;70460013026;64472;351;35000.000000;Credit;"1 MONTH AFTER THE GOODS RECEIVED BY PT SPFI";;1900-01-01;Y;"Jeffry Lantang";"2020-10-06 08:59:31.107";"Jeffry Lantang";"2020-10-06 09:03:25.403";Y
20163;70420013022;40611;781;175.000000;Credit;"1 MONTH AFTER RECEIVED THE GOODS";;1900-01-01;Y;"Erni Ending";"2020-10-06 08:59:37.037";"Erni Ending";"2020-10-06 09:00:22.317";Y
20164;70460013032;61669;351;53000.000000;Credit;"1 MONTH AFTER THE GOODS RECEIVED BY PT SPFI";;1900-01-01;Y;"Jeffry Lantang";"2020-10-06 09:00:30.637";"Jeffry Lantang";"2020-10-06 09:03:25.403";Y
20165;70460013014;61250;173;375000.000000;Credit;"2 WEEKS AFTER RECEIVED THE GOODS";;1900-01-01;Y;"Erni Ending";"2020-10-06 13:23:36.447";"Erni Ending";"2020-10-06 13:25:12.883";Y
20166;70460012990;02234;346;1250000.000000;Credit;"1 MONTH AFTER THE GOODS RECEIVED BY PT SPFI";;1900-01-01;Y;"Jeffry Lantang";"2020-10-06 14:25:26.180";"Jeffry Lantang";"2020-10-06 14:26:03.180";Y
20167;70460012979;65239;146;9700000.000000;Credit;"100% TRANSFER SEBELUM BARANG DIKIRIM";;1900-01-01;Y;"Jeffry Lantang";"2020-10-06 14:36:31.620";"Jeffry Lantang";"2020-10-06 14:38:12.797";Y
20168;70460013009;68963;285;6165000.000000;Credit;"1 WEEK AFTER THE GOODS RECEIVED BY PT SPFI";;1900-01-01;Y;"Jeffry Lantang";"2020-10-06 15:24:36.750";"Jeffry Lantang";"2020-10-06 15:26:51.100";Y
20169;70420013019;42120;410;185.000000;Credit;"1 MONTH AFTER RECEIVED THE GOODS";;1900-01-01;Y;"Erni Ending";"2020-10-07 11:40:22.497";"Erni Ending";"2020-10-07 11:43:28.487";Y
20170;70460012943;02877;346;7400000.000000;Credit;"1 MONTH AFTER THE GOODS RECEIVED BY PT SPFI";;1900-01-01;Y;"Jeffry Lantang";"2020-10-07 13:09:06.480";"Jeffry Lantang";"2020-10-07 13:09:42.617";Y
20171;70460013034;80001;516;5800.000000;Credit;"7 HARI STELAH PENGIRIMAN";;1900-01-01;Y;"Jeffry Lantang";"2020-10-07 13:25:19.130";"Jeffry Lantang";"2020-10-07 13:27:01.757";Y
20172;70420013029;60733;471;75000.000000;Credit;"2 WEEKS AFTER THE GOODS RECEIVED BY PT SPFI";;1900-01-01;Y;"Jeffry Lantang";"2020-10-07 13:37:44.393";"Jeffry Lantang";"2022-12-21 13:40:49.710";N
20173;70420013035;62012;471;12500.000000;Credit;"2 WEEKS AFTER THE GOODS RECEIVED BY PT SPFI";;1900-01-01;Y;"Jeffry Lantang";"2020-10-07 13:38:40.647";"Jeffry Lantang";"2020-10-07 13:41:14.347";Y
20174;70420013035;60522;471;12500.000000;Credit;"2 WEEKS AFTER THE GOODS RECEIVED BY PT SPFI";;1900-01-01;Y;"Jeffry Lantang";"2020-10-07 13:39:01.140";"Jeffry Lantang";"2020-10-07 13:41:14.347";Y
20175;70420013035;61337;471;120000.000000;Credit;"2 WEEKS AFTER THE GOODS RECEIVED BY PT SPFI";;1900-01-01;Y;"Jeffry Lantang";"2020-10-07 13:39:15.460";"Jeffry Lantang";"2020-10-07 13:41:14.347";Y
20176;70420013030;95071;471;5000.000000;Credit;"2 WEEKS AFTER THE GOODS RECEIVED BY PT SPFI";;1900-01-01;Y;"Jeffry Lantang";"2020-10-07 13:41:34.140";"Jeffry Lantang";"2020-10-07 13:41:58.970";Y
20177;70460013040;52152;78;175000.000000;Credit;"2 WEEKS AFTER RECEIVED THE GOODS";;1900-01-01;Y;"Erni Ending";"2020-10-07 14:07:51.070";"Erni Ending";"2020-10-07 14:09:24.133";Y
20178;70460013040;50996;78;12000.000000;Credit;"2 WEEKS AFTER RECEIVED THE GOODS";;1900-01-01;Y;"Erni Ending";"2020-10-07 14:08:04.193";"Erni Ending";"2020-10-07 14:09:24.133";Y
20179;70420013012;10002;854;1.050000;Credit;"30 DAYS AFTER B/L DATE";;1900-01-01;Y;"Erni Ending";"2020-10-07 15:16:40.857";"Erni Ending";"2020-10-07 15:17:31.797";Y
20180;70440013041;56003;233;60000.000000;Credit;"1 MONTH AFTER RECEIVED THE GOODS";;1900-01-01;Y;"Erni Ending";"2020-10-07 16:00:32.400";"Erni Ending";"2020-10-07 16:01:29.480";Y
20181;70440013041;50881;233;5000.000000;Credit;"1 MONTH AFTER RECEIVED THE GOODS";;1900-01-01;Y;"Erni Ending";"2020-10-07 16:00:43.943";"Erni Ending";"2020-10-07 16:01:29.480";Y
20182;70460012973;67420;543;5604000.000000;Credit;"30 HARI SETELAH BARANG DAN INVOICE DITERIMA DENGAN BAIK DI PT SPFI";;1900-01-01;Y;"Jeffry Lantang";"2020-10-08 10:06:01.040";"Jeffry Lantang";"2020-10-08 10:31:06.797";Y
20183;70460012973;67417;543;1687000.000000;Credit;"30 HARI SETELAH BARANG DAN INVOICE DITERIMA DENGAN BAIK DI PT SPFI";;1900-01-01;Y;"Jeffry Lantang";"2020-10-08 10:06:36.203";"Jeffry Lantang";"2020-10-08 10:31:06.797";Y
20184;70460012973;67425;543;726000.000000;Credit;"30 HARI SETELAH BARANG DAN INVOICE DITERIMA DENGAN BAIK DI PT SPFI";;1900-01-01;Y;"Jeffry Lantang";"2020-10-08 10:07:10.917";"Jeffry Lantang";"2020-10-08 10:31:06.797";Y
20185;70460012973;67423;543;1194000.000000;Credit;"30 HARI SETELAH BARANG DAN INVOICE DITERIMA DENGAN BAIK DI PT SPFI";;1900-01-01;Y;"Jeffry Lantang";"2020-10-08 10:07:33.347";"Jeffry Lantang";"2020-10-08 10:31:06.797";Y
20186;70460012973;67419;543;1064000.000000;Credit;"30 HARI SETELAH BARANG DAN INVOICE DITERIMA DENGAN BAIK DI PT SPFI";;1900-01-01;Y;"Jeffry Lantang";"2020-10-08 10:07:58.823";"Jeffry Lantang";"2020-10-08 10:31:06.797";Y
20187;70460012973;67422;543;1743000.000000;Credit;"30 HARI SETELAH BARANG DAN INVOICE DITERIMA DENGAN BAIK DI PT SPFI";;1900-01-01;Y;"Jeffry Lantang";"2020-10-08 10:08:22.323";"Jeffry Lantang";"2020-10-08 10:31:06.797";Y
20188;70460012973;67418;543;578000.000000;Credit;"30 HARI SETELAH BARANG DAN INVOICE DITERIMA DENGAN BAIK DI PT SPFI";;1900-01-01;Y;"Jeffry Lantang";"2020-10-08 10:08:43.317";"Jeffry Lantang";"2020-10-08 10:31:06.797";Y
20189;70460012974;67426;543;2322000.000000;Credit;"30 HARI SETELAH BARANG DAN INVOICE DITERIMA DENGAN BAIK DI PT SPFI";;1900-01-01;Y;"Jeffry Lantang";"2020-10-08 10:09:20.880";"Jeffry Lantang";"2020-10-08 10:50:31.503";Y
20190;70460012974;67427;543;761000.000000;Credit;"30 HARI SETELAH BARANG DAN INVOICE DITERIMA DENGAN BAIK DI PT SPFI";;1900-01-01;Y;"Jeffry Lantang";"2020-10-08 10:43:03.950";"Jeffry Lantang";"2020-10-08 10:50:31.503";Y
20191;70460012974;67428;543;796000.000000;Credit;"30 HARI SETELAH BARANG DAN INVOICE DITERIMA DENGAN BAIK DI PT SPFI";;1900-01-01;Y;"Jeffry Lantang";"2020-10-08 10:43:33.680";"Jeffry Lantang";"2020-10-08 10:50:31.503";Y
20192;70460012974;67431;543;198000.000000;Credit;"30 HARI SETELAH BARANG DAN INVOICE DITERIMA DENGAN BAIK DI PT SPFI";;1900-01-01;Y;"Jeffry Lantang";"2020-10-08 10:44:11.620";"Jeffry Lantang";"2020-10-08 10:50:31.503";Y
20193;70460012974;67432;543;454000.000000;Credit;"30 HARI SETELAH BARANG DAN INVOICE DITERIMA DENGAN BAIK DI PT SPFI";;1900-01-01;Y;"Jeffry Lantang";"2020-10-08 10:44:28.543";"Jeffry Lantang";"2020-10-08 10:50:31.503";Y
20194;70460012974;67430;543;737000.000000;Credit;"30 HARI SETELAH BARANG DAN INVOICE DITERIMA DENGAN BAIK DI PT SPFI";;1900-01-01;Y;"Jeffry Lantang";"2020-10-08 10:44:42.223";"Jeffry Lantang";"2020-10-08 10:50:31.503";Y
20195;70460012974;67433;543;610000.000000;Credit;"30 HARI SETELAH BARANG DAN INVOICE DITERIMA DENGAN BAIK DI PT SPFI";;1900-01-01;Y;"Jeffry Lantang";"2020-10-08 10:44:58.250";"Jeffry Lantang";"2020-10-08 10:50:31.503";Y
20196;70460012981;67434;543;2709000.000000;Credit;"30 HARI SETELAH BARANG DAN INVOICE DITERIMA DENGAN BAIK DI PT SPFI";;1900-01-01;Y;"Jeffry Lantang";"2020-10-08 10:51:04.673";"Jeffry Lantang";"2020-10-08 10:51:40.187";Y
20197;70460013028;65751;257;8500000.000000;Credit;"AFTER RECEIVED INVOICE AND PARTS BY PT SPFI";;1900-01-01;Y;"Jeffry Lantang";"2020-10-08 14:11:23.450";"Jeffry Lantang";"2020-10-08 14:16:33.593";Y
20198;70440013043;10014;789;24000.000000;Credit;"1 WEEK AFTER RECEIVED THE GOODS";;1900-01-01;Y;"Erni Ending";"2020-10-08 15:27:34.210";"Erni Ending";"2020-10-08 15:31:29.967";Y
20199;70440013043;10016;789;27000.000000;Cash;"1 WEEK AFTER RECEIVED THE GOODS";;1900-01-01;Y;"Erni Ending";"2020-10-08 15:27:45.680";"Erni Ending";"2020-10-08 15:31:29.967";Y
20200;70440013043;10018;789;36000.000000;Cash;"1 WEEK AFTER RECEIVED THE GOODS";;1900-01-01;Y;"Erni Ending";"2020-10-08 15:28:01.947";"Erni Ending";"2020-10-08 15:31:29.967";Y
20201;70440013043;10022;789;26000.000000;Cash;"1 WEEK AFTER RECEIVED THE GOODS";;1900-01-01;Y;"Erni Ending";"2020-10-08 15:28:14.143";"Erni Ending";"2020-10-08 15:31:29.967";Y
20202;70440013043;10021;789;.000000;Cash;;;1900-01-01;N;"Erni Ending";"2020-10-08 15:28:27.703";"Erni Ending";"2020-10-08 15:31:29.967";Y
20203;70440013043;10027;789;24000.000000;Credit;"1 WEEK AFTER RECEIVED THE GOODS";;1900-01-01;Y;"Erni Ending";"2020-10-08 15:28:41.900";"Erni Ending";"2020-10-08 17:08:23.467";Y
20204;70440013043;10015;789;33000.000000;Cash;"1 WEEK AFTER RECEIVED THE GOODS";;1900-01-01;Y;"Erni Ending";"2020-10-08 15:28:53.893";"Erni Ending";"2020-10-08 17:10:56.053";Y
20205;70440013043;10026;789;17500.000000;Credit;"1 WEEK AFTER RECEIVED THE GOODS";;1900-01-01;Y;"Erni Ending";"2020-10-08 15:29:08.097";"Erni Ending";"2020-10-08 17:08:23.467";Y
20206;70440013043;10019;789;14000.000000;Cash;"1 WEEK AFTER RECEIVED THE GOODS";;1900-01-01;Y;"Erni Ending";"2020-10-08 15:29:20.807";"Erni Ending";"2020-10-08 15:31:29.967";Y
20207;70440013043;10037;789;40000.000000;Cash;"1 WEEK AFTER RECEIVED THE GOODS";;1900-01-01;Y;"Erni Ending";"2020-10-08 15:29:32.673";"Erni Ending";"2020-10-08 15:31:29.967";Y
20208;70460013003;60827;16;897000.000000;Credit;"14 DAYS,NET";;1900-01-01;Y;"Jeffry Lantang";"2020-10-09 10:12:38.043";"Jeffry Lantang";"2020-10-09 10:13:39.737";Y
20209;70320013048;10116;480;28000.000000;Credit;"2 WEEKS AFTER RECEIVED THE GOODS";;1900-01-01;Y;"Erni Ending";"2020-10-09 14:14:03.430";"Erni Ending";"2020-10-09 14:14:33.187";Y
20210;70460012838;02310;020;3051975.000000;Credit;"SETELAH INVOICE DITERIMA DENGAN BAIK DI PT SPFI";;1900-01-01;Y;"Jeffry Lantang";"2020-10-12 09:47:35.830";"Jeffry Lantang";"2020-10-14 14:36:02.313";Y
20211;70460012991;00733;020;4364850.000000;Credit;"SETELAH INVOICE DITERIMA DENGAN BAIK DI PT SPFI";;1900-01-01;Y;"Jeffry Lantang";"2020-10-12 10:20:40.403";"Jeffry Lantang";"2020-10-12 10:21:32.790";Y
20212;70460013049;61122;472;970000.000000;Credit;"1 MONTH AFTER THE GOODS RECEIVED BY PT SPFI";;1900-01-01;Y;"Jeffry Lantang";"2020-10-12 11:22:26.230";"Jeffry Lantang";"2020-10-12 11:24:28.530";Y
20213;70320013050;10013;480;39000.000000;Credit;"2 WEEKS AFTER RECEIVED THE GOODS";;1900-01-01;Y;"Erni Ending";"2020-10-12 11:24:50.747";"Erni Ending";"2020-10-12 11:25:31.260";Y
20214;70460013010;50078;637;1270000.000000;Cash;"SETELAH BATU BARA DITERIMA DENGAN BAIK DI PT SPFI";;1900-01-01;Y;"Jeffry Lantang";"2020-10-12 11:35:03.550";"Jeffry Lantang";"2020-10-12 11:36:54.173";Y
20215;70440013033;91027;768;60000.000000;Cash;"CASH ON DELIVERY";;1900-01-01;Y;"Erni Ending";"2020-10-12 11:42:18.990";"Erni Ending";"2020-10-12 11:44:09.500";Y
20216;70440013052;51220;717;1782.000000;Credit;"30 DAYS AFTER DELIVERY";;1900-01-01;Y;"Erni Ending";"2020-10-13 13:18:06.740";"Erni Ending";"2020-10-13 13:18:44.490";Y
20217;70440013027;66658;471;375000.000000;Credit;"2 WEEKS AFTER THE GOODS RECEIVED BY PT SPFI";;1900-01-01;Y;"Jeffry Lantang";"2020-10-13 15:25:41.907";"Jeffry Lantang";"2020-10-13 15:26:44.350";Y
20218;70420013045;10004;108;4500.000000;Cash;"CASH BEFORE DELIVERY";;1900-01-01;Y;"Erni Ending";"2020-10-14 09:08:53.143";"Erni Ending";"2020-10-14 09:11:00.867";Y
20219;70420013042;20059;264;.154000;Credit;"1 MONTH AFTER RECEIVED THE GOODS";;1900-01-01;Y;"Erni Ending";"2020-10-14 09:30:20.153";"Erni Ending";"2020-10-14 09:34:02.920";Y
20220;70420013042;20058;264;.154000;Credit;"1 MONTH AFTER RECEIVED THE GOODS";;1900-01-01;Y;"Erni Ending";"2020-10-14 09:30:34.503";"Erni Ending";"2020-10-14 09:34:18.847";Y
20221;70460013053;69827;55;7720000.000000;Credit;"DP 50% SISA SETELAH BARANG DITEIMA DENGAN BAIK DI PT SPFI";;1900-01-01;Y;"Jeffry Lantang";"2020-10-14 09:46:33.290";"Jeffry Lantang";"2020-10-14 09:48:19.747";Y
20222;70460013056;62454;471;100000.000000;Credit;"2 WEEKS AFTER THE GOODS RECEIVED BY PT SPFI";;1900-01-01;Y;"Jeffry Lantang";"2020-10-14 09:54:29.210";"Jeffry Lantang";"2020-10-14 09:55:54.883";Y
20223;70630013047;01833;020;731000.000000;Credit;"SETELAH INVOICE DITERIMA DENGAN BAIK DI PT SPFI";;1900-01-01;Y;"Jeffry Lantang";"2020-10-14 10:06:07.830";"Jeffry Lantang";"2020-10-14 10:24:27.230";N
20224;70460013025;61611;357;550.000000;Cash;"CASH / TRANSFER";;1900-01-01;Y;"Jeffry Lantang";"2020-10-14 10:27:10.223";"Jeffry Lantang";"2020-10-14 10:28:05.997";Y
20225;70630013058;01101;020;731000.000000;Credit;"SETELAH INVOICE DI TERIMA DENGAN BAIK DI PT SPFI";;1900-01-01;Y;"Jeffry Lantang";"2020-10-14 13:04:02.780";"Jeffry Lantang";"2020-10-14 13:05:02.153";Y
20226;70420013029;60790;639;56000.000000;Credit;"SETELAH BARANG DITERIMA DENGAN BAIK DI PT SPFI";;1900-01-01;Y;"Jeffry Lantang";"2020-10-14 14:02:45.497";"Jeffry Lantang";"2020-10-14 14:07:38.357";Y
20227;70420013044;66298;639;550000.000000;Credit;"SETELAH BARANG DITERIMA DENGAN BAUIK DI PT SPFI";;1900-01-01;Y;"Jeffry Lantang";"2020-10-14 14:03:04.487";"Jeffry Lantang";"2020-10-14 14:06:58.250";Y
20228;70460013054;02438;020;17062950.000000;Credit;"SETELAH INVOICE DITERIMA DENGAN BAIK DI PT SPFI";;1900-01-01;Y;"Jeffry Lantang";"2020-10-14 14:54:03.657";"Jeffry Lantang";"2020-10-14 15:24:21.350";Y
20229;70460013061;50078;637;1270000.000000;Credit;"SETELAH BATU BARA DITERIMA DENGAN BAIK DI PT SPFI";;1900-01-01;Y;"Jeffry Lantang";"2020-10-16 10:30:26.047";"Jeffry Lantang";"2020-10-16 10:32:35.480";Y
20230;70420013062;42157;410;200.000000;Credit;"1 MONTH AFTER RECEIVED THE GOODS";;1900-01-01;Y;"Erni Ending";"2020-10-19 11:06:35.143";"Erni Ending";"2020-10-19 11:08:14.380";Y
20231;70420013066;50620;173;590000.000000;Credit;"2 WEEKS AFTER RECEIVED THE GOODS";;1900-01-01;Y;"Erni Ending";"2020-10-19 11:45:23.430";"Erni Ending";"2020-10-19 11:46:28.627";Y
20232;70420013066;50217;173;550000.000000;Cash;"1 MONTH AFTER RECEIVED THE GOODS";;1900-01-01;Y;"Erni Ending";"2020-10-19 11:45:35.480";"Erni Ending";"2020-10-19 11:46:28.627";Y
20233;70420013066;50217;233;550000.000000;Credit;"1 MONTH AFTER RECEIVED THE GOODS";;1900-01-01;Y;"Erni Ending";"2020-10-19 11:48:42.327";"Erni Ending";"2020-10-19 11:49:19.303";Y
20234;70460013068;61421;173;600000.000000;Credit;"2 WEEKS AFTER RECEIVED THE GOODS";;1900-01-01;Y;"Erni Ending";"2020-10-20 09:54:55.167";"Erni Ending";"2020-10-20 09:55:57.920";Y
20235;70460013068;51330;173;400000.000000;Credit;"2 WEEKS AFTER RECEIVED THE GOODS";;1900-01-01;Y;"Erni Ending";"2020-10-20 09:55:10.517";"Erni Ending";"2020-10-20 09:55:57.920";Y
20236;70320013070;10116;480;28000.000000;Credit;"2 WEEKS AFTER RECEIVED THE GOODS";;1900-01-01;Y;"Erni Ending";"2020-10-20 10:05:42.190";"Erni Ending";"2020-10-20 10:06:05.113";Y
20237;70420013072;10023;480;13750.000000;Credit;"2 WEEKS AFTER RECEIVED THE GOODS";;1900-01-01;Y;"Erni Ending";"2020-10-20 16:10:34.340";"Erni Ending";"2020-10-20 16:11:01.740";Y
20238;70420013071;10023;325;10600.000000;Cash;"CASH BEFORE DELIVERY";;1900-01-01;Y;"Erni Ending";"2020-10-20 16:51:28.110";"Erni Ending";"2020-10-20 16:51:57.097";Y
20239;70440013079;56003;233;60000.000000;Credit;"1 MONTH AFTER RECEIVED THE GOODS";;1900-01-01;Y;"Erni Ending";"2020-10-22 11:45:56.577";"Erni Ending";"2020-10-22 11:46:31.867";Y
20240;70460013065;62588;437;382500.000000;Cash;"CASH / TRANSFER";;1900-01-01;Y;"Jeffry Lantang";"2020-10-22 13:08:32.730";"Jeffry Lantang";"2020-10-22 13:10:08.723";Y
20241;70460013065;60069;437;40336.300000;Cash;"CASH / TRANSFER";;1900-01-01;Y;"Jeffry Lantang";"2020-10-22 13:08:45.870";"Jeffry Lantang";"2020-10-22 13:10:08.723";Y
20242;70460013065;51226;437;12865.400000;Cash;"CASH / TRANSFER";;1900-01-01;Y;"Jeffry Lantang";"2020-10-22 13:09:03.217";"Jeffry Lantang";"2020-10-22 13:10:08.723";Y
20243;70460013065;60318;351;65000.000000;Credit;"1 MONTH AFTER THE GOODS RECEIVED BY PT SPFI";;1900-01-01;Y;"Jeffry Lantang";"2020-10-22 13:16:49.453";"Jeffry Lantang";"2020-10-22 13:17:59.173";Y
20244;70460013065;62906;351;35000.000000;Credit;"1 MONTH AFTER THE GOODS RECEIVED BY PT SPFI";;1900-01-01;Y;"Jeffry Lantang";"2020-10-22 13:17:03.167";"Jeffry Lantang";"2020-10-22 13:17:59.173";Y
20245;70420013074;63051;390;185000.000000;Cash;"CASH / TRANSFER";;1900-01-01;Y;"Jeffry Lantang";"2020-10-22 13:21:24.223";"Jeffry Lantang";"2023-10-10 16:53:39.467";N
20246;70440013077;10035;574;36705.882000;Cash;"PO CASH";;1900-01-01;Y;"Erni Ending";"2020-10-22 14:26:17.873";"Erni Ending";"2020-10-22 14:31:24.237";Y
20247;70440013077;10016;574;37500.000000;Cash;"PO CASH";;1900-01-01;Y;"Erni Ending";"2020-10-22 14:26:30.127";"Erni Ending";"2020-10-22 14:31:24.237";Y
20248;70440013077;10014;574;25000.000000;Cash;"PO CASH";;1900-01-01;Y;"Erni Ending";"2020-10-22 14:26:41.363";"Erni Ending";"2020-10-22 14:31:24.237";Y
20249;70440013077;10032;574;16129.032000;Cash;"PO CASH";;1900-01-01;Y;"Erni Ending";"2020-10-22 14:26:53.160";"Erni Ending";"2020-10-22 14:31:24.237";Y
20250;70440013077;10068;574;13000.000000;Cash;"PO CASH";;1900-01-01;Y;"Erni Ending";"2020-10-22 14:27:05.500";"Erni Ending";"2020-10-22 14:31:24.237";Y
20251;70440013077;10066;574;13261.538000;Cash;"PO CASH";;1900-01-01;Y;"Erni Ending";"2020-10-22 14:27:18.510";"Erni Ending";"2020-10-22 14:31:24.237";Y
20252;70440013077;10015;574;40000.000000;Cash;"PO CASH";;1900-01-01;Y;"Erni Ending";"2020-10-22 14:27:32.800";"Erni Ending";"2020-10-22 14:31:24.237";Y
20253;70440013077;10033;574;38000.000000;Cash;"PO CASH";;1900-01-01;Y;"Erni Ending";"2020-10-22 14:27:44.000";"Erni Ending";"2020-10-22 14:31:24.237";Y
20254;70440013077;10031;574;20000.000000;Cash;"PO CASH";;1900-01-01;Y;"Erni Ending";"2020-10-22 14:27:55.430";"Erni Ending";"2020-10-22 14:31:24.237";Y
