id;prsnumber;productcode;supplier_code;unit_price;top;top_desc;tod;wp;is_selected;created_by;created_date;updated_by;updated_date;is_active
1;203211;64160;92;17500.000000;CREDIT;"1 Month after the goods received by PT Sinar";NULL;NULL;Y;SYS;"2014-07-19 09:50:34.813";NULL;NULL;Y
2;203211;64161;92;22500.000000;CREDIT;"1 Month after the goods received by PT Sinar";NULL;NULL;Y;SYS;"2014-07-19 09:50:34.813";NULL;NULL;Y
3;203211;61853;92;37500.000000;CREDIT;"1 Month after the goods received by PT Sinar";NULL;NULL;Y;SYS;"2014-07-19 09:50:34.813";NULL;NULL;Y
4;203211;64163;92;37500.000000;CREDIT;"1 Month after the goods received by PT Sinar";NULL;NULL;Y;SYS;"2014-07-19 09:50:34.813";NULL;NULL;Y
5;203211;60362;92;15000.000000;CREDIT;"1 Month after the goods received by PT Sinar";NULL;NULL;Y;SYS;"2014-07-19 09:50:34.813";NULL;NULL;Y
6;203219;62015;92;710000.000000;CREDIT;"1 Month after the goods received by PT Sinar";NULL;NULL;Y;SYS;"2014-07-19 09:50:34.813";NULL;NULL;Y
7;203222;00574;120;1229000.000000;CASH;"CASH / CAAD";NULL;NULL;Y;SYS;"2014-07-19 09:50:34.813";NULL;NULL;Y
8;203225;01705;49;1041666.670000;CREDIT;"2 Weeks after the goods received by PT SInar";NULL;NULL;Y;SYS;"2014-07-19 09:50:34.813";NULL;NULL;Y
9;203228;60831;16;277.000000;CREDIT;"SEGERA SETELAH SELESAI DIKERJAKAN";NULL;NULL;Y;SYS;"2014-07-19 09:50:34.813";NULL;NULL;Y
10;203228;60830;16;81.000000;CREDIT;"SEGERA SETELAH SELESAI DIKERJAKAN";NULL;NULL;Y;SYS;"2014-07-19 09:50:34.813";NULL;NULL;Y
11;203228;60827;16;42.000000;CREDIT;"SEGERA SETELAH SELESAI DIKERJAKAN";NULL;NULL;Y;SYS;"2014-07-19 09:50:34.813";NULL;NULL;Y
12;203228;61785;16;103.000000;CREDIT;"SEGERA SETELAH SELESAI DIKERJAKAN";NULL;NULL;Y;SYS;"2014-07-19 09:50:34.813";NULL;NULL;Y
13;203228;62305;16;56.000000;CREDIT;"SEGERA SETELAH SELESAI DIKERJAKAN";NULL;NULL;Y;SYS;"2014-07-19 09:50:34.813";NULL;NULL;Y
14;203228;62311;16;111.000000;CREDIT;"SEGERA SETELAH SELESAI DIKERJAKAN";NULL;NULL;Y;SYS;"2014-07-19 09:50:34.813";NULL;NULL;Y
15;203228;63471;16;3.000000;CREDIT;"SEGERA SETELAH SELESAI DIKERJAKAN";NULL;NULL;Y;SYS;"2014-07-19 09:50:34.813";NULL;NULL;Y
16;203231;64181;92;22500.000000;CREDIT;"1 Month after the goods received by PT Sinar";NULL;NULL;Y;SYS;"2014-07-19 09:50:34.813";NULL;NULL;Y
17;203231;64182;92;37500.000000;CREDIT;"1 Month after the goods received by PT Sinar";NULL;NULL;Y;SYS;"2014-07-19 09:50:34.813";NULL;NULL;Y
18;203231;64183;92;22500.000000;CREDIT;"1 Month after the goods received by PT Sinar";NULL;NULL;Y;SYS;"2014-07-19 09:50:34.813";NULL;NULL;Y
19;203231;64184;92;22500.000000;CREDIT;"1 Month after the goods received by PT Sinar";NULL;NULL;Y;SYS;"2014-07-19 09:50:34.813";NULL;NULL;Y
20;203235;51222;233;335000.000000;CREDIT;"1 Month after the goods received by PT Sinar";NULL;NULL;Y;SYS;"2014-07-19 09:50:34.813";NULL;NULL;Y
21;203235;50015;233;125000.000000;CREDIT;"1 Month after the goods received by PT Sinar";NULL;NULL;Y;SYS;"2014-07-19 09:50:34.813";NULL;NULL;Y
22;203235;60544;233;12500.000000;CREDIT;"1 Month after the goods received by PT Sinar";NULL;NULL;Y;SYS;"2014-07-19 09:50:34.813";NULL;NULL;Y
23;203235;61008;233;20000.000000;CREDIT;"1 Month after the goods received by PT Sinar";NULL;NULL;Y;SYS;"2014-07-19 09:50:34.813";NULL;NULL;Y
24;203242;64123;92;135000.000000;CREDIT;"1 Month after the goods received by PT Sinar";NULL;NULL;Y;SYS;"2014-07-19 09:50:34.813";NULL;NULL;Y
25;203242;60691;92;390000.000000;CREDIT;"1 Month after the goods received by PT Sinar";NULL;NULL;Y;SYS;"2014-07-19 09:50:34.813";NULL;NULL;Y
26;203248;69768;224;850000.000000;CREDIT;"1 Month after the goods received by PT Sinar";NULL;NULL;Y;SYS;"2014-07-19 09:50:34.813";NULL;NULL;Y
27;203251;62847;38;8000000.000000;CASH;"CASH SETELAH TERIMA BARANG";NULL;NULL;Y;SYS;"2014-07-19 09:50:34.813";NULL;NULL;Y
28;203253;62419;16;174.000000;CREDIT;"SEGERA SETELAH SELESAI DIKERJAKAN";NULL;NULL;Y;SYS;"2014-07-19 09:50:34.813";NULL;NULL;Y
29;203255;63094;92;27500.000000;CREDIT;"1 Month after the goods received by PT Sinar";NULL;NULL;Y;SYS;"2014-07-19 09:50:34.813";NULL;NULL;Y
30;203258;61064;183;85.250000;CASH;"CASH IN ADVANCE";NULL;NULL;Y;SYS;"2014-07-19 09:50:34.813";NULL;NULL;Y
31;203258;61070;183;85.250000;CASH;"CASH IN ADVANCE";NULL;NULL;Y;SYS;"2014-07-19 09:50:34.813";NULL;NULL;Y
32;203260;91140;477;2195000.000000;CASH;"PO CASH / CAAD";NULL;NULL;Y;SYS;"2014-07-19 09:50:34.813";NULL;NULL;Y
33;203264;91141;266;3674000.000000;CASH;CASH;NULL;NULL;Y;SYS;"2014-07-19 09:50:34.813";NULL;NULL;Y
34;203267;61609;92;6500.000000;CREDIT;"1 Month after the goods received by PT Sinar";NULL;NULL;Y;SYS;"2014-07-19 09:50:34.813";NULL;NULL;Y
35;203281;90886;451;25000.000000;CREDIT;"2 weeks after the goods received by PT.SPFI";NULL;NULL;Y;SYS;"2014-07-19 09:50:34.813";NULL;NULL;Y
36;203283;63154;92;130000.000000;CREDIT;"1 Month after the goods received by PT Sinar";NULL;NULL;Y;SYS;"2014-07-19 09:50:34.813";NULL;NULL;Y
37;203283;62534;233;25000.000000;CREDIT;"1 Month after the goods received by PT Sinar";NULL;NULL;Y;SYS;"2014-07-19 09:50:34.813";NULL;NULL;Y
38;203283;50007;233;335000.000000;CREDIT;"1 Month after the goods received by PT Sinar";NULL;NULL;Y;SYS;"2014-07-19 09:50:34.813";NULL;NULL;Y
39;203283;50015;233;125000.000000;CREDIT;"1 Month after the goods received by PT Sinar";NULL;NULL;Y;SYS;"2014-07-19 09:50:34.813";NULL;NULL;Y
40;203283;60545;233;12500.000000;CREDIT;"1 Month after the goods received by PT Sinar";NULL;NULL;Y;SYS;"2014-07-19 09:50:34.813";NULL;NULL;Y
41;203297;50078;493;940000.000000;CREDIT;"3 WORKING DAYS AFTER THE GOODS RECD BY PT. SPFI";NULL;NULL;Y;SYS;"2014-07-19 09:50:34.813";NULL;NULL;Y
42;203308;63455;257;750000.000000;CASH;" CASH SETELAH TERIMA BARANG";NULL;NULL;Y;SYS;"2014-07-19 09:50:34.813";NULL;NULL;Y
43;203319;60942;92;85000.000000;CREDIT;"1 Month after the goods received by PT Sinar";NULL;NULL;Y;SYS;"2014-07-19 09:50:34.813";NULL;NULL;Y
44;203320;63740;533;279306.950000;CREDIT;"DP 50% ; 50% UPON COMPLETION THE DELIVERY";NULL;NULL;Y;SYS;"2014-07-19 09:50:34.813";NULL;NULL;Y
45;203320;63741;533;22583.850000;CREDIT;"DP 50% ; 50% UPON COMPLETION THE DELIVERY";NULL;NULL;Y;SYS;"2014-07-19 09:50:34.813";NULL;NULL;Y
46;203320;63742;533;6525.750000;CREDIT;"DP 50% ; 50% UPON COMPLETION THE DELIVERY";NULL;NULL;Y;SYS;"2014-07-19 09:50:34.813";NULL;NULL;Y
47;203320;63743;533;22880.150000;CREDIT;"DP 50% ; 50% UPON COMPLETION THE DELIVERY";NULL;NULL;Y;SYS;"2014-07-19 09:50:34.813";NULL;NULL;Y
48;203320;63744;533;7796.250000;CREDIT;"DP 50% ; 50% UPON COMPLETION THE DELIVERY";NULL;NULL;Y;SYS;"2014-07-19 09:50:34.813";NULL;NULL;Y
49;203320;63745;533;3771.250000;CREDIT;"DP 50% ; 50% UPON COMPLETION THE DELIVERY";NULL;NULL;Y;SYS;"2014-07-19 09:50:34.813";NULL;NULL;Y
50;203320;63759;533;24321.300000;CREDIT;"DP 50% ; 50% UPON COMPLETION THE DELIVERY";NULL;NULL;Y;SYS;"2014-07-19 09:50:34.813";NULL;NULL;Y
51;203320;63746;533;8431.500000;CREDIT;"DP 50% ; 50% UPON COMPLETION THE DELIVERY";NULL;NULL;Y;SYS;"2014-07-19 09:50:34.813";NULL;NULL;Y
52;203321;63747;533;6652.450000;CREDIT;"DP 50% ; 50% UPON COMPLETION THE DELIVERY";NULL;NULL;Y;SYS;"2014-07-19 09:50:34.813";NULL;NULL;Y
53;203321;63748;533;61648.950000;CREDIT;"DP 50% ; 50% UPON COMPLETION THE DELIVERY";NULL;NULL;Y;SYS;"2014-07-19 09:50:34.813";NULL;NULL;Y
54;203321;63750;533;6186.750000;CREDIT;"DP 50% ; 50% UPON COMPLETION THE DELIVERY";NULL;NULL;Y;SYS;"2014-07-19 09:50:34.830";NULL;NULL;Y
55;203321;63751;533;4322.450000;CREDIT;"DP 50% ; 50% UPON COMPLETION THE DELIVERY";NULL;NULL;Y;SYS;"2014-07-19 09:50:34.830";NULL;NULL;Y
56;203321;63752;533;16990.900000;CREDIT;"DP 50% ; 50% UPON COMPLETION THE DELIVERY";NULL;NULL;Y;SYS;"2014-07-19 09:50:34.830";NULL;NULL;Y
57;203321;63753;533;21942.150000;CREDIT;"DP 50% ; 50% UPON COMPLETION THE DELIVERY";NULL;NULL;Y;SYS;"2014-07-19 09:50:34.830";NULL;NULL;Y
58;203321;63754;533;25973.500000;CREDIT;"DP 50% ; 50% UPON COMPLETION THE DELIVERY";NULL;NULL;Y;SYS;"2014-07-19 09:50:34.830";NULL;NULL;Y
59;203321;63755;533;80504.150000;CREDIT;"DP 50% ; 50% UPON COMPLETION THE DELIVERY";NULL;NULL;Y;SYS;"2014-07-19 09:50:34.830";NULL;NULL;Y
60;203322;63756;533;35713.150000;CREDIT;"DP 50% ; 50% UPON COMPLETION THE DELIVERY";NULL;NULL;Y;SYS;"2014-07-19 09:50:34.830";NULL;NULL;Y
61;203322;63757;533;51395.850000;CREDIT;"DP 50% ; 50% UPON COMPLETION THE DELIVERY";NULL;NULL;Y;SYS;"2014-07-19 09:50:34.830";NULL;NULL;Y
62;203322;63758;533;7543.200000;CREDIT;"DP 50% ; 50% UPON COMPLETION THE DELIVERY";NULL;NULL;Y;SYS;"2014-07-19 09:50:34.830";NULL;NULL;Y
63;203324;60439;40;203453.000000;CREDIT;"2 Weeks after the goods received by PT SInar";NULL;NULL;Y;SYS;"2014-07-19 09:50:34.830";NULL;NULL;Y
64;203324;60440;40;288864.000000;CREDIT;"2 Weeks after the goods received by PT SInar";NULL;NULL;Y;SYS;"2014-07-19 09:50:34.830";NULL;NULL;Y
65;203324;62404;40;61383.000000;CREDIT;"2 Weeks after the goods received by PT SInar";NULL;NULL;Y;SYS;"2014-07-19 09:50:34.830";NULL;NULL;Y
66;203328;62190;92;125000.000000;CREDIT;"1 Month after the goods received by PT Sinar";NULL;NULL;Y;SYS;"2014-07-19 09:50:34.830";NULL;NULL;Y
67;203331;01722;173;10000000.000000;CREDIT;"1 month after the goods received by PT.SPFI";NULL;NULL;Y;SYS;"2014-07-19 09:50:34.830";NULL;NULL;Y
68;203333;69915;377;550000.000000;CASH;"PAY CASH";NULL;NULL;Y;SYS;"2014-07-19 09:50:34.830";NULL;NULL;Y
69;203333;65822;377;37500.000000;CASH;"PAY CASH";NULL;NULL;Y;SYS;"2014-07-19 09:50:34.830";NULL;NULL;Y
70;203335;01131;249;4750000.000000;CREDIT;"1 Month after the goods received by PT Sinar";NULL;NULL;Y;SYS;"2014-07-19 09:50:34.830";NULL;NULL;Y
71;203336;01724;384;11200000.000000;CREDIT;"2 weeks after the goods received by PT. SPFI";NULL;NULL;Y;SYS;"2014-07-19 09:50:34.830";NULL;NULL;Y
72;203340;63300;92;225000.000000;CREDIT;"1 Month after the goods received by PT Sinar";NULL;NULL;Y;SYS;"2014-07-19 09:50:34.830";NULL;NULL;Y
73;203342;63477;8;850000.000000;CASH;"CASH / TRANSFER";NULL;NULL;Y;SYS;"2014-07-19 09:50:34.830";NULL;NULL;Y
74;203344;61531;257;17250000.000000;CASH;" CASH SETELAH TERIMA BARANG";NULL;NULL;Y;SYS;"2014-07-19 09:50:34.830";NULL;NULL;Y
75;100047;90003;57;2600000.000000;CASH;"CASH ";NULL;NULL;Y;SYS;"2014-07-19 09:50:34.830";NULL;NULL;Y
76;203345;60373;92;250000.000000;CREDIT;"1 Month after the goods received by PT Sinar";NULL;NULL;Y;SYS;"2014-07-19 09:50:34.830";NULL;NULL;Y
77;203350;63988;233;450000.000000;CREDIT;"1 Month after the goods received by PT Sinar";NULL;NULL;Y;SYS;"2014-07-19 09:50:34.830";NULL;NULL;Y
78;203351;61027;292;83400.000000;CREDIT;"T.T REMITTANCE WITHIN 90 DAYS AFTER SHIPMENT";NULL;NULL;Y;SYS;"2014-07-19 09:50:34.830";NULL;NULL;Y
79;203351;60685;292;420.000000;CREDIT;"T.T REMITTANCE WITHIN 90 DAYS AFTER SHIPMENT";NULL;NULL;Y;SYS;"2014-07-19 09:50:34.830";NULL;NULL;Y
80;203351;61028;292;870.000000;CREDIT;"T.T REMITTANCE WITHIN 90 DAYS AFTER SHIPMENT";NULL;NULL;Y;SYS;"2014-07-19 09:50:34.830";NULL;NULL;Y
81;203362;01730;84;1150000.000000;CREDIT;"1 week setelah selesai pekerjaan";NULL;NULL;Y;SYS;"2014-07-19 09:50:34.830";NULL;NULL;Y
82;203366;63767;472;80000.000000;CREDIT;"1 month after the goods received by PT.SPFI";NULL;NULL;Y;SYS;"2014-07-19 09:50:34.830";NULL;NULL;Y
83;203371;60790;19;48000.000000;CREDIT;"1 Month after the goods received by PT Sinar";NULL;NULL;Y;SYS;"2014-07-19 09:50:34.830";NULL;NULL;Y
84;203377;63771;471;95000.000000;CASH;"PAY CASH";NULL;NULL;Y;SYS;"2014-07-19 09:50:34.830";NULL;NULL;Y
85;203377;63153;471;17500.000000;CASH;"PAY CASH";NULL;NULL;Y;SYS;"2014-07-19 09:50:34.830";NULL;NULL;Y
86;203377;63768;471;22500.000000;CASH;"PAY CASH";NULL;NULL;Y;SYS;"2014-07-19 09:50:34.830";NULL;NULL;Y
87;203377;63769;471;30000.000000;CASH;"PAY CASH";NULL;NULL;Y;SYS;"2014-07-19 09:50:34.830";NULL;NULL;Y
88;203377;63770;471;160000.000000;CASH;"PAY CASH";NULL;NULL;Y;SYS;"2014-07-19 09:50:34.830";NULL;NULL;Y
89;203379;80001;516;10250.000000;CASH;"PAY CASH";NULL;NULL;Y;SYS;"2014-07-19 09:50:34.830";"Jeffry Lantang";"2018-07-05 14:09:05.787";N
90;203381;01695;21;27182173.000000;CREDIT;"1 week after the goods received by PT Sinar";NULL;NULL;Y;SYS;"2014-07-19 09:50:34.830";NULL;NULL;Y
91;203382;60712;21;100000.000000;CREDIT;"1 week after the goods received by PT Sinar";NULL;NULL;Y;SYS;"2014-07-19 09:50:34.830";NULL;NULL;Y
92;203382;52427;21;60000.000000;CREDIT;"1 week after the goods received by PT Sinar";NULL;NULL;Y;SYS;"2014-07-19 09:50:34.830";NULL;NULL;Y
93;203382;52428;21;65000.000000;CREDIT;"1 week after the goods received by PT Sinar";NULL;NULL;Y;SYS;"2014-07-19 09:50:34.830";NULL;NULL;Y
94;203382;60147;21;250000.000000;CREDIT;"1 week after the goods received by PT Sinar";NULL;NULL;Y;SYS;"2014-07-19 09:50:34.830";NULL;NULL;Y
95;203382;60064;21;56000.000000;CREDIT;"1 week after the goods received by PT Sinar";NULL;NULL;Y;SYS;"2014-07-19 09:50:34.830";NULL;NULL;Y
96;203382;62932;21;90000.000000;CREDIT;"1 week after the goods received by PT Sinar";NULL;NULL;Y;SYS;"2014-07-19 09:50:34.830";NULL;NULL;Y
97;203382;62476;21;17500.000000;CREDIT;"1 week after the goods received by PT Sinar";NULL;NULL;Y;SYS;"2014-07-19 09:50:34.830";NULL;NULL;Y
98;203382;50818;21;175000.000000;CREDIT;"1 week after the goods received by PT Sinar";NULL;NULL;Y;SYS;"2014-07-19 09:50:34.830";NULL;NULL;Y
99;203382;60544;21;7500.000000;CREDIT;"1 week after the goods received by PT Sinar";NULL;NULL;Y;SYS;"2014-07-19 09:50:34.830";NULL;NULL;Y
100;203383;01732;384;425000.000000;CREDIT;"2 weeks after the goods received by PT. SPFI";NULL;NULL;Y;SYS;"2014-07-19 09:50:34.830";NULL;NULL;Y
101;203384;63772;;.000000;CREDIT;;NULL;NULL;Y;SYS;"2014-07-19 09:50:34.830";NULL;NULL;Y
102;203385;01733;370;3750000.000000;CREDIT;"2 MINGGU SETELAH SELESAI PEKERJAAN";NULL;NULL;Y;SYS;"2014-07-19 09:50:34.830";NULL;NULL;Y
103;203387;01734;478;950000.000000;CASH;"CASH SETELAH SELESAI PEKERJAAN";NULL;NULL;Y;SYS;"2014-07-19 09:50:34.830";NULL;NULL;Y
104;203389;63983;19;100000.000000;CREDIT;"1 Month after the goods received by PT Sinar";NULL;NULL;Y;SYS;"2014-07-19 09:50:34.830";NULL;NULL;Y
105;203390;80001;516;10250.000000;CASH;"PAY CASH";NULL;NULL;Y;SYS;"2014-07-19 09:50:34.830";"Jeffry Lantang";"2018-07-05 14:09:05.787";N
106;203396;01735;84;1250000.000000;CREDIT;"1 week setelah selesai pekerjaan";NULL;NULL;Y;SYS;"2014-07-19 09:50:34.830";NULL;NULL;Y
107;203401;00231;122;550000.000000;CASH;"CASH SETELAH SELESAI PEKERJAAN";NULL;NULL;Y;SYS;"2014-07-19 09:50:34.830";NULL;NULL;Y
108;203403;69915;92;825000.000000;CREDIT;"1 Month after the goods received by PT Sinar";NULL;NULL;Y;SYS;"2014-07-19 09:50:34.830";NULL;NULL;Y
109;203403;64404;19;50000.000000;CREDIT;"1 Month after the goods received by PT Sinar";NULL;NULL;Y;SYS;"2014-07-19 09:50:34.830";NULL;NULL;Y
110;203404;63492;349;143600.000000;CREDIT;"100% BY SWIFT TRANSFER TO OUR BANK AS ORDER ";NULL;NULL;Y;SYS;"2014-07-19 09:50:34.830";NULL;NULL;Y
111;203405;63493;110;792000.000000;CREDIT;"100% TT AFTER SHIPMENT DATE";NULL;NULL;Y;SYS;"2014-07-19 09:50:34.830";NULL;NULL;Y
112;203407;01737;443;6605000.000000;CREDIT;"2 weeks after the goods received";NULL;NULL;Y;SYS;"2014-07-19 09:50:34.830";NULL;NULL;Y
113;203412;01738;478;800000.000000;CASH;"CASH SETELAH SELESAI PEKERJAAN";NULL;NULL;Y;SYS;"2014-07-19 09:50:34.830";NULL;NULL;Y
114;203418;01742;443;6000000.000000;CREDIT;"2 weeks after the goods received";NULL;NULL;Y;SYS;"2014-07-19 09:50:34.830";NULL;NULL;Y
115;203424;63495;76;1070000.000000;CASH;"PO CASH";NULL;NULL;Y;SYS;"2014-07-19 09:50:34.830";NULL;NULL;Y
116;203424;61729;471;45000.000000;CASH;"PAY CASH";NULL;NULL;Y;SYS;"2014-07-19 09:50:34.830";NULL;NULL;Y
117;203424;60082;471;575000.000000;CASH;"PAY CASH";NULL;NULL;Y;SYS;"2014-07-19 09:50:34.830";NULL;NULL;Y
118;203425;01743;46;22000.000000;CASH;"CASH SETELAH SELESAI PEKERJAAN";NULL;NULL;Y;SYS;"2014-07-19 09:50:34.830";NULL;NULL;Y
119;203425;64195;46;2325.000000;CASH;"CASH SETELAH SELESAI PEKERJAAN";NULL;NULL;Y;SYS;"2014-07-19 09:50:34.830";NULL;NULL;Y
120;203426;60714;92;1000.000000;CREDIT;"1 Month after the goods received by PT Sinar";NULL;NULL;Y;SYS;"2014-07-19 09:50:34.830";NULL;NULL;Y
121;203432;63781;92;225000.000000;CREDIT;"1 Month after the goods received by PT Sinar";NULL;NULL;Y;SYS;"2014-07-19 09:50:34.830";NULL;NULL;Y
122;203433;63094;92;37500.000000;CREDIT;"1 Month after the goods received by PT Sinar";NULL;NULL;Y;SYS;"2014-07-19 09:50:34.830";NULL;NULL;Y
123;203433;66353;92;22500.000000;CREDIT;"1 Month after the goods received by PT Sinar";NULL;NULL;Y;SYS;"2014-07-19 09:50:34.830";NULL;NULL;Y
124;203434;60139;92;6500.000000;CREDIT;"1 Month after the goods received by PT Sinar";NULL;NULL;Y;SYS;"2014-07-19 09:50:34.830";NULL;NULL;Y
125;203435;01744;173;3870500.000000;CREDIT;"1 month after the goods received by PT.SPFI";NULL;NULL;Y;SYS;"2014-07-19 09:50:34.830";NULL;NULL;Y
126;203436;60151;292;7230.000000;CREDIT;"T.T REMITTANCE WITHIN 90 DAYS AFTER SHIPMENT";NULL;NULL;Y;SYS;"2014-07-19 09:50:34.830";NULL;NULL;Y
127;203436;60679;292;55200.000000;CREDIT;"T.T REMITTANCE WITHIN 90 DAYS AFTER SHIPMENT";NULL;NULL;Y;SYS;"2014-07-19 09:50:34.830";NULL;NULL;Y
128;203436;60678;292;33500.000000;CREDIT;"T.T REMITTANCE WITHIN 90 DAYS AFTER SHIPMENT";NULL;NULL;Y;SYS;"2014-07-19 09:50:34.830";NULL;NULL;Y
129;203436;61029;292;135.000000;CREDIT;"T.T REMITTANCE WITHIN 90 DAYS AFTER SHIPMENT";NULL;NULL;Y;SYS;"2014-07-19 09:50:34.830";NULL;NULL;Y
130;203436;63299;292;4840.000000;CREDIT;"T.T REMITTANCE WITHIN 90 DAYS AFTER SHIPMENT";NULL;NULL;Y;SYS;"2014-07-19 09:50:34.830";NULL;NULL;Y
131;203436;63001;292;4280.000000;CREDIT;"T.T REMITTANCE WITHIN 90 DAYS AFTER SHIPMENT";NULL;NULL;Y;SYS;"2014-07-19 09:50:34.830";NULL;NULL;Y
132;203437;63298;292;1800.000000;CREDIT;"T.T REMITTANCE WITHIN 90 DAYS AFTER SHIPMENT";NULL;NULL;Y;SYS;"2014-07-19 09:50:34.830";NULL;NULL;Y
133;203437;63218;292;5320.000000;CREDIT;"T.T REMITTANCE WITHIN 90 DAYS AFTER SHIPMENT";NULL;NULL;Y;SYS;"2014-07-19 09:50:34.830";NULL;NULL;Y
134;203437;63297;292;5320.000000;CREDIT;"T.T REMITTANCE WITHIN 90 DAYS AFTER SHIPMENT";NULL;NULL;Y;SYS;"2014-07-19 09:50:34.830";NULL;NULL;Y
135;203437;60677;292;60840.000000;CREDIT;"T.T REMITTANCE WITHIN 90 DAYS AFTER SHIPMENT";NULL;NULL;Y;SYS;"2014-07-19 09:50:34.830";NULL;NULL;Y
136;203437;61032;292;300.000000;CREDIT;"T.T REMITTANCE WITHIN 90 DAYS AFTER SHIPMENT";NULL;NULL;Y;SYS;"2014-07-19 09:50:34.847";NULL;NULL;Y
137;203437;61033;292;160.000000;CREDIT;"T.T REMITTANCE WITHIN 90 DAYS AFTER SHIPMENT";NULL;NULL;Y;SYS;"2014-07-19 09:50:34.847";NULL;NULL;Y
138;203438;61020;292;4600.000000;CREDIT;"T.T REMITTANCE WITHIN 90 DAYS AFTER SHIPMENT";NULL;NULL;Y;SYS;"2014-07-19 09:50:34.847";NULL;NULL;Y
139;203438;61023;292;180.000000;CREDIT;"T.T REMITTANCE WITHIN 90 DAYS AFTER SHIPMENT";NULL;NULL;Y;SYS;"2014-07-19 09:50:34.847";NULL;NULL;Y
140;203438;61055;292;180.000000;CREDIT;"T.T REMITTANCE WITHIN 90 DAYS AFTER SHIPMENT";NULL;NULL;Y;SYS;"2014-07-19 09:50:34.847";NULL;NULL;Y
141;203446;63786;8;700000.000000;CASH;"CASH / TRANSFER";NULL;NULL;Y;SYS;"2014-07-19 09:50:34.847";NULL;NULL;Y
142;203446;63787;8;150000.000000;CASH;"CASH / TRANSFER";NULL;NULL;Y;SYS;"2014-07-19 09:50:34.847";NULL;NULL;Y
143;203448;69893;76;371000.000000;CASH;"PO CASH";NULL;NULL;Y;SYS;"2014-07-19 09:50:34.847";NULL;NULL;Y
144;203448;63989;76;955000.000000;CASH;"PO CASH";NULL;NULL;Y;SYS;"2014-07-19 09:50:34.847";NULL;NULL;Y
145;203454;60207;8;250000.000000;CASH;"CASH / TRANSFER";NULL;NULL;Y;SYS;"2014-07-19 09:50:34.847";NULL;NULL;Y
146;203456;60288;355;16000.000000;CREDIT;"1 week after the goods received by PT Sinar";NULL;NULL;Y;SYS;"2014-07-19 09:50:34.847";NULL;NULL;Y
147;203457;63791;543;254800.000000;CREDIT;"2 week after the goods received by PT.SPFI";NULL;NULL;Y;SYS;"2014-07-19 09:50:34.847";NULL;NULL;Y
148;203458;01745;544;1302083.330000;CREDIT;"DP 30 % ; SISA 70% SETELAH SELESAI";NULL;NULL;Y;SYS;"2014-07-19 09:50:34.847";NULL;NULL;Y
149;203460;63398;92;485000.000000;CREDIT;"1 Month after the goods received by PT Sinar";NULL;NULL;Y;SYS;"2014-07-19 09:50:34.847";NULL;NULL;Y
150;203461;67199;92;400000.000000;CREDIT;"1 Month after the goods received by PT Sinar";NULL;NULL;Y;SYS;"2014-07-19 09:50:34.847";NULL;NULL;Y
151;203461;63275;92;700000.000000;CREDIT;"1 Month after the goods received by PT Sinar";NULL;NULL;Y;SYS;"2014-07-19 09:50:34.847";NULL;NULL;Y
152;203461;63569;92;300000.000000;CREDIT;"1 Month after the goods received by PT Sinar";NULL;NULL;Y;SYS;"2014-07-19 09:50:34.847";NULL;NULL;Y
153;203461;69878;92;75000.000000;CREDIT;"1 Month after the goods received by PT Sinar";NULL;NULL;Y;SYS;"2014-07-19 09:50:34.847";NULL;NULL;Y
154;203462;60733;92;40000.000000;CREDIT;"1 Month after the goods received by PT Sinar";NULL;NULL;Y;SYS;"2014-07-19 09:50:34.847";"Jeffry Lantang";"2022-12-21 13:40:49.710";N
155;203465;60353;355;90000.000000;CREDIT;"1 week after the goods received by PT Sinar";NULL;NULL;Y;SYS;"2014-07-19 09:50:34.847";NULL;NULL;Y
156;203468;01747;173;13000000.000000;CREDIT;"1 month after the goods received by PT.SPFI";NULL;NULL;Y;SYS;"2014-07-19 09:50:34.847";NULL;NULL;Y
157;203469;65896;;.000000;CREDIT;;NULL;NULL;Y;SYS;"2014-07-19 09:50:34.847";NULL;NULL;Y
158;203469;60213;;.000000;CREDIT;;NULL;NULL;Y;SYS;"2014-07-19 09:50:34.847";NULL;NULL;Y
159;203472;61238;19;215000.000000;CREDIT;"1 Month after the goods received by PT Sinar";NULL;NULL;Y;SYS;"2014-07-19 09:50:34.847";NULL;NULL;Y
160;203472;61239;19;215000.000000;CREDIT;"1 Month after the goods received by PT Sinar";NULL;NULL;Y;SYS;"2014-07-19 09:50:34.847";NULL;NULL;Y
161;203473;61337;;.000000;CREDIT;;NULL;NULL;Y;SYS;"2014-07-19 09:50:34.847";"Jeffry Lantang";"2019-07-09 13:17:18.510";N
162;203475;01748;478;4930000.000000;CASH;"CASH SETELAH SELESAI PEKERJAAN";NULL;NULL;Y;SYS;"2014-07-19 09:50:34.847";NULL;NULL;Y
163;203477;01749;296;2800000.000000;CASH;"PAY  CASH";NULL;NULL;Y;SYS;"2014-07-19 09:50:34.847";NULL;NULL;Y
164;203478;01750;384;285000.000000;CREDIT;"2 weeks after the goods received by PT. SPFI";NULL;NULL;Y;SYS;"2014-07-19 09:50:34.847";NULL;NULL;Y
165;203479;01751;384;735000.000000;CREDIT;"2 weeks after the goods received by PT. SPFI";NULL;NULL;Y;SYS;"2014-07-19 09:50:34.847";NULL;NULL;Y
