id;sws_code;product_code;qty;soh;uom;created_by;created_date;updated_by;updated_date;is_active
1;005434;90077;1.00;9.00;BTL;Rommy Tendean;2014-09-05 09:37:40.383;NULL;NULL;Y
2;008101;50260;1.00;49.00;PACK;Dewi;2014-09-05 10:13:41.287;NULL;NULL;Y
3;008102;50260;1.00;49.00;PACK;Dewi;2014-09-05 10:18:01.563;NULL;NULL;Y
4;005701;90088;6.00;56.00;PADS;Jelita;2014-09-05 10:28:16.560;NULL;NULL;Y
5;003793;90311;2.00;0.00;REAMS;Anita Walean;2014-09-05 10:30:55.330;NULL;NULL;Y
6;003793;90650;2.00;0.00;REAMS;Anita Walean;2014-09-05 10:30:55.333;NULL;NULL;Y
7;003142;99979;1.00;22.00;PCS;Jelita;2014-09-05 10:33:00.880;NULL;NULL;Y
8;003142;99978;2.00;0.00;PCS;Jelita;2014-09-05 10:33:00.883;NULL;NULL;Y
9;003794;93214;2.00;0.00;PACK;Anita Walean;2014-09-05 10:34:37.410;NULL;NULL;Y
10;003794;92108;2.00;0.00;DOS;Anita Walean;2014-09-05 10:34:37.413;NULL;NULL;Y
11;005702;50015;1.00;4.00;TIN;Swingly Boham;2014-09-05 11:28:03.303;NULL;NULL;Y
12;005344;90650;5.00;0.00;REAMS;Jelita;2014-09-05 11:34:33.857;NULL;NULL;Y
13;005344;90088;1.00;50.00;PADS;Jelita;2014-09-05 11:34:33.860;NULL;NULL;Y
14;005344;92134;12.00;0.00;DOS;Jelita;2014-09-05 11:34:33.860;NULL;NULL;Y
15;005435;51230;6.00;720.00;BOX;Jelita;2014-09-05 11:36:59.270;NULL;NULL;Y
16;005435;50100;6.00;2.00;KGS;Jelita;2014-09-05 11:36:59.273;NULL;NULL;Y
17;005435;50095;15.00;80.00;KGS;Jelita;2014-09-05 11:36:59.277;NULL;NULL;Y
18;008103;20037;126721.00;14.00;PCS;Dewi;2014-09-05 13:09:07.513;NULL;NULL;Y
19;008103;20035;7570.00;972.00;PCS;Dewi;2014-09-05 13:09:07.520;NULL;NULL;Y
20;008104;50515;1.00;4.00;ROLL;Dewi;2014-09-05 13:11:10.900;NULL;NULL;Y
21;008105;51458;3.00;165.00;BAGS;Dewi;2014-09-05 13:12:54.970;NULL;NULL;Y
22;008105;52401;2.00;-12.00;SCHT;Dewi;2014-09-05 13:12:54.977;NULL;NULL;Y
23;008105;51457;10.00;199.00;PCS;Dewi;2014-09-05 13:12:54.980;NULL;NULL;Y
24;008106;10003;300.00;21.00;KGS;Dewi;2014-09-05 13:14:33.950;NULL;NULL;Y
25;008106;10004;200.00;5.00;KGS;Dewi;2014-09-05 13:14:33.957;NULL;NULL;Y
26;008107;50011;5.00;60.00;ROLL;Dewi;2014-09-05 13:16:02.797;NULL;NULL;Y
27;008108;51458;4.00;165.00;BAGS;Dewi;2014-09-05 13:17:43.470;NULL;NULL;Y
28;008108;52401;2.00;-12.00;SCHT;Dewi;2014-09-05 13:17:43.477;NULL;NULL;Y
29;008109;10002;5500.00;57.00;MT;Dewi;2014-09-05 13:19:41.697;NULL;NULL;Y
30;008109;10007;500.00;0.00;MT;Dewi;2014-09-05 13:19:41.700;NULL;NULL;Y
31;008110;51585;1.00;5.00;BTL;Dewi;2014-09-05 13:20:48.083;NULL;NULL;Y
32;008111;20001;8408.00;16.00;PCS;Dewi;2014-09-05 13:21:28.703;NULL;NULL;Y
33;008112;51458;3.00;165.00;BAGS;Dewi;2014-09-05 13:22:02.433;NULL;NULL;Y
34;008112;52401;3.00;-12.00;SCHT;Dewi;2014-09-05 13:22:02.437;NULL;NULL;Y
35;005291;89529;1.00;0.00;PART;Wensi Saranggi;2014-09-05 15:02:41.330;NULL;NULL;Y
36;003795;10023;200.00;920.00;KGS;Anita Walean;2014-09-05 15:54:49.277;NULL;NULL;Y
37;003796;10023;200.00;920.00;KGS;Anita Walean;2014-09-05 15:58:38.883;NULL;NULL;Y
38;005703;70125;20.00;80.00;KGS;Swingly Boham;2014-09-06 08:30:55.157;NULL;NULL;Y
39;005704;60522;2.00;0.00;PCS;Swingly Boham;2014-09-06 08:38:07.480;NULL;NULL;Y
40;005705;60055;1.00;4.00;PCS;Swingly Boham;2014-09-06 08:52:52.763;NULL;NULL;Y
41;008113;10003;180.00;21.00;KGS;Dewi;2014-09-06 08:56:17.390;NULL;NULL;Y
42;008113;10004;175.00;5.00;KGS;Dewi;2014-09-06 08:56:17.393;NULL;NULL;Y
43;008114;51458;1.00;162.00;BAGS;Dewi;2014-09-06 08:57:43.047;NULL;NULL;Y
44;008114;51457;6.00;199.00;PCS;Dewi;2014-09-06 08:57:43.050;NULL;NULL;Y
45;008114;50620;1.00;1.00;SACKS;Dewi;2014-09-06 08:57:43.053;NULL;NULL;Y
46;008115;50534;50.00;400.00;KGS;Dewi;2014-09-06 08:58:22.007;NULL;NULL;Y
47;008116;51458;4.00;162.00;BAGS;Dewi;2014-09-06 08:59:10.693;NULL;NULL;Y
48;008116;52401;2.00;-12.00;SCHT;Dewi;2014-09-06 08:59:10.697;NULL;NULL;Y
49;008117;51458;3.00;162.00;BAGS;Dewi;2014-09-06 09:00:30.683;NULL;NULL;Y
50;008117;51457;10.00;199.00;PCS;Dewi;2014-09-06 09:00:30.687;NULL;NULL;Y
51;008117;52401;1.00;-12.00;SCHT;Dewi;2014-09-06 09:00:30.690;NULL;NULL;Y
52;008118;51458;4.00;162.00;BAGS;Dewi;2014-09-06 09:01:04.087;NULL;NULL;Y
53;008118;51457;30.00;199.00;PCS;Dewi;2014-09-06 09:01:04.093;NULL;NULL;Y
54;008119;51504;1.00;32.00;LTR;Dewi;2014-09-06 09:02:00.647;NULL;NULL;Y
55;008120;20001;6748.00;16.00;PCS;Dewi;2014-09-06 09:02:49.677;NULL;NULL;Y
56;008121;20025;5483.00;0.00;PCS;Dewi;2014-09-06 09:04:24.937;NULL;NULL;Y
57;008122;20037;135402.00;14.00;PCS;Dewi;2014-09-06 09:05:30.177;NULL;NULL;Y
58;008122;20035;15071.00;972.00;PCS;Dewi;2014-09-06 09:05:30.180;NULL;NULL;Y
59;008123;51458;3.00;162.00;BAGS;Dewi;2014-09-06 09:06:00.417;NULL;NULL;Y
60;008123;52401;3.00;-12.00;SCHT;Dewi;2014-09-06 09:06:00.420;NULL;NULL;Y
61;008124;51458;2.00;162.00;BAGS;Dewi;2014-09-06 09:06:38.713;NULL;NULL;Y
62;008124;52401;1.00;-12.00;SCHT;Dewi;2014-09-06 09:06:38.717;NULL;NULL;Y
63;008124;51457;10.00;199.00;PCS;Dewi;2014-09-06 09:06:38.720;NULL;NULL;Y
64;008125;51458;1.00;162.00;BAGS;Dewi;2014-09-06 09:07:13.663;NULL;NULL;Y
65;008125;51457;3.00;199.00;PCS;Dewi;2014-09-06 09:07:13.667;NULL;NULL;Y
66;008126;51458;1.00;162.00;BAGS;Dewi;2014-09-06 09:07:33.497;NULL;NULL;Y
67;008127;10003;180.00;21.00;KGS;Dewi;2014-09-06 09:42:22.800;NULL;NULL;Y
68;008127;10004;175.00;5.00;KGS;Dewi;2014-09-06 09:42:22.803;NULL;NULL;Y
69;008128;10007;2500.00;0.00;MT;Dewi;2014-09-06 09:44:28.580;NULL;NULL;Y
70;008128;10002;5500.00;57.00;MT;Dewi;2014-09-06 09:44:28.583;NULL;NULL;Y
71;008129;50534;50.00;400.00;KGS;Dewi;2014-09-06 09:45:22.160;NULL;NULL;Y
72;008130;51458;4.00;162.00;BAGS;Dewi;2014-09-06 09:46:29.783;NULL;NULL;Y
73;008130;52401;2.00;-12.00;SCHT;Dewi;2014-09-06 09:46:29.787;NULL;NULL;Y
74;005706;60133;2.00;0.00;PCS;Swingly Boham;2014-09-06 11:24:08.147;NULL;NULL;Y
75;003797;50291;4.00;11.00;PCS;Anita Walean;2014-09-06 11:29:12.267;NULL;NULL;Y
76;008131;51504;1.00;32.00;LTR;Dewi;2014-09-06 13:24:51.780;NULL;NULL;Y
77;005707;69949;2.00;22.00;PCS;Swingly Boham;2014-09-08 08:33:04.197;NULL;NULL;Y
78;005708;61337;5.00;24.00;KGS;Swingly Boham;2014-09-08 08:39:43.097;NULL;NULL;Y
79;005708;60103;1.00;0.00;null;Swingly Boham;2014-09-08 08:39:43.103;NULL;NULL;Y
80;005709;60545;1.00;0.00;PCS;Swingly Boham;2014-09-08 08:42:07.170;NULL;NULL;Y
81;003798;52401;3.00;-14.00;SCHT;Anita Walean;2014-09-08 08:42:26.330;NULL;NULL;Y
82;008132;51458;3.00;158.00;BAGS;Dewi;2014-09-08 08:42:46.167;NULL;NULL;Y
83;008132;52401;3.00;-14.00;SCHT;Dewi;2014-09-08 08:42:46.173;NULL;NULL;Y
84;005710;61021;1.00;0.00;PCS;Swingly Boham;2014-09-08 08:45:12.617;NULL;NULL;Y
85;008133;51458;4.00;158.00;BAGS;Dewi;2014-09-08 08:45:31.027;NULL;NULL;Y
86;008134;51458;4.00;158.00;BAGS;Dewi;2014-09-08 08:48:23.553;NULL;NULL;Y
87;008134;52401;2.00;-14.00;SCHT;Dewi;2014-09-08 08:48:23.557;NULL;NULL;Y
88;008135;93257;6.00;6.00;PCS;Dewi;2014-09-08 08:49:45.007;NULL;NULL;Y
89;008136;50515;1.00;4.00;ROLL;Dewi;2014-09-08 08:54:20.820;NULL;NULL;Y
90;008136;51458;2.00;158.00;BAGS;Dewi;2014-09-08 08:54:20.823;NULL;NULL;Y
91;008136;52134;3.00;0.00;PCS;Dewi;2014-09-08 08:54:20.827;NULL;NULL;Y
92;008136;52353;3.00;0.00;PCS;Dewi;2014-09-08 08:54:20.830;NULL;NULL;Y
93;003799;52401;2.00;-14.00;SCHT;Anita Walean;2014-09-08 08:55:11.630;NULL;NULL;Y
94;008137;10003;240.00;21.00;KGS;Dewi;2014-09-08 08:55:50.880;NULL;NULL;Y
95;008137;10004;200.00;5.00;KGS;Dewi;2014-09-08 08:55:50.883;NULL;NULL;Y
96;008138;10007;2750.00;0.00;MT;Dewi;2014-09-08 08:58:08.370;NULL;NULL;Y
97;008138;10002;3250.00;57.00;MT;Dewi;2014-09-08 08:58:08.373;NULL;NULL;Y
98;008139;51504;1.00;32.00;LTR;Dewi;2014-09-08 08:59:51.017;NULL;NULL;Y
99;008139;51585;1.00;5.00;BTL;Dewi;2014-09-08 08:59:51.023;NULL;NULL;Y
100;008140;20001;3437.00;16.00;PCS;Dewi;2014-09-08 09:01:43.133;NULL;NULL;Y
101;008141;20002;18834.00;243.00;PCS;Dewi;2014-09-08 09:03:07.933;NULL;NULL;Y
102;008141;20010;18839.00;212.00;PCS;Dewi;2014-09-08 09:03:07.937;NULL;NULL;Y
103;008142;20025;6008.00;0.00;PCS;Dewi;2014-09-08 09:04:03.373;NULL;NULL;Y
104;008143;20037;60651.00;14.00;PCS;Dewi;2014-09-08 09:06:03.987;NULL;NULL;Y
105;008143;20035;18614.00;972.00;PCS;Dewi;2014-09-08 09:06:03.993;NULL;NULL;Y
106;008144;99978;2.00;-2.00;PCS;Dewi;2014-09-08 09:08:05.680;NULL;NULL;Y
107;008145;50135;1.00;20.00;PCS;Dewi;2014-09-08 09:10:45.837;NULL;NULL;Y
108;008146;53123;4.00;18.00;PCS;Dewi;2014-09-08 09:21:03.683;NULL;NULL;Y
109;008147;52415;1.00;33.00;PCS;Dewi;2014-09-08 09:26:00.303;NULL;NULL;Y
110;008147;51355;3.00;77.00;PCS;Dewi;2014-09-08 09:26:00.307;NULL;NULL;Y
111;005712;60628;9.00;30.00;PCS;Swingly Boham;2014-09-08 09:57:13.070;NULL;NULL;Y
112;005712;61055;9.00;0.00;SET;Swingly Boham;2014-09-08 09:57:13.077;NULL;NULL;Y
113;005713;60788;2.00;0.00;SETS;Swingly Boham;2014-09-08 10:04:24.180;NULL;NULL;Y
114;005713;63161;2.00;0.00;PCS;Swingly Boham;2014-09-08 10:04:24.183;NULL;NULL;Y
115;008148;50046;2.00;0.00;PCS;Dewi;2014-09-08 10:34:42.250;NULL;NULL;Y
116;008148;90840;5.00;149.00;PCS;Dewi;2014-09-08 10:34:42.257;NULL;NULL;Y
117;008148;52306;2.00;15.00;PCS;Dewi;2014-09-08 10:34:42.257;NULL;NULL;Y
118;005714;68111;7.00;1.00;TIN;Swingly Boham;2014-09-08 10:36:10.640;NULL;NULL;Y
119;005714;68561;7.00;7.00;TIN;Swingly Boham;2014-09-08 10:36:10.643;NULL;NULL;Y
120;005714;64299;7.00;0.00;TIN;Swingly Boham;2014-09-08 10:36:10.647;NULL;NULL;Y
121;005714;60776;2.00;0.00;TIN;Swingly Boham;2014-09-08 10:36:10.650;NULL;NULL;Y
122;005714;61098;1.00;0.00;PCS;Swingly Boham;2014-09-08 10:36:10.650;NULL;NULL;Y
123;005716;65330;1.00;0.00;PC;Swingly Boham;2014-09-08 11:01:49.100;NULL;NULL;Y
124;004820;93654;3.00;18.00;PCS;Jusuf Panambunan;2014-09-08 11:07:58.160;NULL;NULL;Y
125;004820;50943;1.00;16.00;PCS;Jusuf Panambunan;2014-09-08 11:07:58.167;NULL;NULL;Y
126;004820;90517;4.00;1.00;PADS;Jusuf Panambunan;2014-09-08 11:07:58.177;NULL;NULL;Y
127;004820;90510;10.00;50.00;PADS;Jusuf Panambunan;2014-09-08 11:07:58.180;NULL;NULL;Y
128;004820;91234;1.00;0.00;DOS;Jusuf Panambunan;2014-09-08 11:07:58.180;NULL;NULL;Y
129;005717;65221;1.00;4.00;PCS;Swingly Boham;2014-09-08 11:23:19.860;NULL;NULL;Y
130;005718;60089;5.00;46.00;KGS;Swingly Boham;2014-09-08 13:37:39.367;NULL;NULL;Y
131;005719;60213;2.00;58.00;PCS;Swingly Boham;2014-09-08 13:39:24.743;NULL;NULL;Y
133;005002;99893;2.00;0.00;PCS;Varry Antameng;2014-09-08 14:02:41.307;NULL;NULL;Y
134;005002;99894;2.00;0.00;PCS;Varry Antameng;2014-09-08 14:02:41.310;NULL;NULL;Y
138;004328;99978;2.00;-4.00;PCS;Viven Pungus;2014-09-08 14:20:32.817;NULL;NULL;Y
139;004328;99979;2.00;21.00;PCS;Viven Pungus;2014-09-08 14:20:32.820;NULL;NULL;Y
140;004328;91008;10.00;106.00;PCS;Viven Pungus;2014-09-08 14:20:32.823;NULL;NULL;Y
141;004328;90025;3.00;8.00;PADS;Viven Pungus;2014-09-08 14:20:32.827;NULL;NULL;Y
142;005437;99969;1.00;0.00;PCS;Uwen;2014-09-08 17:55:20.650;NULL;NULL;Y
143;005437;90596;1.00;0.00;0;Uwen;2014-09-08 17:55:20.657;NULL;NULL;Y
144;005437;90597;1.00;13.00;0;Uwen;2014-09-08 17:55:20.657;NULL;NULL;Y
145;005437;90596;1.00;0.00;0;Uwen;2014-09-08 17:55:20.660;NULL;NULL;Y
146;005438;60139;1.00;55.00;PCS;Uwen;2014-09-09 08:12:35.107;NULL;NULL;Y
147;003800;60064;200.00;266.00;SACK;Anita Walean;2014-09-09 08:14:44.990;NULL;NULL;Y
148;003800;62454;2.00;0.00;PCS;Anita Walean;2014-09-09 08:14:45.003;NULL;NULL;Y
149;006503;51458;3.00;145.00;BAGS;James;2014-09-09 08:57:49.903;NULL;NULL;Y
150;006504;52401;3.00;-19.00;SCHT;James;2014-09-09 08:59:30.303;NULL;NULL;Y
151;006505;51458;4.00;145.00;BAGS;James;2014-09-09 09:10:28.977;NULL;NULL;Y
152;006505;52401;2.00;-19.00;SCHT;James;2014-09-09 09:10:28.980;NULL;NULL;Y
153;006506;51458;4.00;145.00;BAGS;James;2014-09-09 09:12:40.563;NULL;NULL;Y
154;006507;51562;1000.00;23.00;PCS;James;2014-09-09 09:14:18.387;NULL;NULL;Y
155;005720;60733;2.00;0.00;PCS;Swingly Boham;2014-09-09 09:16:32.403;NULL;NULL;Y
156;006508;50217;1.00;150.00;PAILS;Dewi;2014-09-09 09:18:45.323;NULL;NULL;Y
157;005721;70126;1.00;80.00;KGS;Swingly Boham;2014-09-09 09:22:13.273;NULL;NULL;Y
158;006509;10003;200.00;21.00;KGS;Dewi;2014-09-09 09:22:39.990;NULL;NULL;Y
159;006509;10004;175.00;5.00;KGS;Dewi;2014-09-09 09:22:39.993;NULL;NULL;Y
160;006510;10007;7250.00;0.00;MT;Dewi;2014-09-09 09:24:04.323;NULL;NULL;Y
161;006510;10002;1750.00;57.00;MT;Dewi;2014-09-09 09:24:04.327;NULL;NULL;Y
162;006511;52401;2.00;-19.00;SCHT;Dewi;2014-09-09 09:26:47.097;NULL;NULL;Y
163;006511;51458;1.00;145.00;BAGS;Dewi;2014-09-09 09:26:47.100;NULL;NULL;Y
164;006511;52353;1.00;-3.00;PCS;Dewi;2014-09-09 09:26:47.103;NULL;NULL;Y
165;006512;51585;1.00;4.00;BTL;Dewi;2014-09-09 09:28:21.993;NULL;NULL;Y
166;006513;20001;3430.00;16.00;PCS;Dewi;2014-09-09 09:29:23.080;NULL;NULL;Y
167;006514;20002;120456.00;243.00;PCS;Dewi;2014-09-09 09:30:54.840;NULL;NULL;Y
168;006514;20010;119434.00;212.00;PCS;Dewi;2014-09-09 09:30:54.847;NULL;NULL;Y
169;006515;20035;43183.00;972.00;PCS;Dewi;2014-09-09 09:31:59.770;NULL;NULL;Y
170;006516;90650;2.00;0.00;REAMS;Dewi;2014-09-09 09:35:01.950;NULL;NULL;Y
171;006516;90812;2.00;17.00;REAMS;Dewi;2014-09-09 09:35:01.953;NULL;NULL;Y
172;005651;10023;340.00;920.00;KGS;Anita Walean;2014-09-09 09:41:23.387;NULL;NULL;Y
173;005722;61105;4.00;8.00;PCS;Swingly Boham;2014-09-09 09:55:54.490;NULL;NULL;Y
174;003989;90895;2.00;0.00;DOS;Rizal Sinadia;2014-09-09 10:40:31.513;NULL;NULL;Y
175;001290;90081;1.00;3.00;PCS;Viven Pungus;2014-09-09 10:42:22.317;NULL;NULL;Y
176;001290;92007;2.00;0.00;DOS;Viven Pungus;2014-09-09 10:42:22.320;NULL;NULL;Y
177;001290;90650;1.00;0.00;REAMS;Viven Pungus;2014-09-09 10:42:22.323;NULL;NULL;Y
178;001290;90812;1.00;17.00;REAMS;Viven Pungus;2014-09-09 10:42:22.323;NULL;NULL;Y
179;005723;65717;1.00;0.00;PCS;Swingly Boham;2014-09-09 11:28:23.547;NULL;NULL;Y
180;005723;65718;1.00;0.00;PCS;Swingly Boham;2014-09-09 11:28:23.553;NULL;NULL;Y
181;005723;65719;1.00;0.00;PCS;Swingly Boham;2014-09-09 11:28:23.553;NULL;NULL;Y
182;005723;62561;1.00;3.00;PCS;Swingly Boham;2014-09-09 11:28:23.557;NULL;NULL;Y
183;005723;66079;1.00;0.00;PCS;Swingly Boham;2014-09-09 11:28:23.557;NULL;NULL;Y
184;005723;66074;1.00;0.00;PCS;Swingly Boham;2014-09-09 11:28:23.560;NULL;NULL;Y
185;005723;66075;1.00;0.00;PCS;Swingly Boham;2014-09-09 11:28:23.560;NULL;NULL;Y
186;005723;66076;1.00;0.00;PCS;Swingly Boham;2014-09-09 11:28:23.563;NULL;NULL;Y
187;005723;66077;1.00;0.00;PCS;Swingly Boham;2014-09-09 11:28:23.563;NULL;NULL;Y
188;005723;66078;1.00;0.00;PCS;Swingly Boham;2014-09-09 11:28:23.567;NULL;NULL;Y
189;005724;70126;20.00;80.00;KGS;Swingly Boham;2014-09-09 11:34:37.737;NULL;NULL;Y
190;006517;51458;3.00;144.00;BAGS;Dewi;2014-09-09 11:53:49.547;NULL;NULL;Y
191;006517;52401;3.00;-21.00;SCHT;Dewi;2014-09-09 11:53:49.550;NULL;NULL;Y
192;005004;99842;4.00;4.00;UNIT;Varry Antameng;2014-09-09 12:03:11.377;NULL;NULL;Y
193;005725;63358;3.00;0.00;PCS;Swingly Boham;2014-09-09 13:23:01.087;NULL;NULL;Y
194;005726;60064;3.00;66.00;SACK;Swingly Boham;2014-09-09 13:38:39.493;NULL;NULL;Y
195;006518;90839;11.00;160.00;PCS;Dewi;2014-09-09 13:41:17.567;NULL;NULL;Y
196;006519;52364;1.00;71.00;PCS;Dewi;2014-09-09 14:00:29.120;NULL;NULL;Y
197;006519;90117;1.00;482.00;PCS;Dewi;2014-09-09 14:00:29.127;NULL;NULL;Y
198;006519;51313;1.00;0.00;PCS;Dewi;2014-09-09 14:00:29.127;NULL;NULL;Y
199;006519;52346;1.00;809.00;PCS;Dewi;2014-09-09 14:00:29.127;NULL;NULL;Y
200;006520;52364;2.00;71.00;PCS;Dewi;2014-09-09 14:02:58.977;NULL;NULL;Y
201;006520;90117;2.00;482.00;PCS;Dewi;2014-09-09 14:02:58.980;NULL;NULL;Y
202;006520;51313;2.00;0.00;PCS;Dewi;2014-09-09 14:02:58.983;NULL;NULL;Y
203;006520;52346;2.00;809.00;PCS;Dewi;2014-09-09 14:02:58.983;NULL;NULL;Y
204;006521;51458;4.00;141.00;BAGS;Dewi;2014-09-09 14:04:28.997;NULL;NULL;Y
205;006522;52364;2.00;71.00;PCS;Dewi;2014-09-09 14:06:25.537;NULL;NULL;Y
206;006522;90117;2.00;482.00;PCS;Dewi;2014-09-09 14:06:25.540;NULL;NULL;Y
207;006522;51313;2.00;0.00;PCS;Dewi;2014-09-09 14:06:25.543;NULL;NULL;Y
208;006522;52346;2.00;809.00;PCS;Dewi;2014-09-09 14:06:25.543;NULL;NULL;Y
209;006523;52364;2.00;71.00;PCS;Dewi;2014-09-09 14:13:00.503;NULL;NULL;Y
210;006523;90117;2.00;482.00;PCS;Dewi;2014-09-09 14:13:00.507;NULL;NULL;Y
211;006523;51313;2.00;0.00;PCS;Dewi;2014-09-09 14:13:00.507;NULL;NULL;Y
212;006523;52346;2.00;809.00;PCS;Dewi;2014-09-09 14:13:00.510;NULL;NULL;Y
213;005727;60266;4.00;0.00;PCS;Swingly Boham;2014-09-09 14:25:55.403;NULL;NULL;Y
214;006524;52364;1.00;69.00;PCS;Dewi;2014-09-09 14:34:51.027;NULL;NULL;Y
215;006524;90117;1.00;480.00;PCS;Dewi;2014-09-09 14:34:51.030;NULL;NULL;Y
216;006524;51313;1.00;-2.00;PCS;Dewi;2014-09-09 14:34:51.030;NULL;NULL;Y
217;006524;52346;1.00;807.00;PCS;Dewi;2014-09-09 14:34:51.033;NULL;NULL;Y
218;005728;60266;4.00;0.00;PCS;Swingly Boham;2014-09-09 14:34:56.423;NULL;NULL;Y
219;006525;50046;1.00;-2.00;PCS;Dewi;2014-09-09 14:47:16.920;NULL;NULL;Y
220;006525;90840;1.00;144.00;PCS;Dewi;2014-09-09 14:47:16.923;NULL;NULL;Y
221;006526;52364;1.00;68.00;PCS;Dewi;2014-09-09 15:44:49.917;NULL;NULL;Y
222;006526;51313;1.00;-3.00;PCS;Dewi;2014-09-09 15:44:49.920;NULL;NULL;Y
223;006526;52346;1.00;806.00;PCS;Dewi;2014-09-09 15:44:49.923;NULL;NULL;Y
224;006527;91117;700.00;700.00;PCS;Dewi;2014-09-09 16:19:45.467;NULL;NULL;Y
225;006528;52613;178.00;178.00;PCS;Dewi;2014-09-09 16:20:32.107;NULL;NULL;Y
226;006529;50159;16.00;16.00;PCS;Dewi;2014-09-09 16:21:35.810;NULL;NULL;Y
227;005730;64838;1.00;0.00;UNIT;Swingly Boham;2014-09-10 08:28:58.977;NULL;NULL;Y
228;005732;60083;1.00;0.00;PACK;Swingly Boham;2014-09-10 08:36:17.490;NULL;NULL;Y
229;006530;51458;3.00;125.00;BAGS;Dewi;2014-09-10 08:44:04.467;NULL;NULL;Y
230;006530;52401;3.00;-31.00;SCHT;Dewi;2014-09-10 08:44:04.473;NULL;NULL;Y
231;006530;50003;2.00;123.00;CASE;Dewi;2014-09-10 08:44:04.473;NULL;NULL;Y
232;006531;90129;1.00;4.00;REAMS;Dewi;2014-09-10 08:48:44.110;NULL;NULL;Y
233;006532;51458;4.00;125.00;BAGS;Dewi;2014-09-10 08:50:41.590;NULL;NULL;Y
234;006533;51458;4.00;125.00;BAGS;Dewi;2014-09-10 08:52:46.377;NULL;NULL;Y
235;006533;52401;2.00;-31.00;SCHT;Dewi;2014-09-10 08:52:46.397;NULL;NULL;Y
236;006533;50880;30.00;72.00;PCS;Dewi;2014-09-10 08:52:46.397;NULL;NULL;Y
237;006534;10003;120.00;21.00;KGS;Dewi;2014-09-10 08:54:20.227;NULL;NULL;Y
238;006534;10004;125.00;5.00;KGS;Dewi;2014-09-10 08:54:20.233;NULL;NULL;Y
239;006535;10007;7500.00;0.00;MT;Dewi;2014-09-10 08:55:32.670;NULL;NULL;Y
240;006535;10002;2750.00;57.00;MT;Dewi;2014-09-10 08:55:32.673;NULL;NULL;Y
241;006536;20001;1752.00;16.00;PCS;Dewi;2014-09-10 08:57:19.147;NULL;NULL;Y
242;006537;20002;117752.00;243.00;PCS;Dewi;2014-09-10 08:58:52.083;NULL;NULL;Y
243;006537;20010;116430.00;212.00;PCS;Dewi;2014-09-10 08:58:52.087;NULL;NULL;Y
244;006538;20025;2667.00;0.00;PCS;Dewi;2014-09-10 09:01:04.603;NULL;NULL;Y
245;006539;20035;56203.00;972.00;PCS;Dewi;2014-09-10 09:02:07.397;NULL;NULL;Y
246;005292;90255;3.00;12.00;PCS;Wensi Saranggi;2014-09-10 09:10:52.677;NULL;NULL;Y
247;005292;90256;3.00;13.00;PCS;Wensi Saranggi;2014-09-10 09:10:52.680;NULL;NULL;Y
248;005292;92134;1.00;0.00;DOS;Wensi Saranggi;2014-09-10 09:10:52.680;NULL;NULL;Y
249;006540;90099;600.00;1.00;PCS;Dewi;2014-09-10 09:39:46.420;NULL;NULL;Y
250;006540;90162;10.00;30.00;PADS;Dewi;2014-09-10 09:39:46.427;NULL;NULL;Y
251;005733;63017;1.00;0.00;TBG;Swingly Boham;2014-09-10 09:43:38.353;NULL;NULL;Y
252;006541;50071;50.00;0.00;MTR;Dewi;2014-09-10 09:47:03.487;NULL;NULL;Y
253;005734;62408;4.00;5.00;PAILS;Swingly Boham;2014-09-10 10:17:38.640;NULL;NULL;Y
254;005734;60439;4.00;3.00;PCS;Swingly Boham;2014-09-10 10:17:38.643;NULL;NULL;Y
255;005734;60440;4.00;0.00;PCS;Swingly Boham;2014-09-10 10:17:38.647;NULL;NULL;Y
256;005734;62404;4.00;12.00;PCS;Swingly Boham;2014-09-10 10:17:38.647;NULL;NULL;Y
257;005735;51458;1.00;122.00;BAGS;Swingly Boham;2014-09-10 10:21:41.023;NULL;NULL;Y
258;005736;90580;50.00;0.00;PCS;Swingly Boham;2014-09-10 10:43:15.257;NULL;NULL;Y
259;005347;90082;10.00;0.00;PCS;Rizal Sinadia;2014-09-10 10:58:17.417;NULL;NULL;Y
260;005347;90088;2.00;50.00;PADS;Rizal Sinadia;2014-09-10 10:58:17.423;NULL;NULL;Y
261;005347;91100;5.00;8.00;BTL;Rizal Sinadia;2014-09-10 10:58:17.423;NULL;NULL;Y
262;005347;90257;3.00;13.00;PCS;Rizal Sinadia;2014-09-10 10:58:17.427;NULL;NULL;Y
263;005347;90650;3.00;0.00;REAMS;Rizal Sinadia;2014-09-10 10:58:17.427;NULL;NULL;Y
264;005347;90812;4.00;14.00;REAMS;Rizal Sinadia;2014-09-10 10:58:17.430;NULL;NULL;Y
265;005737;60083;2.00;-1.00;PACK;Swingly Boham;2014-09-10 13:26:20.917;NULL;NULL;Y
266;005738;60064;2.00;63.00;SACK;Swingly Boham;2014-09-10 13:32:59.503;NULL;NULL;Y
267;003143;99979;1.00;19.00;PCS;Merlin Kapojos;2014-09-10 14:07:54.057;NULL;NULL;Y
268;003143;99978;3.00;-6.00;PCS;Merlin Kapojos;2014-09-10 14:07:54.060;NULL;NULL;Y
269;003143;92108;1.00;-2.00;DOS;Merlin Kapojos;2014-09-10 14:07:54.060;NULL;NULL;Y
