id;sws_code;product_code;qty;soh;uom;created_by;created_date;updated_by;updated_date;is_active
7202;7033D0000109;10009;40.00;7.00;KGS;Dewi;2015-02-06 08:29:19.600;NULL;NULL;Y
7203;7033D0000109;10004;125.00;17.00;KGS;Dewi;2015-02-06 08:29:19.607;NULL;NULL;Y
7204;7033D0000110;10007;2000.00;-129.00;MT;Dewi;2015-02-06 08:29:51.507;NULL;NULL;Y
7205;7033D0000111;51585;1.00;29.00;BTL;Dewi;2015-02-06 08:30:33.537;NULL;NULL;Y
7206;7033D0000112;20001;2844.00;217.00;SET;Dewi;2015-02-06 08:31:27.193;NULL;NULL;Y
7207;7033D0000113;20002;18072.00;1.00;PCS;Dewi;2015-02-06 08:32:29.707;NULL;NULL;Y
7208;7033D0000113;20010;18095.00;-1.00;PCS;Dewi;2015-02-06 08:32:29.713;NULL;NULL;Y
7209;7033D0000114;20021;6491.00;134.00;SETS;Dewi;2015-02-06 08:33:46.720;NULL;NULL;Y
7210;7033D0000114;20076;6345.00;-36.00;PCS;Dewi;2015-02-06 08:33:46.727;NULL;NULL;Y
7211;7033D0000115;20030;14056.00;134.00;SETS;Dewi;2015-02-06 08:34:48.510;NULL;NULL;Y
7212;7033D0000115;20075;13340.00;-87.00;PCS;Dewi;2015-02-06 08:34:48.517;NULL;NULL;Y
7213;70440000036;90706;2.00;2.00;PCS;Anita Walean;2015-02-06 08:39:21.300;NULL;NULL;Y
7214;70440000036;91089;2.00;2.00;PCS;Anita Walean;2015-02-06 08:39:21.307;NULL;NULL;Y
7215;70440000036;90203;1.00;1.00;PACK;Anita Walean;2015-02-06 08:39:21.310;NULL;NULL;Y
7216;70440000036;90100;3.00;62.00;PADS;Anita Walean;2015-02-06 08:39:21.310;NULL;NULL;Y
7217;70440000036;90517;2.00;59.00;PADS;Anita Walean;2015-02-06 08:39:21.313;NULL;NULL;Y
7218;70440000036;91100;1.00;7.00;BTL;Anita Walean;2015-02-06 08:39:21.317;NULL;NULL;Y
7219;70440000036;91003;2.00;34.00;DOS;Anita Walean;2015-02-06 08:39:21.320;NULL;NULL;Y
7220;70480000012;51587;1.00;4.00;PCS;Wensi Saranggi;2015-02-06 09:24:25.567;NULL;NULL;Y
7221;70480000012;90048;10.00;0.00;BOX;Wensi Saranggi;2015-02-06 09:24:25.573;NULL;NULL;Y
7222;70460000191;62529;4.00;-2.00;PCS;Irwan;2015-02-06 09:36:48.637;NULL;NULL;Y
7223;70460000192;61879;1.00;0.00;PCS;Irwan;2015-02-06 10:08:31.993;NULL;NULL;Y
7224;70520000006;90533;1.00;0.00;BOX;Viven Pungus;2015-02-06 10:21:56.357;NULL;NULL;Y
7225;70520000006;90871;40.00;213.00;PCS;Viven Pungus;2015-02-06 10:21:56.363;NULL;NULL;Y
7226;70520000006;90616;3.00;27.00;PCS;Viven Pungus;2015-02-06 10:21:56.367;NULL;NULL;Y
7227;70520000006;90069;1.00;31.00;PACK;Viven Pungus;2015-02-06 10:21:56.367;NULL;NULL;Y
7228;70460000193;60213;3.00;41.00;PCS;Irwan;2015-02-06 10:27:23.713;NULL;NULL;Y
7229;70480000013;52401;1.00;81.00;SCHT;Wensi Saranggi;2015-02-06 10:58:16.520;NULL;NULL;Y
7230;70480000013;90069;1.00;30.00;PACK;Wensi Saranggi;2015-02-06 10:58:16.527;NULL;NULL;Y
7231;70440000037;52401;2.00;79.00;SCHT;Anita Walean;2015-02-06 14:08:42.543;NULL;NULL;Y
7232;70440000037;90069;1.00;30.00;PACK;Anita Walean;2015-02-06 14:08:42.550;NULL;NULL;Y
7233;70440000038;60064;100.00;344.00;SACK;Anita Walean;2015-02-06 14:11:00.280;NULL;NULL;Y
7234;70480000014;50258;1.00;1.00;PCS;Wensi Saranggi;2015-02-06 14:33:07.550;NULL;NULL;Y
7235;70480000014;90609;1.00;3.00;PCS;Wensi Saranggi;2015-02-06 14:33:07.557;NULL;NULL;Y
7236;70480000014;53246;5.00;5.00;PCS;Wensi Saranggi;2015-02-06 14:33:07.557;NULL;NULL;Y
7237;70480000014;90831;10.00;2.00;PACKS;Wensi Saranggi;2015-02-06 14:33:07.557;NULL;NULL;Y
7238;70480000014;30394;1.00;0.00;UNIT;Wensi Saranggi;2015-02-06 14:33:07.560;NULL;NULL;Y
7239;70480000014;90395;1.00;1.00;SET;Wensi Saranggi;2015-02-06 14:33:07.560;NULL;NULL;Y
7240;70460000194;65769;1.00;25.00;PCS;Irwan;2015-02-06 14:47:11.937;NULL;NULL;Y
7241;70340000022;90210;13.00;13.00;BOX;Dewi;2015-02-06 15:44:39.493;NULL;NULL;Y
7242;70340000022;90561;4.00;4.00;TINS;Dewi;2015-02-06 15:44:39.497;NULL;NULL;Y
7243;70340000022;90569;8.00;8.00;BOX;Dewi;2015-02-06 15:44:39.500;NULL;NULL;Y
7244;70340000022;90566;2.00;2.00;BOX;Dewi;2015-02-06 15:44:39.500;NULL;NULL;Y
7245;70340000022;52499;1.00;1.00;PCS;Dewi;2015-02-06 15:44:39.503;NULL;NULL;Y
7246;70420000014;60013;445.00;445.00;LTR;Uwen;2015-02-07 07:16:18.227;NULL;NULL;Y
7247;70460000195;60621;3.00;1.00;LE;Irwan;2015-02-07 09:05:23.967;NULL;NULL;Y
7248;70460000196;50880;3.00;93.00;PCS;Irwan;2015-02-07 09:09:58.937;NULL;NULL;Y
7249;70460000197;65203;6.00;8.00;SHEETS;Swingly Boham;2015-02-07 09:18:15.157;NULL;NULL;Y
7250;70460000197;81909;65.00;65.00;SHEET;Swingly Boham;2015-02-07 09:18:15.163;NULL;NULL;Y
7251;70460000197;64556;10.00;12.00;KGS;Swingly Boham;2015-02-07 09:18:15.167;NULL;NULL;Y
7252;70460000198;60234;13.00;22.00;LGTS;Irwan;2015-02-07 09:21:08.570;NULL;NULL;Y
7253;70460000198;62676;25.00;25.00;LGTS;Irwan;2015-02-07 09:21:08.573;NULL;NULL;Y
7254;70460000198;61738;24.00;-15.00;LE;Irwan;2015-02-07 09:21:08.577;NULL;NULL;Y
7255;70460000198;60733;1.00;35.00;PCS;Irwan;2015-02-07 09:21:08.577;NULL;NULL;Y
7256;70460000198;69723;2.00;3.00;LE;Irwan;2015-02-07 09:21:08.580;NULL;NULL;Y
7257;70460000199;61724;7.00;0.00;LGTS;Irwan;2015-02-07 09:25:18.657;NULL;NULL;Y
7258;70460000199;60234;13.00;22.00;LGTS;Irwan;2015-02-07 09:25:18.663;NULL;NULL;Y
7259;70460000199;62676;25.00;25.00;LGTS;Irwan;2015-02-07 09:25:18.667;NULL;NULL;Y
7260;70460000199;61738;24.00;-15.00;LE;Irwan;2015-02-07 09:25:18.667;NULL;NULL;Y
7261;70460000199;60733;1.00;35.00;PCS;Irwan;2015-02-07 09:25:18.670;NULL;NULL;Y
7262;70460000199;69723;2.00;3.00;LE;Irwan;2015-02-07 09:25:18.670;NULL;NULL;Y
7263;70460000200;60203;8.00;0.00;LGTS;Swingly Boham;2015-02-07 09:33:52.773;NULL;NULL;Y
7264;70460000200;61837;5.00;87.00;LE;Swingly Boham;2015-02-07 09:33:52.777;NULL;NULL;Y
7265;70460000200;62476;5.00;0.00;KGS;Swingly Boham;2015-02-07 09:33:52.780;NULL;NULL;Y
7266;70460000200;60064;5.00;144.00;SACK;Swingly Boham;2015-02-07 09:33:52.780;NULL;NULL;Y
7267;7033E0000044;51458;1.00;40.00;BAGS;Dewi;2015-02-07 09:47:06.493;NULL;NULL;Y
7268;7033E0000044;52401;1.00;79.00;SCHT;Dewi;2015-02-07 09:47:06.497;NULL;NULL;Y
7269;7033E0000045;51458;3.00;40.00;BAGS;Dewi;2015-02-07 09:51:43.837;NULL;NULL;Y
7270;7033E0000045;52401;1.00;79.00;SCHT;Dewi;2015-02-07 09:51:43.843;NULL;NULL;Y
7271;70460000201;61337;4.00;108.00;KGS;Rudy Mandagie;2015-02-07 10:45:43.237;NULL;NULL;Y
7272;70460000202;65845;1.00;1.00;UNIT;Swingly Boham;2015-02-07 11:12:10.857;NULL;NULL;Y
7273;7033F0000005;51458;1.00;40.00;BAGS;Dewi;2015-02-07 11:39:28.667;NULL;NULL;Y
7274;7033F0000006;52401;1.00;79.00;SCHT;Dewi;2015-02-07 11:44:04.253;NULL;NULL;Y
7275;70440000039;10023;40.00;1.00;KGS;Anita Walean;2015-02-07 13:43:29.263;NULL;NULL;Y
7276;70460000203;70125;20.00;238.00;KGS;Swingly Boham;2015-02-09 08:27:03.297;NULL;NULL;Y
7277;70440000040;90069;1.00;30.00;PACK;Anita Walean;2015-02-09 08:43:36.743;NULL;NULL;Y
7278;70440000040;90895;1.00;-4.00;DOS;Anita Walean;2015-02-09 08:43:36.747;NULL;NULL;Y
7279;7033D0000116;51458;3.00;40.00;BAGS;Dewi;2015-02-09 08:52:56.627;NULL;NULL;Y
7280;7033D0000116;52401;3.00;79.00;SCHT;Dewi;2015-02-09 08:52:56.633;NULL;NULL;Y
7281;70340000023;52401;1.00;79.00;SCHT;Dewi;2015-02-09 08:54:07.910;NULL;NULL;Y
7282;7033E0000046;51458;3.00;40.00;BAGS;Dewi;2015-02-09 08:55:16.773;NULL;NULL;Y
7283;7033E0000046;52401;2.00;79.00;SCHT;Dewi;2015-02-09 08:55:16.780;NULL;NULL;Y
7284;7033C0000023;51458;3.00;40.00;BAGS;Dewi;2015-02-09 08:56:14.827;NULL;NULL;Y
7285;7033D0000117;51585;1.00;28.00;BTL;Dewi;2015-02-09 08:56:59.827;NULL;NULL;Y
7286;7033D0000118;20001;6276.00;215.00;SET;Dewi;2015-02-09 08:58:35.390;NULL;NULL;Y
7287;7033D0000119;20002;48608.00;1.00;PCS;Dewi;2015-02-09 08:59:57.737;NULL;NULL;Y
7288;7033D0000119;20010;48175.00;-1.00;PCS;Dewi;2015-02-09 08:59:57.740;NULL;NULL;Y
7289;7033D0000120;20021;4219.00;127.00;SETS;Dewi;2015-02-09 09:01:40.477;NULL;NULL;Y
7290;7033D0000120;20076;3710.00;-42.00;PCS;Dewi;2015-02-09 09:01:40.483;NULL;NULL;Y
7291;70480000015;90299;20.00;105.00;PCS;Wensi Saranggi;2015-02-09 09:24:36.620;NULL;NULL;Y
7292;70480000015;90266;2.00;0.00;PCS;Wensi Saranggi;2015-02-09 09:24:36.623;NULL;NULL;Y
7293;70480000015;90267;2.00;0.00;PCS;Wensi Saranggi;2015-02-09 09:24:36.627;NULL;NULL;Y
7294;70480000015;52401;1.00;79.00;SCHT;Wensi Saranggi;2015-02-09 09:24:36.627;NULL;NULL;Y
7295;70480000015;90069;1.00;29.00;PACK;Wensi Saranggi;2015-02-09 09:24:36.630;NULL;NULL;Y
7296;70630000018;50259;200.00;5.00;PCS;Taufik Ramadhani;2015-02-09 09:26:04.527;NULL;NULL;Y
7297;70630000018;50044;4.00;5.00;ROLL;Taufik Ramadhani;2015-02-09 09:26:04.533;NULL;NULL;Y
7298;70460000204;70127;20.00;159.00;KGS;Swingly Boham;2015-02-09 09:51:37.207;NULL;NULL;Y
7299;70460000205;60064;5.00;139.00;SACK;Swingly Boham;2015-02-09 09:53:39.907;NULL;NULL;Y
7300;70460000206;63981;1.00;0.00;PCS;Swingly Boham;2015-02-09 10:42:02.437;NULL;NULL;Y
7301;70460000206;69469;1.00;4.00;PCS;Swingly Boham;2015-02-09 10:42:02.443;NULL;NULL;Y
7302;70460000206;63019;1.00;9.00;PCS;Swingly Boham;2015-02-09 10:42:02.447;NULL;NULL;Y
7303;70460000206;61154;2.00;0.00;PCS;Swingly Boham;2015-02-09 10:42:02.447;NULL;NULL;Y
7304;70460000206;62709;1.00;3.00;LE;Swingly Boham;2015-02-09 10:42:02.447;NULL;NULL;Y
7305;70460000207;65989;1.00;1.00;PCS;Swingly Boham;2015-02-09 10:45:12.083;NULL;NULL;Y
7306;70460000208;90255;1.00;35.00;PCS;Swingly Boham;2015-02-09 11:09:02.080;NULL;NULL;Y
7307;70460000208;90256;1.00;49.00;PCS;Swingly Boham;2015-02-09 11:09:02.087;NULL;NULL;Y
7308;70460000208;90421;3.00;3.00;PCS;Swingly Boham;2015-02-09 11:09:02.087;NULL;NULL;Y
7309;70460000209;63321;1.00;60.00;TIN;Rudy Mandagie;2015-02-09 11:22:18.733;NULL;NULL;Y
7310;70460000210;65024;1.00;11.00;TINS;Swingly Boham;2015-02-09 11:30:42.400;NULL;NULL;Y
7311;70460000210;64385;1.00;56.00;TINS;Swingly Boham;2015-02-09 11:30:42.407;NULL;NULL;Y
7312;70460000210;50015;1.00;14.00;TIN;Swingly Boham;2015-02-09 11:30:42.410;NULL;NULL;Y
7313;70460000210;81907;7.00;-2.00;PCS;Swingly Boham;2015-02-09 11:30:42.410;NULL;NULL;Y
7314;70320000005;90300;5.00;-5.00;PADS;Dewi;2015-02-09 13:47:56.183;NULL;NULL;Y
7315;70440000041;90732;1.00;1.00;BOX;Anita Walean;2015-02-09 15:16:29.137;NULL;NULL;Y
7316;70440000041;90663;1.00;1.00;PCS;Anita Walean;2015-02-09 15:16:29.140;NULL;NULL;Y
7317;70480000016;99978;2.00;18.00;PCS;Wensi Saranggi;2015-02-09 15:41:24.220;NULL;NULL;Y
7318;7033E0000047;51458;2.00;26.00;BAGS;Dewi;2015-02-10 09:01:35.580;NULL;NULL;Y
7319;7033E0000047;52401;1.00;69.00;SCHT;Dewi;2015-02-10 09:01:35.583;NULL;NULL;Y
7320;7033E0000047;50880;50.00;90.00;PCS;Dewi;2015-02-10 09:01:35.587;NULL;NULL;Y
7321;7033D0000121;10009;60.00;7.00;KGS;Dewi;2015-02-10 09:04:30.630;NULL;NULL;Y
7322;7033D0000121;10004;75.00;17.00;KGS;Dewi;2015-02-10 09:04:30.637;NULL;NULL;Y
7323;7033D0000122;10007;1600.00;-131.00;MT;Dewi;2015-02-10 09:06:13.367;NULL;NULL;Y
7324;7033D0000122;10002;800.00;-63.00;MT;Dewi;2015-02-10 09:06:13.373;NULL;NULL;Y
7325;7033D0000123;10023;300.00;1.00;KGS;Dewi;2015-02-10 09:07:01.457;NULL;NULL;Y
7326;70460000211;50007;1.00;-3.00;TIN;Swingly Boham;2015-02-10 09:15:30.150;NULL;NULL;Y
7327;70460000211;50015;1.00;13.00;TIN;Swingly Boham;2015-02-10 09:15:30.157;NULL;NULL;Y
7328;70460000211;60545;1.00;4.00;PCS;Swingly Boham;2015-02-10 09:15:30.157;NULL;NULL;Y
7329;70460000212;60522;10.00;-38.00;PCS;Swingly Boham;2015-02-10 09:19:44.767;NULL;NULL;Y
7330;70460000212;63921;1.00;0.00;LE;Swingly Boham;2015-02-10 09:19:44.773;NULL;NULL;Y
7331;70460000212;60621;3.00;0.00;LE;Swingly Boham;2015-02-10 09:19:44.777;NULL;NULL;Y
7332;70460000213;50012;3.00;3.00;Tins;Swingly Boham;2015-02-10 09:36:06.650;NULL;NULL;Y
7333;70460000213;50015;1.00;13.00;TIN;Swingly Boham;2015-02-10 09:36:06.657;NULL;NULL;Y
7334;70460000213;60545;1.00;4.00;PCS;Swingly Boham;2015-02-10 09:36:06.660;NULL;NULL;Y
7335;70500000002;99978;4.00;16.00;PCS;Erni Ending;2015-02-10 10:09:30.490;NULL;NULL;Y
7336;70500000002;99979;2.00;33.00;PCS;Erni Ending;2015-02-10 10:09:30.513;NULL;NULL;Y
7337;70460000214;60089;5.00;63.00;KGS;Swingly Boham;2015-02-10 10:23:31.273;NULL;NULL;Y
7338;70460000215;60467;9.00;-102.00;BOX;Eduard Civil;2015-02-10 10:39:15.780;NULL;NULL;Y
7339;70460000216;63765;44.00;44.00;BOXES;Eduard Civil;2015-02-10 10:45:04.717;NULL;NULL;Y
7340;70400000011;50001;161.00;695.00;0;Jelita;2015-02-10 11:46:09.320;NULL;NULL;Y
7341;70460000217;60203;10.00;0.00;LGTS;Eduard Civil;2015-02-10 12:01:51.547;NULL;NULL;Y
7342;70460000217;61837;97.00;87.00;LE;Eduard Civil;2015-02-10 12:01:51.553;NULL;NULL;Y
7343;70460000217;62476;10.00;0.00;KGS;Eduard Civil;2015-02-10 12:01:51.557;NULL;NULL;Y
7344;70420000015;30076;3400.00;37.00;PCS;Ana;2015-02-10 13:09:06.897;NULL;NULL;Y
7345;70420000016;51587;3.00;3.00;PCS;Jelita;2015-02-10 14:46:41.420;NULL;NULL;Y
7346;70420000017;50044;288.00;5.00;ROLL;Jelita;2015-02-10 14:49:46.740;NULL;NULL;Y
7347;70420000017;50314;25.00;1.00;KGS;Jelita;2015-02-10 14:49:46.747;NULL;NULL;Y
7348;70420000017;50805;40.00;1.00;KGS;Jelita;2015-02-10 14:49:46.750;NULL;NULL;Y
7349;70420000017;52615;50.00;467.00;PACK;Jelita;2015-02-10 14:49:46.750;NULL;NULL;Y
7350;70630000019;90359;1.00;1.00;PCS;Taufik Ramadhani;2015-02-10 15:21:34.543;NULL;NULL;Y
7351;70630000019;90307;1.00;1.00;PCS;Taufik Ramadhani;2015-02-10 15:21:34.547;NULL;NULL;Y
7352;70630000019;90360;1.00;1.00;PCS;Taufik Ramadhani;2015-02-10 15:21:34.550;NULL;NULL;Y
7353;70630000019;90308;1.00;1.00;PCS;Taufik Ramadhani;2015-02-10 15:21:34.550;NULL;NULL;Y
7354;70460000218;60064;100.00;134.00;SACK;Swingly Boham;2015-02-11 08:31:05.397;NULL;NULL;Y
7355;70460000219;60064;34.00;134.00;SACK;Swingly Boham;2015-02-11 08:35:27.327;NULL;NULL;Y
7356;70520000007;91003;5.00;32.00;DOS;Viven Pungus;2015-02-11 09:06:50.623;NULL;NULL;Y
7357;70520000007;50044;1.00;5.00;ROLL;Viven Pungus;2015-02-11 09:06:50.627;NULL;NULL;Y
7358;70520000007;90055;10.00;152.00;PCS;Viven Pungus;2015-02-11 09:06:50.630;NULL;NULL;Y
7359;70520000007;90886;1.00;223.00;PCS;Viven Pungus;2015-02-11 09:06:50.630;NULL;NULL;Y
7360;70520000007;90257;3.00;15.00;PCS;Viven Pungus;2015-02-11 09:06:50.633;NULL;NULL;Y
7361;70440000042;50227;1.00;0.00;KGS;Anita Walean;2015-02-11 09:11:49.060;NULL;NULL;Y
7362;70340000024;99978;2.00;12.00;PCS;Dewi;2015-02-11 09:24:17.667;NULL;NULL;Y
7363;70340000024;99979;2.00;31.00;PCS;Dewi;2015-02-11 09:24:17.670;NULL;NULL;Y
7364;70630000020;90303;200.00;4.00;PCS;Taufik Ramadhani;2015-02-11 09:24:28.070;NULL;NULL;Y
7365;70630000020;30061;100.00;3.00;PCS;Taufik Ramadhani;2015-02-11 09:24:28.077;NULL;NULL;Y
7366;70630000020;50044;3.00;5.00;ROLL;Taufik Ramadhani;2015-02-11 09:24:28.077;NULL;NULL;Y
7367;70630000021;50259;200.00;5.00;PCS;Taufik Ramadhani;2015-02-11 09:25:23.783;NULL;NULL;Y
7368;70630000021;50044;3.00;5.00;ROLL;Taufik Ramadhani;2015-02-11 09:25:23.787;NULL;NULL;Y
7369;70480000017;90069;1.00;28.00;PACK;Wensi Saranggi;2015-02-11 09:28:11.250;NULL;NULL;Y
7370;70480000017;90502;2.00;24.00;PCS;Wensi Saranggi;2015-02-11 09:28:11.257;NULL;NULL;Y
7371;70480000017;90255;2.00;34.00;PCS;Wensi Saranggi;2015-02-11 09:28:11.257;NULL;NULL;Y
7372;7033E0000048;51458;1.00;152.00;BAGS;Dewi;2015-02-11 09:52:31.700;NULL;NULL;Y
7373;7033E0000048;52401;1.00;68.00;SCHT;Dewi;2015-02-11 09:52:31.703;NULL;NULL;Y
7374;70400000012;50805;40.00;1.00;KGS;Jelita;2015-02-11 10:14:28.740;NULL;NULL;Y
7375;70400000012;52615;10.00;417.00;PACK;Jelita;2015-02-11 10:14:28.747;NULL;NULL;Y
7376;70400000013;50001;50.00;534.00;0;Jelita;2015-02-11 10:17:31.413;NULL;NULL;Y
7377;70400000013;50015;2.00;12.00;TIN;Jelita;2015-02-11 10:17:31.417;NULL;NULL;Y
7378;70420000018;90255;3.00;32.00;PCS;Jelita;2015-02-11 10:21:43.867;NULL;NULL;Y
7379;70420000018;90256;3.00;48.00;PCS;Jelita;2015-02-11 10:21:43.873;NULL;NULL;Y
7380;70460000220;50125;400.00;450.00;BAGS;Swingly Boham;2015-02-11 10:24:33.337;NULL;NULL;Y
7381;70460000221;65911;5.00;0.00;KGS;Swingly Boham;2015-02-11 10:39:19.983;NULL;NULL;Y
7382;7033E0000049;50943;1.00;40.00;PCS;Dewi;2015-02-11 11:15:08.660;NULL;NULL;Y
7383;70440000043;52401;2.00;67.00;SCHT;Anita Walean;2015-02-11 11:23:16.880;NULL;NULL;Y
7384;70460000222;66591;1.00;1.00;SET;Swingly Boham;2015-02-11 11:44:05.747;NULL;NULL;Y
7385;70340000025;90812;4.00;34.00;REAMS;Dewi;2015-02-11 11:58:27.507;NULL;NULL;Y
7386;70340000025;90255;1.00;29.00;PCS;Dewi;2015-02-11 11:58:27.510;NULL;NULL;Y
7387;70460000223;65808;900.00;900.00;METERS;Swingly Boham;2015-02-11 12:53:13.260;NULL;NULL;Y
7388;70630000022;90360;1000.00;1.00;PCS;Taufik Ramadhani;2015-02-11 14:14:22.673;NULL;NULL;Y
7389;70630000022;90308;1000.00;1.00;PCS;Taufik Ramadhani;2015-02-11 14:14:22.680;NULL;NULL;Y
7390;70630000022;90363;1000.00;1.00;PCS;Taufik Ramadhani;2015-02-11 14:14:22.683;NULL;NULL;Y
7391;70630000022;90359;1000.00;1.00;PCS;Taufik Ramadhani;2015-02-11 14:14:22.687;NULL;NULL;Y
7392;70630000022;90307;1000.00;1.00;PCS;Taufik Ramadhani;2015-02-11 14:14:22.687;NULL;NULL;Y
7393;70460000224;66090;1.00;0.00;PCS;Swingly Boham;2015-02-11 14:20:48.297;NULL;NULL;Y
7394;70460000225;90616;5.00;24.00;PCS;Swingly Boham;2015-02-11 14:25:50.527;NULL;NULL;Y
7395;70460000226;61180;1.00;1.00;PCS;Swingly Boham;2015-02-11 14:30:37.903;NULL;NULL;Y
7396;70400000014;50317;3.00;-3.00;PCS;Jelita;2015-02-11 15:51:44.667;NULL;NULL;Y
7397;70400000014;50291;1.00;52.00;PCS;Jelita;2015-02-11 15:51:44.670;NULL;NULL;Y
7398;70400000014;52353;1.00;41.00;PCS;Jelita;2015-02-11 15:51:44.670;NULL;NULL;Y
7399;70400000014;52401;1.00;65.00;SCHT;Jelita;2015-02-11 15:51:44.673;NULL;NULL;Y
7400;70420000019;51584;1.00;249.00;PAIR;Jelita;2015-02-11 15:53:29.797;NULL;NULL;Y
7401;70400000015;50001;10.00;484.00;0;Jelita;2015-02-11 15:54:04.590;NULL;NULL;Y
7402;70460000227;61372;1.00;3.00;ROLL;Swingly Boham;2015-02-12 08:13:47.287;NULL;NULL;Y
7403;70460000227;63186;2.00;5.00;PCS;Swingly Boham;2015-02-12 08:13:47.333;NULL;NULL;Y
7404;70460000227;63930;1.00;0.00;DOSS;Swingly Boham;2015-02-12 08:13:47.337;NULL;NULL;Y
7405;70440000044;52401;3.00;64.00;SCHT;Anita Walean;2015-02-12 08:23:15.473;NULL;NULL;Y
7406;70440000045;92007;1.00;29.00;DOS;Anita Walean;2015-02-12 08:25:21.347;NULL;NULL;Y
7407;7033C0000024;51458;3.00;151.00;BAGS;Dewi;2015-02-12 08:49:01.713;NULL;NULL;Y
7408;7033C0000024;50217;1.00;112.00;PAILS;Dewi;2015-02-12 08:49:01.720;NULL;NULL;Y
7409;7033D0000124;51458;3.00;151.00;BAGS;Dewi;2015-02-12 08:51:39.990;NULL;NULL;Y
7410;7033D0000124;52401;3.00;64.00;SCHT;Dewi;2015-02-12 08:51:39.997;NULL;NULL;Y
7411;7033D0000124;50003;1.00;87.00;CASE;Dewi;2015-02-12 08:51:39.997;NULL;NULL;Y
7412;70440000046;10023;600.00;740.00;KGS;Anita Walean;2015-02-12 08:53:21.773;NULL;NULL;Y
7413;7033D0000125;90129;1.00;19.00;REAMS;Dewi;2015-02-12 08:54:27.650;NULL;NULL;Y
7414;7033E0000050;51458;2.00;151.00;BAGS;Dewi;2015-02-12 08:59:05.423;NULL;NULL;Y
7415;7033E0000050;52401;1.00;64.00;SCHT;Dewi;2015-02-12 08:59:05.430;NULL;NULL;Y
7416;70370000011;51458;2.00;151.00;BAGS;Dewi;2015-02-12 09:00:22.987;NULL;NULL;Y
7417;70370000011;50011;1.00;85.00;ROLL;Dewi;2015-02-12 09:00:22.997;NULL;NULL;Y
7418;7033D0000126;51585;1.00;27.00;BTL;Dewi;2015-02-12 09:01:34.977;NULL;NULL;Y
7419;7033D0000127;20001;4925.00;222.00;SET;Dewi;2015-02-12 09:02:18.137;NULL;NULL;Y
7420;7033D0000128;20002;94094.00;1.00;PCS;Dewi;2015-02-12 09:03:44.360;NULL;NULL;Y
7421;7033D0000128;20010;93480.00;-1.00;PCS;Dewi;2015-02-12 09:03:44.367;NULL;NULL;Y
7422;70460000228;65342;1.00;-4.00;SETS;Swingly Boham;2015-02-12 09:05:42.407;NULL;NULL;Y
7423;70460000228;63171;1.00;2.00;PCS;Swingly Boham;2015-02-12 09:05:42.413;NULL;NULL;Y
7424;70460000228;64767;1.00;0.00;PCS;Swingly Boham;2015-02-12 09:05:42.417;NULL;NULL;Y
7425;7033D0000129;10009;75.00;7.00;KGS;Dewi;2015-02-12 09:05:43.893;NULL;NULL;Y
7426;7033D0000129;10004;60.00;17.00;KGS;Dewi;2015-02-12 09:05:43.897;NULL;NULL;Y
7427;7033D0000130;10002;400.00;-64.00;MT;Dewi;2015-02-12 09:06:47.283;NULL;NULL;Y
7428;7033D0000130;10007;4400.00;-132.00;MT;Dewi;2015-02-12 09:06:47.290;NULL;NULL;Y
7429;70460000229;90675;2.00;0.00;PACK;Swingly Boham;2015-02-12 13:28:51.147;NULL;NULL;Y
7430;70460000229;62254;1.00;6.00;PCS;Swingly Boham;2015-02-12 13:28:51.153;NULL;NULL;Y
7431;70460000231;65911;5.00;0.00;KGS;Eduard Civil;2015-02-12 14:08:58.267;NULL;NULL;Y
7432;70630000023;50259;200.00;5.00;PCS;Taufik Ramadhani;2015-02-12 14:10:58.320;NULL;NULL;Y
7433;70460000232;62015;1.00;0.00;KGS;Eduard Civil;2015-02-12 15:01:50.747;NULL;NULL;Y
7434;70460000230;62015;1.00;0.00;KGS;Swingly Boham;2015-02-12 15:03:40.060;NULL;NULL;Y
7435;70460000233;65342;1.00;-4.00;SETS;Swingly Boham;2015-02-12 15:10:08.700;NULL;NULL;Y
7436;70460000233;63199;1.00;4.00;PCS;Swingly Boham;2015-02-12 15:10:08.707;NULL;NULL;Y
7437;70460000233;61087;1.00;5.00;PCS;Swingly Boham;2015-02-12 15:10:08.707;NULL;NULL;Y
7438;70460000233;66258;5.00;0.00;PCS;Swingly Boham;2015-02-12 15:10:08.710;NULL;NULL;Y
7439;70460000234;60089;5.00;58.00;KGS;Eduard Civil;2015-02-12 15:41:35.347;NULL;NULL;Y
7440;7033D0000131;10023;200.00;740.00;KGS;Dewi;2015-02-12 16:42:19.183;NULL;NULL;Y
7441;7033D0000132;51458;3.00;141.00;BAGS;Dewi;2015-02-13 08:57:14.417;NULL;NULL;Y
7442;7033D0000132;52401;3.00;57.00;SCHT;Dewi;2015-02-13 08:57:14.557;NULL;NULL;Y
7443;7033C0000025;51458;3.00;141.00;BAGS;Dewi;2015-02-13 09:00:00.123;NULL;NULL;Y
7444;7033E0000051;51458;3.00;141.00;BAGS;Dewi;2015-02-13 09:00:49.793;NULL;NULL;Y
7445;7033E0000051;52401;1.00;57.00;SCHT;Dewi;2015-02-13 09:00:49.800;NULL;NULL;Y
7446;70370000012;51562;1000.00;22.00;PCS;Dewi;2015-02-13 09:07:05.050;NULL;NULL;Y
7447;70370000012;50011;5.00;84.00;ROLL;Dewi;2015-02-13 09:07:05.057;NULL;NULL;Y
