id;prsnumber;canvassername;created_by;created_date;updated_by;updated_date;is_active
5127;70460006666;NULL;Denny Tuhatelu;2016-03-04 11:49:41.097;NULL;NULL;Y
5128;70460006660;NULL;Denny Tuhatelu;2016-03-04 11:50:02.227;NULL;NULL;Y
5129;70460006663;NULL;Denny Tuhatelu;2016-03-04 11:50:29.163;NULL;NULL;Y
5130;70460006659;NULL;Denny Tuhatelu;2016-03-04 11:50:54.260;NULL;NULL;Y
5131;70460006657;NULL;Denny Tuhatelu;2016-03-04 11:51:21.730;NULL;NULL;Y
5132;70460006643;NULL;Denny Tuhatelu;2016-03-04 11:51:41.420;NULL;NULL;Y
5133;70460006646;NULL;Denny Tuhatelu;2016-03-04 11:52:01.827;NULL;NULL;Y
5134;70440006676;NULL;Denny Tuhatelu;2016-03-07 09:44:57.957;NULL;NULL;Y
5135;70420006671;NULL;Denny Tuhatelu;2016-03-07 09:45:25.957;NULL;NULL;Y
5136;70440006675;NULL;Denny Tuhatelu;2016-03-07 09:45:43.113;NULL;NULL;Y
5137;70500006677;NULL;Denny Tuhatelu;2016-03-07 09:46:01.473;NULL;NULL;Y
5138;70460006662;NULL;Denny Tuhatelu;2016-03-07 10:33:35.463;NULL;NULL;Y
5139;70460006661;NULL;Denny Tuhatelu;2016-03-07 10:33:55.450;NULL;NULL;Y
5140;70440006680;NULL;Denny Tuhatelu;2016-03-07 13:19:56.140;NULL;NULL;Y
5141;70460006688;NULL;Denny Tuhatelu;2016-03-07 14:47:37.560;NULL;NULL;Y
5142;70420006638;NULL;Denny Tuhatelu;2016-03-07 14:49:12.757;NULL;NULL;Y
5143;70460006667;NULL;Denny Tuhatelu;2016-03-07 14:51:36.217;NULL;NULL;Y
5144;70460006678;NULL;Denny Tuhatelu;2016-03-07 14:51:56.740;NULL;NULL;Y
5145;70460006674;NULL;Denny Tuhatelu;2016-03-07 14:52:14.743;NULL;NULL;Y
5146;70460006672;NULL;Denny Tuhatelu;2016-03-07 14:52:32.087;Dion Manlapig;2016-03-07 15:58:37.173;N
5147;70460006670;NULL;Denny Tuhatelu;2016-03-07 14:52:51.213;NULL;NULL;Y
5148;70460006681;NULL;Denny Tuhatelu;2016-03-07 14:53:13.873;NULL;NULL;Y
5149;70460006668;NULL;Denny Tuhatelu;2016-03-07 14:53:50.190;NULL;NULL;Y
5150;70420006673;NULL;Denny Tuhatelu;2016-03-08 09:36:03.177;NULL;NULL;Y
5151;70500006694;NULL;Denny Tuhatelu;2016-03-08 13:45:18.470;NULL;NULL;Y
5152;70500006695;NULL;Denny Tuhatelu;2016-03-08 13:45:41.250;NULL;NULL;Y
5153;70500006693;NULL;Denny Tuhatelu;2016-03-08 13:45:57.930;NULL;NULL;Y
5154;70420006690;NULL;Denny Tuhatelu;2016-03-11 09:32:00.847;NULL;NULL;Y
5155;70420006697;NULL;Denny Tuhatelu;2016-03-11 09:32:17.937;NULL;NULL;Y
5156;70420006699;NULL;Denny Tuhatelu;2016-03-11 09:32:31.907;NULL;NULL;Y
5157;70460006691;NULL;Denny Tuhatelu;2016-03-11 09:32:51.627;NULL;NULL;Y
5158;70460006684;NULL;Denny Tuhatelu;2016-03-11 09:33:18.190;NULL;NULL;Y
5159;70460006684;NULL;Denny Tuhatelu;2016-03-11 09:33:48.963;NULL;NULL;Y
5160;70460006684;NULL;Denny Tuhatelu;2016-03-11 09:34:30.140;NULL;NULL;Y
5161;70460006679;NULL;Denny Tuhatelu;2016-03-11 09:35:00.540;NULL;NULL;Y
5162;70460006683;NULL;Denny Tuhatelu;2016-03-11 09:35:18.670;NULL;NULL;Y
5163;70420006708;NULL;Denny Tuhatelu;2016-03-11 14:53:18.953;NULL;NULL;Y
5164;70460006716;NULL;Denny Tuhatelu;2016-03-14 16:02:32.030;NULL;NULL;Y
5165;70460006705;NULL;Denny Tuhatelu;2016-03-14 16:02:56.347;NULL;NULL;Y
5166;70460006707;NULL;Denny Tuhatelu;2016-03-14 16:03:34.347;NULL;NULL;Y
5167;70480006702;NULL;Denny Tuhatelu;2016-03-14 16:04:13.700;NULL;NULL;Y
5168;70440006704;NULL;Denny Tuhatelu;2016-03-14 16:04:33.640;NULL;NULL;Y
5169;70420006687;NULL;Denny Tuhatelu;2016-03-14 16:05:54.447;NULL;NULL;Y
5170;70420006715;NULL;Denny Tuhatelu;2016-03-14 16:06:10.230;NULL;NULL;Y
5171;70420006713;NULL;Denny Tuhatelu;2016-03-14 16:06:25.230;NULL;NULL;Y
5172;70420006714;NULL;Denny Tuhatelu;2016-03-14 16:06:41.510;NULL;NULL;Y
5173;70420006689;NULL;Denny Tuhatelu;2016-03-14 16:08:59.930;NULL;NULL;Y
5174;70460006685;NULL;Denny Tuhatelu;2016-03-14 16:09:23.337;NULL;NULL;Y
5175;70460006686;NULL;Denny Tuhatelu;2016-03-14 16:09:47.467;NULL;NULL;Y
5176;70460006698;NULL;Denny Tuhatelu;2016-03-14 16:10:44.470;NULL;NULL;Y
5177;70460006703;NULL;Denny Tuhatelu;2016-03-14 16:11:05.220;NULL;NULL;Y
5178;70460006701;NULL;Denny Tuhatelu;2016-03-14 16:11:22.347;NULL;NULL;Y
5179;70420006712;NULL;Denny Tuhatelu;2016-03-15 13:55:22.233;NULL;NULL;Y
5180;70460006720;NULL;Denny Tuhatelu;2016-03-15 13:55:36.223;NULL;NULL;Y
5181;70460006717;NULL;Denny Tuhatelu;2016-03-15 13:55:53.090;NULL;NULL;Y
5182;70460006719;NULL;Denny Tuhatelu;2016-03-15 13:56:10.737;NULL;NULL;Y
5183;70460006718;NULL;Denny Tuhatelu;2016-03-15 13:56:27.193;NULL;NULL;Y
5184;70440006721;NULL;Denny Tuhatelu;2016-03-16 09:52:30.463;NULL;NULL;Y
5185;70440006724;NULL;Denny Tuhatelu;2016-03-16 09:52:53.297;NULL;NULL;Y
5186;70320006728;NULL;Denny Tuhatelu;2016-03-16 09:53:17.280;NULL;NULL;Y
5187;70460006672;NULL;Denny Tuhatelu;2016-03-17 13:31:54.597;NULL;NULL;Y
5188;70460006729;NULL;Denny Tuhatelu;2016-03-17 13:32:27.567;NULL;NULL;Y
5189;70460006730;NULL;Denny Tuhatelu;2016-03-17 13:32:46.570;NULL;NULL;Y
5190;70460006722;NULL;Denny Tuhatelu;2016-03-18 10:56:36.710;NULL;NULL;Y
5191;70420006725;NULL;Denny Tuhatelu;2016-03-18 10:56:52.727;NULL;NULL;Y
5192;70420006726;NULL;Denny Tuhatelu;2016-03-18 10:57:06.163;NULL;NULL;Y
5193;70420006727;NULL;Denny Tuhatelu;2016-03-18 10:57:19.290;NULL;NULL;Y
5194;70460006737;NULL;Denny Tuhatelu;2016-03-18 14:54:40.723;NULL;NULL;Y
5195;70420006732;NULL;Denny Tuhatelu;2016-03-18 14:55:00.040;NULL;NULL;Y
5196;70420006731;NULL;Denny Tuhatelu;2016-03-18 14:55:16.070;NULL;NULL;Y
5197;70460006734;NULL;Denny Tuhatelu;2016-03-21 13:34:12.427;NULL;NULL;Y
5198;70420006758;NULL;Denny Tuhatelu;2016-03-21 13:36:00.187;NULL;NULL;Y
5199;70320006755;NULL;Denny Tuhatelu;2016-03-21 13:36:23.280;NULL;NULL;Y
5200;70460006756;NULL;Denny Tuhatelu;2016-03-21 13:36:42.440;NULL;NULL;Y
5201;70440006762;NULL;Denny Tuhatelu;2016-03-21 17:16:09.363;NULL;NULL;Y
5202;70420006741;NULL;Denny Tuhatelu;2016-03-21 17:16:32.363;NULL;NULL;Y
5203;70420006743;NULL;Denny Tuhatelu;2016-03-21 17:16:50.117;NULL;NULL;Y
5204;70420006745;NULL;Denny Tuhatelu;2016-03-21 17:17:10.557;NULL;NULL;Y
5205;70420006746;NULL;Denny Tuhatelu;2016-03-21 17:17:28.023;NULL;NULL;Y
5206;70420006747;NULL;Denny Tuhatelu;2016-03-21 17:17:46.463;NULL;NULL;Y
5207;70420006748;NULL;Denny Tuhatelu;2016-03-21 17:18:42.877;NULL;NULL;Y
5208;70480006764;NULL;Denny Tuhatelu;2016-03-22 09:52:38.463;NULL;NULL;Y
5209;70460006744;NULL;Denny Tuhatelu;2016-03-22 09:53:05.210;NULL;NULL;Y
5210;70460006749;NULL;Denny Tuhatelu;2016-03-22 09:53:25.623;NULL;NULL;Y
5211;70460006760;NULL;Denny Tuhatelu;2016-03-22 09:53:47.097;NULL;NULL;Y
5212;70460006757;NULL;Denny Tuhatelu;2016-03-22 09:54:18.553;NULL;NULL;Y
5213;70460006759;NULL;Denny Tuhatelu;2016-03-22 09:54:37.490;NULL;NULL;Y
5214;70640006767;NULL;Denny Tuhatelu;2016-03-22 10:29:03.260;NULL;NULL;Y
5215;70420006761;NULL;Denny Tuhatelu;2016-03-23 10:57:22.430;NULL;NULL;Y
5216;70480006766;NULL;Denny Tuhatelu;2016-03-23 10:57:48.810;NULL;NULL;Y
5217;70460006768;NULL;Denny Tuhatelu;2016-03-24 10:51:48.563;NULL;NULL;Y
5218;70460006765;NULL;Denny Tuhatelu;2016-03-24 10:52:13.127;NULL;NULL;Y
5219;70460006751;NULL;Denny Tuhatelu;2016-03-24 10:52:56.287;NULL;NULL;Y
5220;70460006752;NULL;Denny Tuhatelu;2016-03-24 11:04:13.750;NULL;NULL;Y
5221;70460006753;NULL;Denny Tuhatelu;2016-03-24 11:04:32.583;NULL;NULL;Y
5222;70460006754;NULL;Denny Tuhatelu;2016-03-24 11:05:00.057;NULL;NULL;Y
5223;70460006763;NULL;Denny Tuhatelu;2016-03-24 11:05:17.930;NULL;NULL;Y
5224;70500006776;NULL;Denny Tuhatelu;2016-03-24 11:09:01.013;NULL;NULL;Y
5225;70420006771;NULL;Denny Tuhatelu;2016-03-28 09:37:24.050;NULL;NULL;Y
5226;70460006774;NULL;Denny Tuhatelu;2016-03-28 14:16:13.627;NULL;NULL;Y
5227;70320006775;NULL;Denny Tuhatelu;2016-03-29 15:41:20.770;NULL;NULL;Y
5228;70560006784;NULL;Denny Tuhatelu;2016-03-31 09:35:02.547;NULL;NULL;Y
5229;70420006770;NULL;Denny Tuhatelu;2016-03-31 09:36:37.663;NULL;NULL;Y
5230;70460006772;NULL;Denny Tuhatelu;2016-03-31 09:36:54.700;NULL;NULL;Y
5231;70420006788;NULL;Denny Tuhatelu;2016-03-31 09:41:39.723;NULL;NULL;Y
5232;70420006787;NULL;Denny Tuhatelu;2016-03-31 09:42:29.040;NULL;NULL;Y
5233;70420006786;NULL;Denny Tuhatelu;2016-03-31 09:42:52.837;NULL;NULL;Y
5234;70420006804;NULL;Denny Tuhatelu;2016-03-31 09:43:52.267;NULL;NULL;Y
5235;70500006808;NULL;Denny Tuhatelu;2016-04-01 09:16:48.483;NULL;NULL;Y
5236;70460006792;NULL;Denny Tuhatelu;2016-04-01 09:17:31.190;NULL;NULL;Y
5237;70460006798;NULL;Denny Tuhatelu;2016-04-01 09:17:51.410;NULL;NULL;Y
5238;70460006799;NULL;Denny Tuhatelu;2016-04-01 09:18:09.473;NULL;NULL;Y
5239;70420006777;NULL;Denny Tuhatelu;2016-04-01 09:18:24.973;NULL;NULL;Y
5240;70460006773;NULL;Denny Tuhatelu;2016-04-01 09:19:06.120;NULL;NULL;Y
5241;70460006790;NULL;Denny Tuhatelu;2016-04-01 09:19:32.280;NULL;NULL;Y
5242;70420006782;NULL;Denny Tuhatelu;2016-04-01 09:20:07.627;NULL;NULL;Y
5243;70460006793;NULL;Denny Tuhatelu;2016-04-01 09:20:26.940;NULL;NULL;Y
5244;70460006794;NULL;Denny Tuhatelu;2016-04-01 09:20:43.287;NULL;NULL;Y
5245;70320006796;NULL;Denny Tuhatelu;2016-04-01 09:21:03.783;NULL;NULL;Y
5246;70320006795;NULL;Denny Tuhatelu;2016-04-01 09:21:20.917;NULL;NULL;Y
5247;70460006664;NULL;Denny Tuhatelu;2016-04-01 09:22:18.387;NULL;NULL;Y
5248;70460006665;NULL;Denny Tuhatelu;2016-04-01 09:22:31.233;NULL;NULL;Y
5249;70460006812;NULL;Denny Tuhatelu;2016-04-04 14:51:22.210;NULL;NULL;Y
5250;70460006809;NULL;Denny Tuhatelu;2016-04-04 14:52:07.000;NULL;NULL;Y
5251;70460006813;NULL;Denny Tuhatelu;2016-04-04 14:52:24.567;NULL;NULL;Y
5252;70440006815;NULL;Denny Tuhatelu;2016-04-04 14:52:46.030;NULL;NULL;Y
5253;70460006807;NULL;Denny Tuhatelu;2016-04-04 15:10:42.287;NULL;NULL;Y
5254;70420006816;NULL;Denny Tuhatelu;2016-04-04 15:17:39.540;NULL;NULL;Y
5255;70460006802;NULL;Denny Tuhatelu;2016-04-04 15:18:07.200;NULL;NULL;Y
5256;70460006801;NULL;Denny Tuhatelu;2016-04-04 15:18:25.080;NULL;NULL;Y
5257;70500006820;NULL;Denny Tuhatelu;2016-04-04 17:01:32.260;NULL;NULL;Y
5258;70460006769;NULL;Denny Tuhatelu;2016-04-05 10:13:19.873;NULL;NULL;Y
5259;70460006814;NULL;Denny Tuhatelu;2016-04-06 14:23:01.627;NULL;NULL;Y
5260;70320006819;NULL;Denny Tuhatelu;2016-04-06 14:23:41.157;NULL;NULL;Y
5261;70460006791;NULL;Denny Tuhatelu;2016-04-06 14:23:59.970;NULL;NULL;Y
5262;70420006818;NULL;Denny Tuhatelu;2016-04-06 14:24:20.910;NULL;NULL;Y
5263;70420006797;NULL;Denny Tuhatelu;2016-04-06 14:24:42.880;NULL;NULL;Y
5264;70460006739;NULL;Denny Tuhatelu;2016-04-06 14:25:14.200;NULL;NULL;Y
5265;70460006740;NULL;Denny Tuhatelu;2016-04-06 14:25:30.167;NULL;NULL;Y
5266;70420006831;NULL;Denny Tuhatelu;2016-04-07 14:46:23.250;NULL;NULL;Y
5267;70420006829;NULL;Denny Tuhatelu;2016-04-08 09:23:07.467;NULL;NULL;Y
5268;70480006805;NULL;Denny Tuhatelu;2016-04-08 09:23:38.590;NULL;NULL;Y
5269;70420006826;NULL;Denny Tuhatelu;2016-04-08 11:47:46.570;NULL;NULL;Y
5270;70460006834;NULL;Denny Tuhatelu;2016-04-11 09:25:26.487;NULL;NULL;Y
5271;70460006833;NULL;Denny Tuhatelu;2016-04-11 09:26:03.497;NULL;NULL;Y
5272;70460006832;NULL;Denny Tuhatelu;2016-04-11 09:26:26.770;NULL;NULL;Y
5273;70420006839;NULL;Denny Tuhatelu;2016-04-11 09:26:49.453;NULL;NULL;Y
5274;70420006823;NULL;Denny Tuhatelu;2016-04-11 09:27:08.267;NULL;NULL;Y
5275;70460006811;NULL;Denny Tuhatelu;2016-04-11 09:27:40.840;NULL;NULL;Y
5276;70460006827;NULL;Denny Tuhatelu;2016-04-11 09:28:01.427;NULL;NULL;Y
5277;70460006778;NULL;Denny Tuhatelu;2016-04-11 09:28:36.397;NULL;NULL;Y
5278;70460006821;NULL;Denny Tuhatelu;2016-04-11 09:29:09.670;NULL;NULL;Y
5279;70460006817;NULL;Denny Tuhatelu;2016-04-11 09:29:54.210;NULL;NULL;Y
5280;70460006824;NULL;Denny Tuhatelu;2016-04-11 09:30:18.453;NULL;NULL;Y
5281;70420006843;NULL;Denny Tuhatelu;2016-04-11 10:04:07.183;NULL;NULL;Y
5282;70460006844;NULL;Denny Tuhatelu;2016-04-11 10:04:28.793;NULL;NULL;Y
5283;70460006841;NULL;Denny Tuhatelu;2016-04-11 10:04:47.513;NULL;NULL;Y
5284;70460006840;NULL;Denny Tuhatelu;2016-04-11 10:05:13.300;NULL;NULL;Y
5285;70460006842;NULL;Denny Tuhatelu;2016-04-11 10:05:36.063;NULL;NULL;Y
5286;70460006837;NULL;Denny Tuhatelu;2016-04-11 10:05:58.190;NULL;NULL;Y
5287;70460006822;NULL;Denny Tuhatelu;2016-04-11 10:06:37.320;NULL;NULL;Y
5288;70460006835;NULL;Denny Tuhatelu;2016-04-11 10:07:04.040;NULL;NULL;Y
5289;70460006830;NULL;Denny Tuhatelu;2016-04-11 10:07:56.950;NULL;NULL;Y
5290;70320006857;NULL;Denny Tuhatelu;2016-04-12 09:02:52.017;NULL;NULL;Y
5291;70460006850;NULL;Denny Tuhatelu;2016-04-12 09:03:17.520;NULL;NULL;Y
5292;70460006855;NULL;Denny Tuhatelu;2016-04-12 09:04:40.340;NULL;NULL;Y
5293;70420006825;NULL;Denny Tuhatelu;2016-04-12 11:01:11.910;NULL;NULL;Y
5294;70460006864;NULL;Denny Tuhatelu;2016-04-12 15:31:26.540;NULL;NULL;Y
5295;70460006858;NULL;Denny Tuhatelu;2016-04-13 11:10:31.157;NULL;NULL;Y
5296;70320006861;NULL;Denny Tuhatelu;2016-04-13 11:10:53.720;NULL;NULL;Y
5297;70440006860;NULL;Denny Tuhatelu;2016-04-13 11:11:18.440;NULL;NULL;Y
5298;70440006863;NULL;Denny Tuhatelu;2016-04-13 11:11:38.287;NULL;NULL;Y
5299;70420006856;NULL;Denny Tuhatelu;2016-04-13 11:11:59.787;NULL;NULL;Y
5300;70420006859;NULL;Denny Tuhatelu;2016-04-13 11:12:15.287;NULL;NULL;Y
5301;70420006854;NULL;Denny Tuhatelu;2016-04-13 11:12:30.913;NULL;NULL;Y
5302;70460006783;NULL;Denny Tuhatelu;2016-04-14 11:34:17.157;NULL;NULL;Y
5303;70480006845;NULL;Denny Tuhatelu;2016-04-14 11:34:41.063;NULL;NULL;Y
5304;70420006874;NULL;Denny Tuhatelu;2016-04-15 08:59:59.177;NULL;NULL;Y
5305;70520006873;NULL;Denny Tuhatelu;2016-04-15 09:00:24.150;NULL;NULL;Y
5306;70460006871;NULL;Denny Tuhatelu;2016-04-15 09:00:53.057;NULL;NULL;Y
5307;70460006869;NULL;Denny Tuhatelu;2016-04-15 09:01:09.840;NULL;NULL;Y
5308;70460006870;NULL;Denny Tuhatelu;2016-04-15 09:02:17.377;NULL;NULL;Y
5309;70460006872;NULL;Denny Tuhatelu;2016-04-15 09:02:38.850;NULL;NULL;Y
5310;70500006877;NULL;Denny Tuhatelu;2016-04-15 10:53:44.100;NULL;NULL;Y
5311;70420006876;NULL;Denny Tuhatelu;2016-04-15 11:38:11.670;NULL;NULL;Y
5312;70420006878;NULL;Denny Tuhatelu;2016-04-15 17:31:30.450;NULL;NULL;Y
5313;70420006879;NULL;Denny Tuhatelu;2016-04-19 12:00:47.237;NULL;NULL;Y
5314;70460006880;NULL;Denny Tuhatelu;2016-04-19 12:01:04.433;NULL;NULL;Y
5315;70460006875;NULL;Denny Tuhatelu;2016-04-19 12:01:22.123;NULL;NULL;Y
5316;70460006881;NULL;Denny Tuhatelu;2016-04-19 12:01:51.417;NULL;NULL;Y
5317;70460006885;NULL;Denny Tuhatelu;2016-04-19 14:07:53.223;NULL;NULL;Y
5318;70420006866;NULL;Denny Tuhatelu;2016-04-20 11:42:53.250;NULL;NULL;Y
5319;70460006882;NULL;Denny Tuhatelu;2016-04-20 11:43:19.533;NULL;NULL;Y
5320;70460006884;NULL;Denny Tuhatelu;2016-04-20 11:43:41.630;NULL;NULL;Y
5321;70460006883;NULL;Denny Tuhatelu;2016-04-20 11:44:02.533;NULL;NULL;Y
5322;70420006868;NULL;Denny Tuhatelu;2016-04-20 11:44:23.820;NULL;NULL;Y
5323;70420006867;NULL;Denny Tuhatelu;2016-04-20 11:44:51.637;NULL;NULL;Y
5324;70460006892;NULL;Denny Tuhatelu;2016-04-21 10:47:22.117;NULL;NULL;Y
5325;70420006891;NULL;Denny Tuhatelu;2016-04-22 13:26:26.637;NULL;NULL;Y
5326;70420006889;NULL;Denny Tuhatelu;2016-04-22 13:26:46.093;NULL;NULL;Y
5327;70520006897;NULL;Denny Tuhatelu;2016-04-22 13:27:03.123;NULL;NULL;Y
5328;70420006890;NULL;Denny Tuhatelu;2016-04-22 13:27:19.847;NULL;NULL;Y
5329;70500006899;NULL;Denny Tuhatelu;2016-04-22 14:46:45.383;NULL;NULL;Y
5330;70320006810;NULL;Denny Tuhatelu;2016-04-22 15:23:44.913;NULL;NULL;Y
5331;70460006887;NULL;Denny Tuhatelu;2016-04-22 15:25:16.450;NULL;NULL;Y
5332;70460006896;NULL;Denny Tuhatelu;2016-04-22 15:25:55.017;NULL;NULL;Y
5333;70460006894;NULL;Denny Tuhatelu;2016-04-22 15:26:13.237;NULL;NULL;Y
5334;70460006888;NULL;Denny Tuhatelu;2016-04-22 15:26:35.330;NULL;NULL;Y
5335;70460006886;NULL;Denny Tuhatelu;2016-04-22 15:26:54.087;NULL;NULL;Y
5336;70320006907;NULL;Denny Tuhatelu;2016-04-25 16:33:43.657;NULL;NULL;Y
5337;70460006901;NULL;Denny Tuhatelu;2016-04-26 14:48:03.317;NULL;NULL;Y
5338;70460006900;NULL;Denny Tuhatelu;2016-04-26 14:48:52.260;NULL;NULL;Y
5339;70460006903;NULL;Denny Tuhatelu;2016-04-26 14:49:14.760;NULL;NULL;Y
5340;70460006904;NULL;Denny Tuhatelu;2016-04-26 14:49:33.340;NULL;NULL;Y
5341;70420006893;NULL;Denny Tuhatelu;2016-04-26 14:49:51.577;NULL;NULL;Y
5342;70420006895;NULL;Denny Tuhatelu;2016-04-26 14:50:09.460;NULL;NULL;Y
5343;70460006923;NULL;Denny Tuhatelu;2016-04-26 16:01:11.843;NULL;NULL;Y
5344;70500006915;NULL;Denny Tuhatelu;2016-04-26 16:39:39.970;NULL;NULL;Y
5345;70320006902;NULL;Denny Tuhatelu;2016-04-28 10:50:23.893;NULL;NULL;Y
5346;70440006929;NULL;Denny Tuhatelu;2016-04-28 11:26:05.303;NULL;NULL;Y
5347;70440006927;NULL;Denny Tuhatelu;2016-04-28 11:26:27.963;NULL;NULL;Y
5348;70460006919;NULL;Denny Tuhatelu;2016-04-28 11:40:56.837;NULL;NULL;Y
5349;70460006917;NULL;Denny Tuhatelu;2016-04-28 11:41:22.883;NULL;NULL;Y
5350;70460006918;NULL;Denny Tuhatelu;2016-04-28 11:41:45.667;NULL;NULL;Y
5351;70460006921;NULL;Denny Tuhatelu;2016-04-28 11:42:04.513;NULL;NULL;Y
5352;70460006910;NULL;Denny Tuhatelu;2016-04-28 11:46:04.160;NULL;NULL;Y
5353;70420006920;NULL;Denny Tuhatelu;2016-04-28 11:46:19.690;NULL;NULL;Y
5354;70440006925;NULL;Denny Tuhatelu;2016-04-28 11:46:38.940;NULL;NULL;Y
5355;70460006926;NULL;Denny Tuhatelu;2016-04-28 11:46:58.540;NULL;NULL;Y
5356;70460006928;NULL;Denny Tuhatelu;2016-04-28 11:47:19.103;NULL;NULL;Y
5357;70460006911;NULL;Denny Tuhatelu;2016-04-28 11:47:43.260;NULL;NULL;Y
5358;70460006914;NULL;Denny Tuhatelu;2016-04-28 11:48:10.170;NULL;NULL;Y
5359;70460006913;NULL;Denny Tuhatelu;2016-04-28 11:48:26.637;NULL;NULL;Y
5360;70360006937;NULL;Denny Tuhatelu;2016-04-29 14:10:00.817;NULL;NULL;Y
5361;70320006909;NULL;Denny Tuhatelu;2016-04-29 14:10:20.790;NULL;NULL;Y
5362;70460006938;NULL;Denny Tuhatelu;2016-05-02 15:40:08.993;NULL;NULL;Y
5363;70460006931;NULL;Denny Tuhatelu;2016-05-02 15:42:31.360;NULL;NULL;Y
5364;70460006936;NULL;Denny Tuhatelu;2016-05-02 15:42:47.940;NULL;NULL;Y
5365;70420006943;NULL;Denny Tuhatelu;2016-05-02 15:43:12.307;NULL;NULL;Y
5366;70460006947;NULL;Denny Tuhatelu;2016-05-04 09:03:17.720;NULL;NULL;Y
5367;70460006946;NULL;Denny Tuhatelu;2016-05-04 09:03:38.787;NULL;NULL;Y
5368;70460006939;NULL;Denny Tuhatelu;2016-05-04 09:04:02.383;NULL;NULL;Y
5369;70460006940;NULL;Denny Tuhatelu;2016-05-04 09:04:24.290;NULL;NULL;Y
5370;70420006942;NULL;Denny Tuhatelu;2016-05-04 09:04:50.917;NULL;NULL;Y
5371;70560006916;NULL;Denny Tuhatelu;2016-05-04 09:05:09.577;NULL;NULL;Y
5372;70460006948;NULL;Denny Tuhatelu;2016-05-09 09:35:02.970;NULL;NULL;Y
5373;70420006953;NULL;Denny Tuhatelu;2016-05-09 09:35:26.163;NULL;NULL;Y
5374;70420006949;NULL;Denny Tuhatelu;2016-05-09 09:35:42.697;NULL;NULL;Y
5375;70420006950;NULL;Denny Tuhatelu;2016-05-09 09:36:07.337;NULL;NULL;Y
5376;70440006960;NULL;Denny Tuhatelu;2016-05-09 09:56:20.227;NULL;NULL;Y
5377;70460006957;NULL;Denny Tuhatelu;2016-05-09 09:56:41.547;NULL;NULL;Y
5378;70460006959;NULL;Denny Tuhatelu;2016-05-09 09:56:57.273;NULL;NULL;Y
5379;70460006958;NULL;Denny Tuhatelu;2016-05-09 09:57:14.113;NULL;NULL;Y
5380;70420006955;NULL;Denny Tuhatelu;2016-05-10 10:59:38.310;NULL;NULL;Y
5381;70640006968;NULL;Denny Tuhatelu;2016-05-10 10:59:53.450;NULL;NULL;Y
5382;70640006971;NULL;Denny Tuhatelu;2016-05-11 13:14:02.183;NULL;NULL;Y
5383;70420006954;NULL;Denny Tuhatelu;2016-05-11 13:14:36.810;NULL;NULL;Y
5384;70420006952;NULL;Denny Tuhatelu;2016-05-11 13:14:56.873;NULL;NULL;Y
5385;70560006974;NULL;Denny Tuhatelu;2016-05-11 13:15:25.690;NULL;NULL;Y
5386;70460006964;NULL;Denny Tuhatelu;2016-05-11 17:02:37.660;NULL;NULL;Y
5387;70460006961;NULL;Denny Tuhatelu;2016-05-11 17:03:10.223;NULL;NULL;Y
5388;70460006963;NULL;Denny Tuhatelu;2016-05-11 17:03:36.797;NULL;NULL;Y
5389;70460006981;NULL;Denny Tuhatelu;2016-05-11 17:03:56.917;NULL;NULL;Y
5390;70460006979;NULL;Denny Tuhatelu;2016-05-11 17:04:17.080;NULL;NULL;Y
5391;70460006977;NULL;Denny Tuhatelu;2016-05-11 17:04:43.263;NULL;NULL;Y
5392;70460006976;NULL;Denny Tuhatelu;2016-05-11 17:05:08.517;NULL;NULL;Y
5393;70460006965;NULL;Denny Tuhatelu;2016-05-11 17:05:28.743;NULL;NULL;Y
5394;70460006966;NULL;Denny Tuhatelu;2016-05-11 17:05:48.770;NULL;NULL;Y
5395;70460006970;NULL;Denny Tuhatelu;2016-05-11 17:06:06.333;NULL;NULL;Y
5396;70460006973;NULL;Denny Tuhatelu;2016-05-11 17:06:24.930;NULL;NULL;Y
5397;70460006972;NULL;Denny Tuhatelu;2016-05-11 17:06:43.147;NULL;NULL;Y
5398;70460006978;NULL;Denny Tuhatelu;2016-05-13 11:41:45.077;NULL;NULL;Y
5399;70500006984;NULL;Denny Tuhatelu;2016-05-13 11:42:18.057;NULL;NULL;Y
5400;70460006982;NULL;Denny Tuhatelu;2016-05-13 11:42:38.497;NULL;NULL;Y
5401;70460006983;NULL;Denny Tuhatelu;2016-05-13 11:44:19.457;NULL;NULL;Y
5402;70420006990;NULL;Denny Tuhatelu;2016-05-16 16:25:59.770;NULL;NULL;Y
5403;70420006992;NULL;Denny Tuhatelu;2016-05-16 16:26:18.367;NULL;NULL;Y
5404;70420006967;NULL;Denny Tuhatelu;2016-05-16 16:26:33.880;NULL;NULL;Y
5405;70420006969;NULL;Denny Tuhatelu;2016-05-16 16:26:49.430;NULL;NULL;Y
5406;70420006993;NULL;Denny Tuhatelu;2016-05-16 16:27:04.773;NULL;NULL;Y
5407;70460006988;NULL;Denny Tuhatelu;2016-05-16 16:27:25.287;NULL;NULL;Y
5408;70460006986;NULL;Denny Tuhatelu;2016-05-16 16:27:43.473;NULL;NULL;Y
5409;70460006985;NULL;Denny Tuhatelu;2016-05-16 16:28:01.370;NULL;NULL;Y
5410;70460006987;NULL;Denny Tuhatelu;2016-05-16 16:28:16.807;NULL;NULL;Y
